search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Conectores de entrada,Tipos de filtros del parlante
382,Parlante Activo Novik Evo 300a - Usb 15,114.9,NA,1,NA,12,9.575,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIAL+ELECTROACUSTIC,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=aTkRsC4%2BTeif5u9%2BkZjUI30jqH0iVes%2BP%2BLdN0OWrDgkdm9VIsCB8OyhTnwTq%2BayEsSZaTGl0LyCeL0vtEGSbVrhpqO%2Fs%2BLLQ%2FyqSWuhtUwILZDIQ%2Fha%2BaR6dB2qYIb8bHN%2FrEtgBlYjeRNu5Gw7Kib4B5DAX4o6RrZ7S7XnVCxi7879B44xkUUFHn2PghAVewpiNdJj36tri2NBSp74tO8A%2FsYsjsqaP1IhnXUyOU5I8K6teS3wI9IUcOcpM5r3IN8djimR9Kzp3J8EOpK3hJHnps6cUp66Y5lQJZp5v2eMD%2BE5HDrRXRoQvmrNMJ0JALXoQ5j49Ztx9L%2BNItidfkVUKHBv713PQB8BCcW%2BKtiMsHFmJUsrvb0SGhjOz6pNEJX7VNyDL55eAbG4nVvum78VXqDHqVtHlwHDctQ%2B7l%2F9oFKKXzafrrAvBuLzP26G%2FEJLdkEzH9bWO%2FRugDMx2DaJGHec9o7q05%2Frd6Az1npOXoSDW4THADExtwLVCzuUnLwLQ3GlZTk2sv%2FCclYOByjBkH9t5%2BvBHW4tjitGoVC3S6d9mfsPi9U8MD%2FobyrvpM0KpVcgPGvR1xwrjBNMhXUY40axosrHvGKVyTEi4yQ7uVnNObNSGCo8FbnWooJjfsJFUh854SELmEuk4eo3ZDtOICKTxU5SMON3bO89%2Bhod1aP12QesuqASlfonBkU7xIaPJ9am%2FyKWcNZZecWVRhc%2Fbz9hTJ4mGAVfNDmiM75qr5Mg2DbbagSDmSfi35Pal1M61ay%2FrP8lSJlwbY77LCHIU0ZzmVLKQ8DW0KGeMmbsFmnYUkr8V1RepcgqGycT4gqaRZ6pI%2F89wliLCmdMIhFxQugIzR0BRgV7gvnXK%2FjEpTYW09gcYuPNzylhqtcdvLVQAZ1KR%2BqawQ3540PRvgNmegY7Mm92gMnbUlRYDcJAbq3HUqIJyXa8DS%2F5YjeIam2hFov82n%2Bt3FDitJS5SYuiPw05F6SjJK5qObX6ojGOnXqe9ifZIrgT05WAmUwktwVVtxzYKSG948rRPUCpW5qrUKuiHM5y6WliX8ox54U9AYNzMkGNpLdpslgdYJs0i%2FSJBagApeaHxu%2FjYyf2iB4nsRsuBKZ%2Fekn6hPjTLy5fd7HETrDkZ0aUP1gVgtGk6qNNYhuQNu0tMU192zAZ%2FHQYuv%2BU52a135HrmWS7X96B2FuBTPsBcQ%2BhYHeRXjp2CwfTAQLI4PelTCvVV5%2FPqrMwuOwvMGlqSfwCTMDU8ALAhPFR4f5EHMSrGt0pSXayWxgKE1jKOx5EIhpUPC8B3DZt86GxX0yUBysAVpQrikhWsxu7sAwQpKqB%2Be9vmemhjUL1loWydR3E2BPzyi%2Bf7KitTvYezfUZ2Ac38h0PHQ%2BoWRAI%2B1YahfduNsIw2c%2BwH3ki9nzxi%2BL%2Fa8LVBUDFKyeT1Z2lZQWyDkrM3MVhZxnqUwhP%2BWjbL6CnpcDKIxuY6Fmb7iQ%2FCfBxhyDLDt1ZNnozGjtBQnVW6qJA64WIpyXajiPXE%2FnjVkxYhMCeNSwr31ESUk1XObv8c8DZ8bijV2DleD12Re6wnthQaFeLXKutfkWSib%2BJkdmj,NA,NA,NA,NA,NA,#489829841,NA,NA,NA,NA,NA,NA
383,Parlante Bluetooth Portatil Bazuca Radio Sd Usb Enviogratis,14.99,NA,2,4,6,2.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDANOTEBOOK.CL,https://articulo.mercadolibre.cl/MLC-487763260-parlante-bluetooth-portatil-bazuca-radio-sd-usb-enviogratis-_JM,NA,NA,NA,NA,NA,#487763260,NA,NA,NA,NA,Auxiliar,NA
384,Parlante Torre Bluetooth,54.99,NA,0,NA,6,9.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LUISBRITO221,https://articulo.mercadolibre.cl/MLC-474936622-parlante-torre-bluetooth-_JM,NA,NA,NA,NA,NA,#474936622,NA,NA,NA,NA,NA,NA
385,Parlante Bluetooth Bq-7210 Radio Fm Aux In Usb Sd Bateria,14.5,NA,32,2,12,1.208,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/EGOUT+SPA,https://articulo.mercadolibre.cl/MLC-433739430-parlante-bluetooth-bq-7210-radio-fm-aux-in-usb-sd-bateria-_JM,2,0,0,0,0,#433739430,NA,NA,NA,NA,NA,NA
386,Parlante Portátil Bluetooth Philips Bt7900a 14w,74.99,NA,3,69,6,12.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROVIDENCIA+HOGAR,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=bGbJdJKpOvs4AFooY%2Bhs0gThTt6AfkcvHj2%2B6nC7uyyzvmJL5qrSn9GxaBMU9Xkw89VmyV3FLv8Ixp4Z8Bnr7RONCtjbRWExr9pedFG2UDDMQYlrFek8n1Lj%2BbOcDeeiDzFQw0r8CbbUFHqf7pyrm9w%2BCn44221ZAMzMUwKz1Rr8BGouAyIO2TxrkkXZR13ADAqJOn49vo6P3JPcVYLVrWWK7ibL2lvKRFrUocDdNEmhuwtsLB7giYPN5sQoflBh6I4tANitT11btOnWXD84Yx6BYAXUsoXP1UVPy0WZu%2ByXYJyJ7%2FoBUFl93AJTTVgAeC65fy0haNNNRAOKVoCWZRjaI4RJStWeFdEERBqND6zW5nMxw%2FaX7Lxln0hFcKzWUKzSEztDFTe0s51PTa2gfVQ%2FunBgZRTi1%2BJ5H4QoX8toGNNJpe2zDfbYcztjumSuqvyjOAziL8JhvYIgJBMwqfG5cOjsqDvvrhW4tfs2q6glQNfuD1u7GX8fUXXii1faY8xg873ULSXWiKKnIB86sLaR9%2BWhwr6HIMp7DlJpzpgnYwMIxVNQ7CULmwtzyBn49aBy25Dtvz3XH3jmrlBN4ovv0NyfvliMjdDJU0MiDdH%2BzyVy3gVSyovlOODMXGdcqFIe6O9whOdKeiuucD1y5mNTWs892cn2mDAUDfyd3TY%2BNYzWROaXKriKM7Ur2NSh2erT9cpnXzR8PlZ31C%2FavWXS7hKPgTuYM6p5NtGRs8oxhKn8NN5SRKiSgS8QwvjBfSqTIWkAcf7gQdpbCrXilSkH6MQ9%2FMWYMRX3jIWtN3g6Se18d%2BelDntJez0Z5JRrsheeGt7CqUAv6CVHodWaMrB15CpBRCs%2FM9zITzDJh1%2Bq9fNoYX0vUKAzCkYjE%2BA6oKHmguGvrLUhkyTHNIPjER4CpsafnhH2AUgHKFb4oPBI61g8ih%2BA10ENax7Mswevj6g1V3F35PMgO%2FpRcHk97gVE1Mn%2BpjvbPBKwRd5yeBjMr82tdZhdkHBGDQEZRpoFXaNw5uhCc7QLnWiPSPifQwZyTBqfGcluS8WwePUf3vWba2qzs93vRxdrxt%2B26ZTO3Ytx5jr6UZp1H8XTJoF5qV1yeR16Z9Ytm2UsA%2BSg%2FAVyMm2ORJ9%2FjzMn9wHwlCLWVRphDXlDzLBUm7O%2FqG8ys%2ByWsLdoa4kBw0QjBgtMMGDXnKHNeS09hUVul8nSwc%2FjgbSBSE9NgfHE75K%2FrpQWmdiAWwmQHchYrKj8AbspZfUv7EyvWgI2Q1vvHo3A%2B8NnJDmSOrz0AaUgBdZqq6HOCdZwUG0j7Ulg9ZnxJH6JDnfb8W3A9hb8YsgsFVfumgywptZ%2FgQN53X8CPRI6SN%2FAosAaN37HvUaw6PSHZyZ3BOJKkaGgxWSSZFOFYUBzaruScal6wpnjEiHjPnqJmehTyst%2F735I41JFdD9M%2BFhTFjbLuBsbOayb%2FE4Nf42isvPo4%2BYEL5HinSyzno6SsEiH4AdTRYmE6MtUGnbbiGN%2FdoolcLcTjsuM%2FI4dfIGujKVOvOo2KxZYZKWvLILKUM5NbmBIU3BkYv53CM2kvzJhE85EK6mR4mcGtm%2FBSiAUykTW1eSKVw%3D%3D,NA,NA,NA,NA,NA,#467348591,Philips,NA,NA,NA,NA,NA
387,Mini Parlante Bluetooth Usb Sd Con Luces Led,2.99,3.99,113,37,12,249,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HDFACTORY,https://articulo.mercadolibre.cl/MLC-455477031-mini-parlante-bluetooth-usb-sd-con-luces-led-_JM,NA,NA,NA,NA,NA,#455477031,NA,NA,NA,NA,NA,NA
388,Parlante Portátil Extra Bass Xb21 Con Bluetooth,49.99,79.99,4,9,6,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-491022159-parlante-portatil-extra-bass-xb21-con-bluetooth-_JM,NA,NA,NA,NA,NA,#491022159,NA,NA,NA,NA,NA,NA
389,Parlante Inalambrico Bluetooth Led + Control Remoto,15.99,NA,3,5,6,2.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CYBER_CLINIC_3.0,https://articulo.mercadolibre.cl/MLC-458663709-parlante-inalambrico-bluetooth-led-control-remoto-_JM,NA,NA,NA,NA,NA,#458663709,NA,NA,NA,NA,USB,NA
390,Jbl Go2 Parlante Portátil Bluetooth Azul Nuevo,27.99,NA,4,2,12,2.332,NA,Envío gratis a todo el país,NA,NA,4.8,45,https://perfil.mercadolibre.cl/ALTORAMIREZSPA,https://articulo.mercadolibre.cl/MLC-483946823-jbl-go2-parlante-portatil-bluetooth-azul-nuevo-_JM,38,6,0,1,0,#483946823,JBL,GO 2,3 W,NA,NA,Activo
391,Parlante Bluetooth Waterproof Para La Ducha,4.666,5.49,1,4,6,778,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/JDMPRINT,https://articulo.mercadolibre.cl/MLC-438533657-parlante-bluetooth-waterproof-para-la-ducha-_JM,NA,NA,NA,NA,NA,#438533657,NA,NA,NA,NA,NA,NA
392,Parlante Bt Ultimate Ears Ue Wonderboom Rojo Proglobal,39.99,NA,2,2,6,6.665,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-462462130-parlante-bt-ultimate-ears-ue-wonderboom-rojo-proglobal-_JM,2,0,0,0,0,#462462130,Ultimate Ears,WONDERBOOM,NA,0.425 kg,USB,Activo
393,Parlante Portátil Recargable Novik Impact One + Bluetooth,98.49,NA,3,NA,6,16.415,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VERONAMUSIC+SPA,https://articulo.mercadolibre.cl/MLC-453345675-parlante-portatil-recargable-novik-impact-one-bluetooth-_JM,NA,NA,NA,NA,NA,#453345675,NA,NA,NA,NA,Auxiliar,NA
394,Parlante Bluetooth Portatil Mini Iluminado Usb Radio C/envio,11.99,NA,8,5,6,1.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/TIENDANOTEBOOK.CL,https://articulo.mercadolibre.cl/MLC-458955557-parlante-bluetooth-portatil-mini-iluminado-usb-radio-cenvio-_JM,1,0,0,0,0,#458955557,NA,NA,NA,NA,NA,NA
395,Marshall Parlante Acton Ii Bluetooth Color Negro / 12 Cta,239.99,NA,0,900,12,19.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-478447323-marshall-parlante-acton-ii-bluetooth-color-negro-12-cta-_JM,NA,NA,NA,NA,NA,#478447323,Marshall,NA,NA,NA,NA,NA
396,Parlante Bluetooth Zukabass Skin Microlab / Mundo Electro,11.99,17.99,4,19,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-461865838-parlante-bluetooth-zukabass-skin-microlab-mundo-electro-_JM,NA,NA,NA,NA,NA,#461865838,Microlab,Skin Series,20 W,NA,NA,NA
397,Parlante Recargable Bluetooth Audiolab Mini Portatil,6.5,NA,2,81,6,1.083,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOPICADA,https://articulo.mercadolibre.cl/MLC-485463810-parlante-recargable-bluetooth-audiolab-mini-portatil-_JM,NA,NA,NA,NA,NA,#485463810,Fujitel,NA,NA,NA,NA,NA
398,Parlante Subwoofer Gamer Rgb Logitech G560 - Revogames,144.99,NA,4,1,6,24.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-490110295-parlante-subwoofer-gamer-rgb-logitech-g560-revogames-_JM,NA,NA,NA,NA,NA,#490110295,Logitech,NA,NA,NA,USB,NA
399,"Anker Soundcore Motion B, Mejor Parlante Bluetooth, Ultimo!",29.9,NA,3,NA,6,4.983,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LEO1171,https://articulo.mercadolibre.cl/MLC-491355396-anker-soundcore-motion-b-mejor-parlante-bluetooth-ultimo-_JM,NA,NA,NA,NA,NA,#491355396,Anker,NA,NA,NA,Auxiliar,NA
400,Parlante Portátil Bluetooth Usb Waterproof - Taotronics,24.99,NA,12,4,12,2.082,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/DIBU.CL,https://articulo.mercadolibre.cl/MLC-451981066-parlante-portatil-bluetooth-usb-waterproof-taotronics-_JM,2,0,0,0,0,#451981066,RAV Power,NA,NA,271 g,USB,NA
401,Parlante Recargable Bluetoothe Radio Usb Mp3 Ka-16bt,12.99,17.99,0,100,12,1.082,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESHOPANGIE,https://articulo.mercadolibre.cl/MLC-463164329-parlante-recargable-bluetoothe-radio-usb-mp3-ka-16bt-_JM,NA,NA,NA,NA,NA,#463164329,NA,NA,NA,NA,NA,NA
402,Parlante Bluetooth Adventure Mlab Colores / Mundo Electro,13.99,NA,83,5,12,1.166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-458050685-parlante-bluetooth-adventure-mlab-colores-mundo-electro-_JM,NA,NA,NA,NA,NA,#458050685,Mlab,Adventure IPX,NA,NA,NA,NA
403,Parlante Karaoke Bluetooth Fiddler Negro + Micrófono,39.99,NA,130,6,6,6.665,NA,Envío gratis a todo el país,NA,NA,4.6,5,https://perfil.mercadolibre.cl/ONLINECLUB,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=P3tXHeBXsOCdPHnUSBB%2FKnxIAkHUKMgVdNGeekmAJDRxQ0tkBgqiqNYVZty%2FxbF%2F84UW8fy4Bq6Wnn%2FLqaN6o5uvoeadE%2BFuQW7IOr%2Bi82vtmddNbYdk%2BMwfqLu2p7reW2tsmZ2hKp5s9Es3y8%2FWxJikJeFwQmLTAw1LcC8y7VHMP5IZwlGpqSbAokrcsVjvj9jPalKkvd81tFVYfx9kq00wd1BitwLptNoReaadKQzgLqsa%2Frpg8Ahq6JWSFPOuptvRuTV7LI%2FKbuOgtVxNEKmGgsIeHMmQPhur3HoJGN4TFuSf0TDX0xyzlWfJiifF%2B2kKMbpUQBrm11aqa%2Bx72UZ%2F0kmCbSVtQJJw7umpvEVw7axL6ZpuYTDSiYvO%2BxvkuSTSJjxfU6ATrzXgUaEkJVwvSNmQ%2B1vtQfPEpUGjVZy1y%2BBRDQllSfHH9loq843lXq0iRPWePFjc5wgtb2U22kjDfz4tP95aotv%2BfotAW2UCliGmevJzvRBZbiWCTqICyb1kFPcpiRaAdztpPnFrgJfkNe7uW9c0NUtke%2FkvkaZZgqnC0DmBM06ny7ZuCFcMcYbf9MTliUlLp2DTB2EL9R74v5c0gax8WypOb0OmtQVsdccYJazc0%2FailDA43d0lvGC2c3bwUPqbin8eiBqPz2isq81Ml8gnZx9C9N5N1LEJefLPsemsg%2FNXLsMKrkySg%2BV%2FCPwcU2Zm7RdnViAPhS1ZKSAzNXCXHT0FcMqEL3clguc%2F2ZxeZwKxTTSxj6KHYoYzuEMFOnX%2FIilh6OQnl8TSbM8gF69OxwZ9XOPen9IRp7qgJiMySelPo49Ja%2FAVN4SiJhN7IGetHBurKuyL8S1p2d6ilIOvXOlEwAhIXR1sYa8RyRVNnoAnbehhHNCDHh7I84fr%2Bnrzw3hxvhEf9BdWQxTTTYGtbSM%2FHMB4c4DD3w10UVLBga7tahMoyMfitPVIpZ7lTVwPaFHasQMlRJR4t7jM6iDfNQTEmz7TNsMDvw%2BW25fvvjwiG6b3tIeBxXCxf7Z2w8DR4mcLaKpZc6kCIB6KEFJaiBRFUpp0NNEhs1QKW8Ch%2Fw7ssIeygVwU9AsIsX0P%2FcWSsqngSCWnm5B%2BagCFxwb6ZyebFevkMy8M7RsEkd31tm%2FtdmxUVKePR1D2UGtTNHIBFYax%2FBHVPgoHoonlI332P0sGJQiOLCaFICdsBR4BysYjubPKWINNXcYL8hrDPZfEO6ki9vyun3QEguvRrkugdhhagbDB1KgqGq4tgFkll%2Fdmo3BKLYrZbsPA7rPcOLuqLFpQlyiciIYENA5mswUg7RW7b1RrGIotQYVfnlq6J7HTvlWxROHsjf26oou1tSQsRRRQn%2BWOx8N9gYnEwBsg3uxTbDPApCBUzTxme4WTonTnhRYQbjUn2Ct20QHflOlbnHX7f2oeJFdVWVQ4%2Fwqb9DlE7Wy3VNRWWDCO9fkbGzTSBzp%2F28%2FGwNbp%2BnDR0SvHOPPTWetcgPvFglwbP%2FqpZpUXa10YTHGlHyYhtWrnYfHr4j41p9IDu%2BsSFyDdPU6xh36k56IrDH2%2FQjE8xdm2ItPqiW0NTbgnP92B6jXi17gVu713I2XD58kf79NqAQ%3D%3D,3,2,0,0,0,#434130507,Fiddler,PACK,NA,NA,NA,NA
404,Parlante Huawei Am08 Bluetooth Dorado Original Envío Gratis,14.99,NA,5,3,12,1.249,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/DOLC32,https://articulo.mercadolibre.cl/MLC-472766434-parlante-huawei-am08-bluetooth-dorado-original-envio-gratis-_JM,1,0,0,0,0,#472766434,Huawei,Swan,NA,0.25 kg,NA,Activo
405,Parlante Portatil Flama Led 3d Bluetooth Subwoof Fuego,9.99,12.99,0,100,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-462277817-parlante-portatil-flama-led-3d-bluetooth-subwoof-fuego-_JM,NA,NA,NA,NA,NA,#462277817,NA,NA,NA,NA,NA,NA
406,Parlante Jbl Flip 4 Bluetooth Negro - Electroplay,78.99,NA,2,3,6,13.165,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/ELECTROPLAY+OFICIAL,https://articulo.mercadolibre.cl/MLC-457032646-parlante-jbl-flip-4-bluetooth-negro-electroplay-_JM,3,0,0,0,0,#457032646,JBL,Flip 4,16 W,515 g,NA,Activo
407,Parlante Portatil 2800w Bluetooth Con Microfono Incluido,79.99,NA,3,9997,6,13.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECHNO+SOULESS,https://articulo.mercadolibre.cl/MLC-464694946-parlante-portatil-2800w-bluetooth-con-microfono-incluido-_JM,NA,NA,NA,NA,NA,#464694946,NA,NA,NA,NA,NA,NA
408,Parlante Bluetooth Design Modelo Dd022 Negro - Revogames,4.59,NA,19,2,6,765,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REVOLUTIONGAMES.CL,https://articulo.mercadolibre.cl/MLC-444380370-parlante-bluetooth-design-modelo-dd022-negro-revogames-_JM,NA,NA,NA,NA,NA,#444380370,NA,NA,NA,NA,Auxiliar,NA
409,Marshall Parlante Woburn Bluetooth Altavoz Negro / 1 Año Gar,399.99,529.99,6,894,6,66.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-445433613-marshall-parlante-woburn-bluetooth-altavoz-negro-1-ano-gar-_JM,NA,NA,NA,NA,NA,#445433613,Marshall,NA,NA,NA,NA,NA
410,Parlante Jbl Flip 4 Portable Bluetooth Gris,79.99,NA,1,14,6,13.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORABOTECH,https://articulo.mercadolibre.cl/MLC-461812378-parlante-jbl-flip-4-portable-bluetooth-gris-_JM,NA,NA,NA,NA,NA,#461812378,JBL,Flip 4,16 W,NA,NA,Activo
411,Parlante Masterg Spbt8 60w 8plg Bluetooth + Mic Recargable,73.99,NA,2,3,6,12.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-437518626-parlante-masterg-spbt8-60w-8plg-bluetooth-mic-recargable-_JM,NA,NA,NA,NA,NA,#437518626,NA,NA,NA,NA,NA,NA
412,Parlante Recargable Bluetoothe Radio Usb Mp3 Ka-16bt,17.5,NA,0,100,12,1.458,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEVENTAS+LTDA,https://articulo.mercadolibre.cl/MLC-463164296-parlante-recargable-bluetoothe-radio-usb-mp3-ka-16bt-_JM,NA,NA,NA,NA,NA,#463164296,NA,NA,NA,NA,NA,NA
413,Parlante Bluetooth De Tela Redondo Portatil Liviano Geoventa,6.99,NA,3,5,12,582,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GEOVENTASCHILE,https://articulo.mercadolibre.cl/MLC-472373654-parlante-bluetooth-de-tela-redondo-portatil-liviano-geoventa-_JM,NA,NA,NA,NA,NA,#472373654,NA,NA,NA,NA,NA,NA
414,Parlante Ducha Bluetooth Vértigo / C & S Market,3.99,NA,8,5,12,332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUNDODESCUENTOS,https://articulo.mercadolibre.cl/MLC-454399806-parlante-ducha-bluetooth-vertigo-c-s-market-_JM,NA,NA,NA,NA,NA,#454399806,NA,NA,NA,NA,USB,NA
415,Parlante Bluetooth 3.0 Resistente Al Agua Amarillo Metinca,3.99,NA,6,151,6,665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ME+TINCA.CL,https://articulo.mercadolibre.cl/MLC-442464023-parlante-bluetooth-30-resistente-al-agua-amarillo-metinca-_JM,NA,NA,NA,NA,NA,#442464023,MeTinca,NA,NA,NA,NA,NA
416,Parlante Bluetooth Sony,97.99,NA,0,2,12,8.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALBERTOANDRES_GAL,https://articulo.mercadolibre.cl/MLC-492308147-parlante-bluetooth-sony-_JM,NA,NA,NA,NA,NA,#492308147,Sony,NA,NA,530 g,USB,NA
417,Jbl Audífonos Endurance Jump Bt In-ear - Rojo,54.99,110.49,2,8,6,9.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL?brandId=209,https://articulo.mercadolibre.cl/MLC-492555007-jbl-audifonos-endurance-jump-bt-in-ear-rojo-_JM,NA,NA,NA,NA,NA,#492555007,JBL,NA,NA,NA,NA,NA
418,Microfono Karaoke Bluetooth Parlante Incorporado,9.99,NA,160,6,12,832,NA,Envío a todo el país,NA,NA,4.5,10,https://perfil.mercadolibre.cl/LAOCASIONSTORE,https://articulo.mercadolibre.cl/MLC-447584612-microfono-karaoke-bluetooth-parlante-incorporado-_JM,6,3,1,0,0,#447584612,NA,NA,NA,NA,NA,NA
419,Parlante Bluetooth Zukabass 4 Microlab Roots / Mundo Electro,17.99,NA,15,15,12,1.499,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/MUNDOELECTROCL,https://articulo.mercadolibre.cl/MLC-463985712-parlante-bluetooth-zukabass-4-microlab-roots-mundo-electro-_JM,2,0,0,0,0,#463985712,Microlab,Roots,20 W,NA,Auxiliar,NA
420,Parlante Bowmann Karaoke Bluetooth + Microfono Portatil 20w,24.69,NA,2,10,6,4.115,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GAMETOTALIMPACT,https://articulo.mercadolibre.cl/MLC-471317374-parlante-bowmann-karaoke-bluetooth-microfono-portatil-20w-_JM,NA,NA,NA,NA,NA,#471317374,NA,NA,NA,2.016 kg,Auxiliar,NA
421,Parlante Klipsch Wireless The Three,349.99,379.99,2,2,6,58.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://articulo.mercadolibre.cl/MLC-452496120-parlante-klipsch-wireless-the-three-_JM,NA,NA,NA,NA,NA,#452496120,Klipsch,The Three,NA,NA,NA,NA
422,Parlante Jbl Flip 4 Portable Bluetooth Negro,74.99,NA,1,20,6,12.498,NA,Envío gratis a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/COMERCIALIZADORABOTECH,https://articulo.mercadolibre.cl/MLC-460169638-parlante-jbl-flip-4-portable-bluetooth-negro-_JM,3,0,0,0,0,#460169638,JBL,Flip 4,16 W,NA,NA,Activo
423,Parlante Bazooka Bluetooth 15w Prosound - Webphone,14.99,NA,2,3,6,2.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-467249860-parlante-bazooka-bluetooth-15w-prosound-webphone-_JM,NA,NA,NA,NA,NA,#467249860,NA,NA,NA,NA,NA,NA
424,Parlante Bluetooth Qcy Original Metal Excelente Extra Bass,17.59,NA,11,NA,6,2.932,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/EARPHONE-PRO-STORECHILE,https://articulo.mercadolibre.cl/MLC-454568527-parlante-bluetooth-qcy-original-metal-excelente-extra-bass-_JM,1,0,0,0,0,#454568527,NA,NA,NA,NA,NA,NA
425,Parlante Activo Skp Sk-5p Bt Negro - 101db,169.99,209.99,12,38,6,28.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-435889947-parlante-activo-skp-sk-5p-bt-negro-101db-_JM,1,0,0,0,0,#435889947,NA,NA,NA,NA,NA,NA
426,Parlante Bluetooth Levitador Moxo Nuevo Único En Chile,55.9,NA,13,12,12,4.658,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GINTEX03,https://articulo.mercadolibre.cl/MLC-436251658-parlante-bluetooth-levitador-moxo-nuevo-unico-en-chile-_JM,NA,NA,NA,NA,NA,#436251658,NA,NA,NA,NA,NA,NA
