search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Voltagem,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Sensibilidade de entrada,Resposta máxima em frequência,Resposta mínima em frequência,Conectores de entrada,Peso,Largura,Altura,Profundidade,Cor
659, Caixinha De Som Bluetooth Jbl Go 2 Flip Original Nota Fiscal ,180,NA,"
			
				Novo
			
			
				
					 - 
				
				17
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1500
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,233,https://perfil.mercadolivre.com.br/BACHIMPORTADOSORIGINAIS,https://produto.mercadolivre.com.br/MLB-1191760651-caixinha-de-som-bluetooth-jbl-go-2-flip-original-nota-fiscal-_JM,199,27,5,2,0,#1191760651,JBL,Flip Series,GO 2,NA,NA,3 W,Watts RMS,Watts RMS,Mesa,Quadrado,4.1,1,80 dB,20 kHz,20 Hz,NA,NA,NA,NA,NA,NA
660, Mini System Panasonic Sc-max3500lb 2000w - Bluetooth 4gb Usb ,1899,NA,"
			
			
				
				3
				vendidos
			
		","
		
			Último disponível!
		
	","
	
		
			
		
		12x 
		
			
				R$ 15825
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJAS+MULTISOM?brandId=972,https://produto.mercadolivre.com.br/MLB-1172564452-mini-system-panasonic-sc-max3500lb-2000w-bluetooth-4gb-usb-_JM,NA,NA,NA,NA,NA,#1172564452,Panasonic,NA,NA,NA,240V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,4 kg,NA,NA,NA,NA
661, Caixa Bluetooth Jbl Go2 Original Na Caixa Lacrada Novo Go 2 ,136,NA,"
			
				Novo
			
			
				
					 - 
				
				90
				vendidos
			
		",(36 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1133
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1470,https://perfil.mercadolivre.com.br/JVL1819,https://produto.mercadolivre.com.br/MLB-1236786469-caixa-bluetooth-jbl-go2-original-na-caixa-lacrada-novo-go-2-_JM,1348,97,18,4,3,#1236786469,JBL,NA,GO 2,NA,NA,3 W,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,Auxiliar,NA,71 mm,86 mm,31 mm,NA
662, Caixa Som Musica Caixinha Smartphone Android Bluetooth 50un ,1935,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		","
		
			Último disponível!
		
	","
	
		
			
		
		12x 
		
			
				R$ 18494
		
		 sem juros
		
	

	
		",94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1190495340-caixa-som-musica-caixinha-smartphone-android-bluetooth-50un-_JM,NA,NA,NA,NA,NA,#1190495340,Wireless Speaker,Portátil,HF-Q3,HF-Q3,DC 5v,5 W,Woofer,Ativo/Passivo,Mesa,Caixa,2.1,1,NA,NA,NA,USB,480 g,9.5 cm,10.8 cm,9.5 cm,Sortidas
663, Caixa Som Portátil Amplificada Bluetooth 400w Thunder Led ,829,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(47 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7923
		
		 sem juros
		
	

	
		",23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,72,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1023958511-caixa-som-portatil-amplificada-bluetooth-400w-thunder-led-_JM,53,10,6,1,2,#1023958511,Sumay,NA,Thunder Black,SM-CAP12T,NA,400 W,Subwoofer,Ativo,De piso,Torre,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA
664, Caixa De Som Bluetooth Subwoofer Amplificada 1000w Bh3202 ,314,NA,"
			
				Novo
			
			
				
					 - 
				
				99
				vendidos
			
		",(9901 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3006
		
		 sem juros
		
	

	
		",06,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,3,https://perfil.mercadolivre.com.br/KAKAUELETRONICOS2,https://produto.mercadolivre.com.br/MLB-1165211183-caixa-de-som-bluetooth-subwoofer-amplificada-1000w-bh3202-_JM,3,0,0,0,0,#1165211183,Grasep,NA,Bh-3202,NA,NA,100 W,Woofer,NA,portatil,Caixa,NA,NA,NA,NA,NA,USB,5.45 kg,26 cm,53.5 cm,31 cm,NA
665, Caixa Amplifica Jbl Party Box 300 Pronta Entrega ,2599,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 21666
		
		 sem juros
		
	

	
		",66,NA,Entrega a combinar com o vendedor,NA,NA,4.8,32,https://perfil.mercadolivre.com.br/ISRAELESMAGALHAES,https://produto.mercadolivre.com.br/MLB-1167929250-caixa-amplifica-jbl-party-box-300-pronta-entrega-_JM,27,4,0,0,1,#1167929250,JBL,Box,BOX 300,NA,NA,120 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,RCA,NA,NA,NA,NA,NA
666, Som Mondial 100w Mco-08 Multi Connect Thunder Street ,281,NA,"
			
			
				
				19
				vendidos
			
		",(114 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2348
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,NA,NA,4.5,2,https://perfil.mercadolivre.com.br/GAZINSHOP?brandId=1117,https://produto.mercadolivre.com.br/MLB-1189733330-som-mondial-100w-mco-08-multi-connect-thunder-street-_JM,NA,NA,NA,NA,NA,#1189733330,Mondial,Multi Connect,MCO-08,NA,NA,100 W,NA,NA,NA,NA,NA,NA,75 dB,100 kHz,20 kHz,Auxiliar,2.68 kg,42.8 cm,22.3 cm,19.2 cm,NA
667, Caixa De Som Portatil Bluetooth Usb Caveira Skull ,65,NA,"
			
				Novo
			
			
				
					 - 
				
				23
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 621
		
		 sem juros
		
	

	
		",21,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.0,1,https://perfil.mercadolivre.com.br/FABIO+GOSAN,https://produto.mercadolivre.com.br/MLB-988202187-caixa-de-som-portatil-bluetooth-usb-caveira-skull-_JM,NA,NA,NA,NA,NA,#988202187,Importado,NA,Skull,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668, Mini Caixa Som Portátil Ws-1813 Bluetooth Usb Mp3 Radio Fm ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(480 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 549
		
		 sem juros
		
	

	
		",49,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/SY+ELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-1205119021-mini-caixa-som-portatil-ws-1813-bluetooth-usb-mp3-radio-fm-_JM,NA,NA,NA,NA,NA,#1205119021,SY ELETRÔNICOS,NA,Ws-1813,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669, Caixa Som Prof Bluetooth Amplificada Ativa Sub 15pol Usb Fm ,979,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(15 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 8162
		
		 sem juros
		
	

	
		",62,NA,Entrega a combinar com o vendedor,NA,NA,4.4,50,https://perfil.mercadolivre.com.br/ENTERLIGHTILUMINACAO,https://produto.mercadolivre.com.br/MLB-950976996-caixa-som-prof-bluetooth-amplificada-ativa-sub-15pol-usb-fm-_JM,32,11,4,2,1,#950976996,Pro Bass,NA,Elevate 115,NA,110-220 V,NA,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,15.5 kg,NA,NA,NA,NA
670, Caixa Caixinha Som Portátil Bluetooth Mp3 Usb Cartão Fm ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(207 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ARTFLEXSUPORTES,https://produto.mercadolivre.com.br/MLB-1187330971-caixa-caixinha-som-portatil-bluetooth-mp3-usb-carto-fm-_JM,NA,NA,NA,NA,NA,#1187330971,XTrad,NA,MS218BT,NA,NA,20 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,USB,300 g,NA,NA,NA,NA
671, Caixa De Som Portátil Jbl Go 2 Speaker Bluetooth!!! ,144,NA,"
			
				Novo
			
			
				
					 - 
				
				138
				vendidos
			
		",(20 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1376
		
		 sem juros
		
	

	
		",76,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1470,https://perfil.mercadolivre.com.br/TOMBER2009,https://produto.mercadolivre.com.br/MLB-1051068072-caixa-de-som-portatil-jbl-go-2-speaker-bluetooth-_JM,1348,97,18,4,3,#1051068072,JBL,NA,GO 2,NA,NA,3 W,Bluetooth,woffer,Piso,Caixa,5.1,NA,80 dB,20 kHz,180 Hz,USB,NA,NA,NA,NA,NA
672, Caixa De Som Bluetooth Jbl Boombox À Prova De Água Cores ,1699,NA,"
			
			
				
				19
				vendidos
			
		",(27 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 16238
		
		 sem juros
		
	

	
		",38,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,533,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1043526134-caixa-de-som-bluetooth-jbl-boombox-prova-de-agua-cores-_JM,419,46,19,20,29,#1043526134,JBL,NA,Boombox,NA,NA,60 W,NA,NA,NA,Caixa,NA,NA,80 dB,NA,NA,NA,5.25 kg,NA,NA,NA,NA
673," Bateria Jbl Charge 3 , 3.7 V 6000 Mah - Original C/ Nfe ",359,NA,"
			
				Novo
			
			
				
					 - 
				
				19
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2360,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1179522177-bateria-jbl-charge-3-37-v-6000-mah-original-c-nfe-_JM,1752,335,136,53,84,#1179522177,JBL,NA,Charge 3,NA,NA,40 W,-----,Passivo,-----,------,NA,NA,80 dB,20 kHz,65 Hz,NA,NA,NA,NA,NA,NA
674," Caixa De Som Jbl, Boombox, 2x30 Watts, Preto ",2038,NA,"
			
			
				
				8
				vendidos
			
		",(160 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 19488
		
		 sem juros
		
	

	
		",88,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,100,https://perfil.mercadolivre.com.br/GLOBALDISTRIBUIODEBENS?brandId=1397,https://produto.mercadolivre.com.br/MLB-1002516224-caixa-de-som-jbl-boombox-2x30-watts-preto-_JM,88,5,1,2,4,#1002516224,JBL,NA,28910827,NA,NA,60 W,NA,Ativo,Portátil,Caixa,.,NA,NA,NA,NA,NA,5.25 kg,25.4 cm,45.8 cm,19.5 cm,NA
675, Caixa Caixinha De Som Bluetooth Portatil Nsb-01 Mp3 Usb 3w ,24,NA,"
			
			
				
				53
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 662
		
		 sem juros
		
	

	
		",62,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,3,https://perfil.mercadolivre.com.br/LOJASMSA?brandId=1157,https://produto.mercadolivre.com.br/MLB-925280476-caixa-caixinha-de-som-bluetooth-portatil-nsb-01-mp3-usb-3w-_JM,2,0,0,1,0,#925280476,Navcity,Som,NSB-01,NA,110,3 W,NA,NA,NA,Caixa,NA,NA,NA,20 kHz,20 Hz,USB,NA,NA,NA,NA,NA
676, Caixa Som Amplificada Bluetooth Microfone Radio Fm Usb 1000w ,264,NA,"
			
				Novo
			
			
				
					 - 
				
				26
				vendidos
			
		",(37 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2533
		
		 sem juros
		
	

	
		",33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CNPSHOP,https://produto.mercadolivre.com.br/MLB-1251508281-caixa-som-amplificada-bluetooth-microfone-radio-fm-usb-1000w-_JM,NA,NA,NA,NA,NA,#1251508281,XTrad,Portátil,XDG-26,NA,NA,100 W,NA,Ativo/Passivo,NA,Caixa,2.1,4,85 dB,NA,NA,Auxilar P2. Bluetooth. Micro SD. USB. FM,2.6 kg,NA,NA,NA,NA
677, Speaker Sony Srs-xb31 Bluetooth Nfc Usb Auxiliar Bateria ,599,NA,"
			
				Novo
			
			
				
					 - 
				
				171
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5734
		
		 sem juros
		
	

	
		",34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,40,https://perfil.mercadolivre.com.br/INFINITY+STORE,https://produto.mercadolivre.com.br/MLB-691084709-speaker-sony-srs-xb31-bluetooth-nfc-usb-auxiliar-bateria-_JM,37,2,1,0,0,#691084709,Sony,EXTRA BASS,xb31,NA,NA,NA,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
678, Mini Caixinha De Som Usb Bluetooth Classic Retro Style ,44,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 750
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/BOTILI,https://produto.mercadolivre.com.br/MLB-1194353519-mini-caixinha-de-som-usb-bluetooth-classic-retro-style-_JM,NA,NA,NA,NA,NA,#1194353519,Importado,NA,Al-11,NA,NA,5 W,Tweeter,Ativo/Passivo,MESA,REDONDO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679, Caixa Bluetooth Jbl Go2 Laranja Com Potência De 3 W - Jbl ,162,NA,"
			
			
				
				15
				vendidos
			
		",(310 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1351
		
		 sem juros
		
	

	
		",51,NA,Envio para todo o país,NA,NA,4.6,129,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1105322548-caixa-bluetooth-jbl-go2-laranja-com-potncia-de-3-w-jbl-_JM,95,23,5,0,6,#1105322548,JBL,Creature,III,NA,NA,25 W,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,Auxiliar,NA,71 mm,86 mm,31 mm,Laranja
680, Caixa De Som Jbl Xtreme 2 40w Verde ,1249,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(23 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 11947
		
		 sem juros
		
	

	
		",47,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/RW-CAR,https://produto.mercadolivre.com.br/MLB-1185542712-caixa-de-som-jbl-xtreme-2-40w-verde-_JM,1186,311,170,67,96,#1185542712,JBL,NA,Xtreme,NA,NA,40 W,NA,Passivo,NA,NA,NA,1,80 dB,20 kHz,70 Hz,NA,2393 g,NA,NA,NA,NA
681, Caixa Som Bluetooth 5000w Potente Amplificada Amvox ,759,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(65 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7263
		
		 sem juros
		
	

	
		",63,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,158,https://perfil.mercadolivre.com.br/SANBOX-SHOP,https://produto.mercadolivre.com.br/MLB-1186757406-caixa-som-bluetooth-5000w-potente-amplificada-amvox-_JM,114,25,11,4,4,#1186757406,AMVOX,NA,ACA 501,NA,NA,500 W,Woofer,NA,De piso,Caixa,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
682, Caixa Acustica Amplificada Staner 10 Titânio 110w Sr-110a ,1249,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 10408
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STOCKCARNET,https://produto.mercadolivre.com.br/MLB-1062650906-caixa-acustica-amplificada-staner-10-titnio-110w-sr-110a-_JM,NA,NA,NA,NA,NA,#1062650906,Staner,NA,SR110,NA,NA,NA,Woofer,Woofer,NA,Caixa,NA,NA,NA,NA,NA,NA,9.5 kg,460 mm,300 mm,240 mm,NA
683," Caixa De Som Pulse A Prova D' Água Bluetooth, Sd E Fm Preta ",238,NA,"
			
				Novo
			
			
				
					 - 
				
				53
				vendidos
			
		",(21 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1990
		
		 sem juros
		
	

	
		",90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,7,https://perfil.mercadolivre.com.br/FSB_ELETRONICOS_LTDA,https://produto.mercadolivre.com.br/MLB-917840272-caixa-de-som-pulse-a-prova-d-agua-bluetooth-sd-e-fm-preta-_JM,7,0,0,0,0,#917840272,Multilaser,PULSE WATERPROOF,SP245,NA,NA,15 W,SUPER BASS,super bass,interno,ovalado,AUTOMATICA,NA,NA,20 Hz,20 Hz,Auxiliar,0.75 kg,NA,NA,NA,NA
684, Extreme Caixa Som Xtreme Grande Bluetooth + Brinde ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(21 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1999
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/SHOP+MIX_ONLINE,https://produto.mercadolivre.com.br/MLB-1262440450-extreme-caixa-som-xtreme-grande-bluetooth-brinde-_JM,1186,311,170,67,96,#1262440450,JBL,NA,Xtreme,NA,NA,40 W,Subwoofer,Passivo,Portatil,Caixa,5.1,2,80 dB,20 Hz,70 Hz,NA,NA,NA,NA,NA,NA
685, Caixa De Som Portátil Charge 3 Bluetooth Fm Pen Drive Top ,75,NA,"
			
				Novo
			
			
				
					 - 
				
				26
				vendidos
			
		",(54 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 632
		
		 sem juros
		
	

	
		",32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JOYLEAL63,https://produto.mercadolivre.com.br/MLB-1268346859-caixa-de-som-portatil-charge-3-bluetooth-fm-pen-drive-top-_JM,NA,NA,NA,NA,NA,#1268346859,JBL,NA,Charge 3,NA,NA,20 W,Subwoofer,Passivo,"Mesa, Festa, Lazer",Caixa,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686, Caixa Som Xtreme Mini Bluetooth Portatil 40w Rms Radio Fm ,123,NA,"
			
				Novo
			
			
				
					 - 
				
				153
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1180
		
		 sem juros
		
	

	
		",80,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,10,https://perfil.mercadolivre.com.br/BHZ+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1021498938-caixa-som-xtreme-mini-bluetooth-portatil-40w-rms-radio-fm-_JM,5,2,2,1,0,#1021498938,Importado,Xtreme,Xtreme Mini,NA,NA,40 W,Subwoofer,Passivo,NA,Caixa,2.1,2,80 dB,20 kHz,70 Hz,USB,NA,NA,NA,NA,NA
687, Radio Charge 2+ Rosa Pink Usb Bluetooth Ps2 20w Lindo ,99,NA,"
			
				Novo
			
			
				
					 - 
				
				23
				vendidos
			
		",(173 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 825
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,5,https://perfil.mercadolivre.com.br/CAROLINAVENTURINELLI,https://produto.mercadolivre.com.br/MLB-1220770578-radio-charge-2-rosa-pink-usb-bluetooth-ps2-20w-lindo-_JM,4,1,0,0,0,#1220770578,JBL,NA,similar,NA,NA,25 W,NA,Passivo,NA,Caixa,NA,2,80 dB,20 kHz,65 Hz,NA,NA,NA,NA,NA,Rosa
688, Caixa Som Amplificada Bluetooth 290w Portátil Led Falante 12 ,525,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4382
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,NA,NA,4.7,163,https://perfil.mercadolivre.com.br/CANALDATOCA,https://produto.mercadolivre.com.br/MLB-1188732630-caixa-som-amplificada-bluetooth-290w-portatil-led-falante-12-_JM,124,27,9,1,2,#1188732630,AMVOX,ACA 292 NEW,ACA 292,ACA 292 NEW,NA,290 W,Tweeter,Tweeter,NA,NA,NA,1,NA,NA,NA,AUX/CARD/USB/Microfone ou instrumento,7.6 kg,NA,NA,NA,NA
689, Caixa De Som Pulse Bluetooth/radio/sd/usb 40w Bazooka Sp265 ,299,NA,"
			
				Novo
			
			
				
					 - 
				
				52
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2866
		
		 sem juros
		
	

	
		",66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,9,https://perfil.mercadolivre.com.br/AJPACESSORIOS,https://produto.mercadolivre.com.br/MLB-958886863-caixa-de-som-pulse-bluetoothradiosdusb-40w-bazooka-sp265-_JM,8,1,0,0,0,#958886863,Pulse,NA,SP265,NA,NA,40 W,NA,Ativo/Passivo,NA,Caixa,2.1,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
690, Caixa De Som Portátil Bluetooth Jbl Xtreme Mini Extreme Mini ,110,NA,"
			
				Novo
			
			
				
					 - 
				
				123
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 917
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/ETENIMIRANDABRAZ,https://produto.mercadolivre.com.br/MLB-1186912431-caixa-de-som-portatil-bluetooth-jbl-xtreme-mini-extreme-mini-_JM,1186,311,170,67,96,#1186912431,JBL,NA,Xtreme,NA,NA,40 W,REDONDO,Redondo,ALÇA,Redondo,BLUETOOTH,1,80 dB,20 kHz,70 Hz,NA,NA,NA,NA,NA,NA
691, Caixa De Som Bluetooth Jbl Xtreme 2 - 40w Rms - Original ,1199,NA,"
			
			
				
				10
				vendidos
			
		",(58 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 11459
		
		 sem juros
		
	

	
		",59,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1831,https://perfil.mercadolivre.com.br/DIRETOCOMVOCE?brandId=1328,https://produto.mercadolivre.com.br/MLB-1163816247-caixa-de-som-bluetooth-jbl-xtreme-2-40w-rms-original-_JM,1186,311,170,67,96,#1163816247,JBL,Portatil,Xtreme 2,NA,NA,40 W,NA,NA,NA,NA,NA,1,80 dB,20 kHz,70 Hz, ,NA,NA,NA,NA,NA
692, Caixa De Som Bluetooth 4.1 Portátil Mp3 Sd Aux Wireless Pubg ,19,NA,"
			
				Novo
			
			
				
					 - 
				
				62
				vendidos
			
		",(199 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 673
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+HZ,https://produto.mercadolivre.com.br/MLB-1218100482-mini-caixa-de-som-bluetooth-prova-agua-ventosa-lancamento-_JM,NA,NA,NA,NA,NA,#1218100482,Importado,NA,BTS-06,NA,NA,3 W,Subwoofer,Subwoofer,Portátil,Caixa,5.1,NA,NA,NA,NA,NA,70 g,NA,NA,NA,NA
693, Mini Caixa De Som Bluetooth Prova Água Ventosa Lançamento ,154,NA,"
			
				Novo
			
			
				
					 - 
				
				817
				vendidos
			
		",(41 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1477
		
		 sem juros
		
	

	
		",77,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,35,https://perfil.mercadolivre.com.br/KAKAUELETRONICOS2,https://produto.mercadolivre.com.br/MLB-1138787674-caixa-som-bluetooth-canho-portatil-bass-mp3-usb-fm-led-dp-2-_JM,26,6,2,0,1,#1138787674,Grasep,Passeio,DP 2,NA,NA,25 W,Subwoofer,estéreo,Piso,Caixa,000,NA,NA,NA,NA,USB,1.645 kg,NA,NA,NA,NA
694, Caixa Som Bluetooth Canhão Portátil Bass Mp3 Usb Fm Led Dp-2 ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(9985 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 738
		
		 sem juros
		
	

	
		",38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JUNIOROUTLETSTORE,https://produto.mercadolivre.com.br/MLB-1209047773-caixinha-som-portatil-bluetooth-mp3-sd-usb-suporte-celular-_JM,NA,NA,NA,NA,NA,#1209047773,SOM,NA,HFQ3,NA,NA,5 W,Normal,Alto,1,Caixa,5.1,NA,NA,NA,NA,Auxiliar,457 g,NA,NA,NA,NA
695, Caixinha Som Portátil Bluetooth Mp3 Sd Usb Suporte Celular ,1099,NA,"
			
				Novo
			
			
				
					 - 
				
				25
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 9158
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/IMPORIUM+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1021827081-caixa-som-harman-kardon-onyx-studio-5-50w-preto-bluetooth-_JM,NA,NA,NA,NA,NA,#1021827081,Harman Kardon,NA,Onyx Studio 5,NA,NA,50 W,NA,Harman,NA,NA,NA,NA,NA,NA,NA,NA,2980 g,NA,NA,NA,NA
