search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Material,Modelo,Marca
176, Protector Tpu iPhone 8 Plus 7 Plus Gato Funda ,249,NA,1,7,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449016574-protector-tpu-iphone-8-plus-7-plus-gato-funda-_JM,NA,NA,NA,NA,NA,#449016574,Apple,TPU,NA,Apple
177, Estuche Funda iPhone 7 Plus 8 Plus ® Blister En Silicona ,450,NA,1,24,18 cuotas,25.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VENTAUY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=vDchzdQidhDYTxnj162bZK6EfQh%2FE%2BmMRnnnk1w7Fr4McujkLNrqw2YA6937XEMnw2otwKC8y5Cm9f%2FIIpP8RydWOgbnr1aqBX9ocjAyrukHWoVK9l9qjHu2OQgsdFPoHDRy0EaxHj5%2BiN6OSt1PZvS07w5dxeGBexlxja%2BxtoynVhk9DvRZ%2FDEYOuV2olWxP%2BcI4JYPDxWu29bANMCt3XgqhZxmwM%2F4E2qUelv9w4cyHkhllnuCL17PmMv4nH6kTHfKmyTTAR8%2FX5oq2oG%2BTmzTa2zZhWSXSRo5KF5mQ9yqNhTDRRU%2BhkzOLTrAgVqNMH77wbkF9tJZUOoZNTYfxs1PxKhwdDkW3BBJj7WNIbaQid7xVub3Rq%2BzXtxI%2FUVcPaokLNc5h7K3L%2FL8C976zwAE9wua30sQYXoW6jZqDY8%2FRK9ZZsTBQ7uZUuq8lfSFC%2FHUmI62ZY%2FNPGVVORR%2F7ojXPLi3d6LsqnTPuqUiljQtk8WtQeFaE9TucyI7XYP656yRIMrr0%2FRM2gfgJSvMKPVlOGu2Ym1jJbY%2BAVLbVSyoEinfhT7P9PmZ0Sa4M74%2Bwrc1mlsGmt7k%2B89HVszVcRL70jwXwDw82FGTxbLrPHs0mGaNEvXT7W800E%2Ba97mv%2FtBRR83WHmqsEgODyDPy1IGHbpGv7I6J%2BL0fPt7Vc29RPd%2Bes3RpytPprcxVPjT4%2BPXwOTXAxuxfzVDwkG2gP3YuHxfSNZZGtGplr6QYMOhkqHHVkHejdn%2BQGNM60F7XimruL4tTtSSzcdzH1r2KGbFfaPSeV64rZRacyR%2B4px4jMsehEcL%2BVwbSpfdP7lJU1usVcfeJXh7Z19vYs7h7qtBhYUTxUb6%2Bf2%2FLhQuHl5YMNoVbd2cu6RFIyxQdv5a8P4%2F5TfOpItIvDnEj5ZCLWxapVrghqRQ5TZChDN0nhy%2BCpx1Z9m%2FvS6BmRE0zkSgB6484E2ELyrbgQiy9W%2Fp68kOMnHe83%2BIVIytnAInr6BctyssXbwTmN2Vm6wAbIW5aL3DFJMya9wy2LaLm3juVUCpE8O0AJSHMEhLzOj1y84hAKNdny35lapdHgnDnvxSSmAG96108LxwChksq1y7Z2hPkbES23E3VbeDB8ZYOVSV3cUjzH5fSflk7SOfGOb3Fs0BzlQbTxL6m%2FF5krikLQH%2B027NKannxQma3eAk9XXWLCTFRmt%2FVbGFnC%2Bx%2B2juUVBD802%2F1ft93QMS6OPGcmIRUaY1FMC4IaZNQN4K5%2FoUTpS%2BMsPed%2FKImjh%2B1wdRiWU904UhO5A5Q30jQeNJOvg2nRenR0mr7%2Fy5Jas3M3dGH3YzYiuBlRdoK4iAidl9%2FDAaT75ENJ9W%2FymuQ3q%2FJ%2Bxpulm6GjZB18%2Fa1xqIaVoeLJxtY8d%2F68KM4wuDdy%2FBloUPReLvzBhjqJqd7gKJu%2BUazeq64lAmn3hDyBMPLOLrw%2Fijq%2FWkbzUNAKx%2BamSGmFutLAa1m0raFZeLZ2n6Dq5cgZ13WLtLpvQ0puVFzvYeiAoVDYDyvo8LkckD%2BuUkIhWZFtS12KR6RDSoAWo8595rn4%2ByaLYxkftGMpIrUL1W5rn0K0ZBTbV%2Be%2BY7%2BLBtnFh6Fq12YwlaDYr61gQE1XN2ae%2FhnBfMzCTZ81bX5TROlKfmKgO%2FXac3o%2FSFWhQBxQacXXy1O6gPLlQ%2FF0IFkcQZlAX4OAw8AqwTUw%2Bh1lwncqQA5meeKQroI1jnrroRQePBh6NZmNpvYEsbMYyyjfHLPg2P4Onplq9khJ3KIQN%2BAMoYvZeM2C%2FGDqWI7raz8bec%2Fh3JMv3quyPS2S1gj,NA,NA,NA,NA,NA,#455406861,Apple,Silicona,NA,NA
178, Protector Estuche Full 360 Funda iPhone 8 8 Plus Gkk Orig. ® ,239,NA,9,90,18 cuotas,13.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-454738738-protector-estuche-full-360-funda-iphone-8-8-plus-gkk-orig--_JM,NA,NA,NA,NA,NA,#454738738,Apple,NA,NA,NA
179, Protector Funda iPhone 8 Plus Silicona Azul Carcasa ,210,NA,0,9,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450284320-protector-funda-iphone-8-plus-silicona-azul-carcasa-_JM,NA,NA,NA,NA,NA,#450284320,Apple,Silicona,NA,Apple
180, Funda Magnética Vidrio Y Metal iPhone X 7 7plus 8 Plus Xs ,600,NA,0,NA,18 cuotas,33.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CHIPY.PARK,https://articulo.mercadolibre.com.uy/MLU-460628741-funda-magnetica-vidrio-y-metal-iphone-x-7-7plus-8-plus-xs-_JM,NA,NA,NA,NA,NA,#460628741,Apple,Aluminio,NA,NA
181, Funda Protectora iPhone 7/8 Plus En Bordeaux ,420,NA,0,NA,18 cuotas,23.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MALDONADO1054,https://articulo.mercadolibre.com.uy/MLU-459768267-funda-protectora-iphone-78-plus-en-bordeaux-_JM,NA,NA,NA,NA,NA,#459768267,Apple,Silicona,NA,NA
182, Protector Funda Carcasa Slim iPhone 6 7 7 Plus 8 8plus ,250,NA,0,50,18 cuotas,13.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MEGACASEUY,https://articulo.mercadolibre.com.uy/MLU-453023268-protector-funda-carcasa-slim-iphone-6-7-7-plus-8-8plus-_JM,NA,NA,NA,NA,NA,#453023268,Apple,TPU,NA,NA
183, Protector Funda iPhone 7 Plus/ 8 Plus Silicona 3d Chocolate ,199,NA,1,NA,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448208977-protector-funda-iphone-7-plus-8-plus-silicona-3d-chocolate-_JM,NA,NA,NA,NA,NA,#448208977,Apple,Silicona,NA,Apple
184, Protector Funda iPhone 5 Se 6 6s 7 8 Plus Varios Diseños ,399,NA,0,3,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449487069-protector-funda-iphone-5-se-6-6s-7-8-plus-varios-disenos-_JM,NA,NA,NA,NA,NA,#449487069,Apple,NA,NA,NA
185, Protector Funda iPhone 8 Plus 7 Plus Silicona 3d Ice Carcasa ,199,NA,0,4,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448210046-protector-funda-iphone-8-plus-7-plus-silicona-3d-ice-carcasa-_JM,NA,NA,NA,NA,NA,#448210046,Apple,Silicona,NA,Apple
186, Funda Protector Estuche Cuero iPhone 7 8 Plus Sena Febo ,875,1250,1,99998,18 cuotas,48.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-455641647-funda-protector-estuche-cuero-iphone-7-8-plus-sena-febo-_JM,NA,NA,NA,NA,NA,#455641647,Apple,Cuero,NA,NA
187, Protector Funda iPhone 8 Plus 7 Plus Silicona Sp Negro ,399,NA,0,NA,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448333769-protector-funda-iphone-8-plus-7-plus-silicona-sp-negro-_JM,NA,NA,NA,NA,NA,#448333769,Apple,Silicona,NA,Apple
188, Protector Super Armor Tech iPhone 7 Plus 8 Plus Xr Colores ,249,NA,40,50,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,4.5,4,http://perfil.mercadolibre.com.uy/TUBELUXUY,https://articulo.mercadolibre.com.uy/MLU-444386648-protector-super-armor-tech-iphone-7-plus-8-plus-xr-colores-_JM?searchVariation=38301231464,3,0,1,0,0,#444386648,Apple,TPU,NA,NA
189," Funda iPhone 7 Plus Matte Black Marble, iPhone 8 Plus, Funda ",940,NA,0,100,18 cuotas,52.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457706438-funda-iphone-7-plus-matte-black-marble-iphone-8-plus-funda-_JM,NA,NA,NA,NA,NA,#457706438,Apple,Silicona,i7Plus-IMD-TPU,VIVIBIN
190, Estuche Case Funda De Tela iPhone X 5 6 6s 7 8 Plus Clicshop ,390,NA,0,80,18 cuotas,21.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CLICSHOPURUGUAY,https://articulo.mercadolibre.com.uy/MLU-454146881-estuche-case-funda-de-tela-iphone-x-5-6-6s-7-8-plus-clicshop-_JM,NA,NA,NA,NA,NA,#454146881,Apple,NA,NA,NA
191, Protector Funda iPhone 8 7 Plus Rojo Carcasa ,399,NA,0,5,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-452682280-protector-funda-iphone-8-7-plus-rojo-carcasa-_JM,NA,NA,NA,NA,NA,#452682280,Apple,NA,NA,Apple
192," Funda iPhone 7 Plus, iPhone 8 Plus, Doujiaz Dorado Brillante ",998,NA,0,100,18 cuotas,55.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457710635-funda-iphone-7-plus-iphone-8-plus-doujiaz-dorado-brillante-_JM,NA,NA,NA,NA,NA,#457710635,Apple,Silicona,R-imd-TJ-qinshi jin-7P,DOUJIAZ
193, Protector Funda Carbón iPhone 6 7 8 Plus Ultra Resistente ,299,NA,0,3,18 cuotas,16.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449570276-protector-funda-carbon-iphone-6-7-8-plus-ultra-resistente-_JM,NA,NA,NA,NA,NA,#449570276,Apple,TPU,NA,NA
194, Case iPhone Silicona Por Mayor Todos Los Modelos Favor Leer ,390,NA,11,39,18 cuotas,21.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/M.G.M.R,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=6MxA02pRp3F8q%2BWEK2USiogDAAIVk54mwQvaY8P8FUU4K1K9meOnVtsuNyjnXyJLINoBgcPLfAqEM3gvGFr9RqKPOUDgqPppcF1qzw9z4G1tfaIszmnaD7zPbvis%2FswVBDDNgftE3mFYS4O5Fa3F2UUS5IWLZcZBDdAcmN5CEdploWWkwpOH7%2FHOZjG4PYDUP7pEOyfLm3LUEZNbTqYai4Ninn3lHKCi76a40z%2BxN%2FLObb1YyODBfipZLw8QMfDUMHBoic%2BWIjdSNBA%2BqW6%2B2Fas%2By6ImCEbi2kNLFQW2XSidonzeaDBIwVpFVC49LAH6q37aSPKWc%2BfgneNdenFeLLeWE%2B9whlRhGy56wxp80zmV5RbthX7UwXS65n9b6n61fdvhZi1E9%2FG5cGxveCmdZPebSaAEG57TwXWvRBGKFuAl5I1xJQe889l24ZGEE9R4abaRFpaE4y0dlt2PAOLMPBbo%2B%2BK2qCdFMedHw9ITEInsd%2F2naxW5k6tMqg7%2FSi1vzMZbq7MNVOBSjcRZFFqDIRIad7mqWo87BXeNolbN5dZRLyHJzXJ8wikaHfaN36ZAeeoFDsv61JoNxqxdzn2aE8%2B8V%2F0snvAhKtGuQ680BNk5C3HOzdPgD%2Bk7WqYPqIjkCf951slolHDGIEkU%2FZ%2B2uYLU3d14BmeGEbH85sezNlF3xjRXPJ6T7T3fy6qNVfZP0hqXZUyKVTykW0UOtVRlcA1eOXDuZ1oCqbN1Re7kPr0Q6HDtAAd%2B4suzgUXxXNxvohWRpx3AKjJqtE9KonSsxW%2F1DzXQPW5jRH80dzxZ1%2F98qOVCWt3HHGkOtt2Wrj%2BHUSVu6bdezti1Iyk2h%2FFrnTlKYfgfNOcU78rEe5J29cUQTjnQqmTN0XAZJFfV2suthqwPMSb7lIxt%2FL4c4sZQe08SEAT3kOtmeja4%2B10Tiw6DQvLCAngqzbNlk7sd8ySAE%2FL2tzywVJCK%2FXoNUHSaq0Y%2FWQUsnRciAvD1c5ydPREXABbBHLIs7yR%2BK6rAnHEUpmW3eLBueOK8lvmGJ9rjpdvBNz4D9q5K%2FNyWdTpR3sxpAuSlAbrJSRvfvYxeiFMcaQI%2B5RlMmpxD7SrYgGVTKBkbezYn3Qu8glT5oSmPvgb1AFoqHJBq7HYBl6z%2FQHP8JOUypcCsxnShcvJAneTft9daHy2xzAdWhmGJtQFOhBukrbyObjDWPN2AxPRfXCTUTtgaLKA1S9Zvg3AXfhc0wCeWB1rABMxv8jXxFPW8XynrsRk7p7ODsfdw7s%2FOFx5%2B51hkI%2B2Pc0I2t8IzeLtBykW%2F9jutDHWAyZRhchpqSFsGcxGxcK4ulhFffnv1yv%2BuZFNEaq4%2Fg00GvqaudcidyHBark5lN32j%2FKH04Bjx4Mj6iZiRBbSYo9%2FAKPK1khd%2BlpdQdOgdxNDeVruQBRB3wSQp0%2FDOTbFVaBOv3Ry%2F8mi5kYw4LMWarS1mW9vuRdyEE%2B9XwkY65GhjpmYOEeszLkbbl%2BnWPuj0pvy0fYHBCBFgG7q%2FS38j7QNcMqlSkVDpbEU3F2BuhJbV6flQ8ttlKDGzrn3dmp0wcm7fy7RKV26cx8BgfxK2%2F54uiKGDA8dBpxlV4nLQ2MuOpUFgLuWy3nqJy4zJfz9NRjualKqmW8Uui%2FCLHrX5yLZl1Tr9hNpAnLTj5mKQtdQ6yuiUgs7PLRPeKDdn8xTJZhCDuv7dYh4W06RyeC0pc98pFUUa4ZAxyHQqRVz6hmJgcYo86dTFrYS48GvFEfnoP9F9pfDct0bp2BHXPuakrSmCgYzBZPtbytw1E8j7%2FbqL8JBcW8qJsHcOYs%3D,NA,NA,NA,NA,NA,#465002792,Apple,Silicona,"5, 6/6s, 7/8, 7 plus, X/XS, XR, XS MAX",Genérico
195, Protector Funda iPhone 8 Plus Silicona Celeste Cactus Carc ,249,NA,2,NA,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450129138-protector-funda-iphone-8-plus-silicona-celeste-cactus-carc-_JM,NA,NA,NA,NA,NA,#450129138,Apple,Silicona,NA,NA
196," Funda iPhone 7 Plus / iPhone 8 Plus Para Niñas, Glitter Spar ",910,NA,0,100,18 cuotas,50.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457704031-funda-iphone-7-plus-iphone-8-plus-para-ninas-glitter-spar-_JM,NA,NA,NA,NA,NA,#457704031,Apple,Acrílico,WIRELESS_ACCESSORY,YeLoveHaw
197, Funda De Silicona De Silicona Para iPhone 7 Plus / iPhone 8 ,901,NA,0,100,18 cuotas,50.06,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457692700-funda-de-silicona-de-silicona-para-iphone-7-plus-iphone-8-_JM,NA,NA,NA,NA,NA,#457692700,Apple,Silicona,msbbi7pdd3white2,A-Focus
198, Otterbox Serie Commuter Funda Para iPhone 8 Plus Y iPhone 7 ,2001,NA,0,100,18 cuotas,111.17,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457848384-otterbox-serie-commuter-funda-para-iphone-8-plus-y-iphone-7-_JM,NA,NA,NA,NA,NA,#457848384,Apple,NA,77-56854,OtterBox
199, Protector Funda iPhone 7 Plus/8 Plus Silicona 3d Trampa M ,199,NA,0,10,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448208984-protector-funda-iphone-7-plus8-plus-silicona-3d-trampa-m-_JM,NA,NA,NA,NA,NA,#448208984,Apple,Silicona,NA,NA
200, Funda iPhone 7plus 8plus Con Soporte - Usacases 2017 Slim Fi ,953,NA,0,100,18 cuotas,52.94,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457707199-funda-iphone-7plus-8plus-con-soporte-usacases-2017-slim-fi-_JM,NA,NA,NA,NA,NA,#457707199,Apple,TPU,B077C7FKGX,USAcases
201, Protector Funda Silicona iPhone 8 7 Plus Cactus 3d ,249,NA,1,NA,18 cuotas,13.83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449410085-protector-funda-silicona-iphone-8-7-plus-cactus-3d-_JM,NA,NA,NA,NA,NA,#449410085,Apple,Silicona,NA,Apple
202, Protector Funda iPhone 5 Se 6 6s 7 8 Plus Peluche Original ,599,NA,0,3,18 cuotas,33.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449487042-protector-funda-iphone-5-se-6-6s-7-8-plus-peluche-original-_JM,NA,NA,NA,NA,NA,#449487042,Apple,NA,NA,NA
203, Protector Funda iPhone 8 7 Plus Pantera Silicona Carcasa ,199,NA,0,7,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450316010-protector-funda-iphone-8-7-plus-pantera-silicona-carcasa-_JM,NA,NA,NA,NA,NA,#450316010,Apple,Silicona,NA,NA
204, Protector Funda iPhone 8 Plus 7 Plus Tpu Biberon Carcasa ,199,NA,0,9,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448193075-protector-funda-iphone-8-plus-7-plus-tpu-biberon-carcasa-_JM,NA,NA,NA,NA,NA,#448193075,Apple,TPU,NA,Apple
205, Protector Funda iPhone 8 Plus 7 Plus Peluche Teddy Original ,399,NA,3,2,18 cuotas,22.17,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448556141-protector-funda-iphone-8-plus-7-plus-peluche-teddy-original-_JM,NA,NA,NA,NA,NA,#448556141,Apple,NA,NA,Apple
206, Protector Funda iPhone 8 7 Plus Body Panther Silicona Carcas ,199,NA,0,8,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450316016-protector-funda-iphone-8-7-plus-body-panther-silicona-carcas-_JM,NA,NA,NA,NA,NA,#450316016,Apple,Silicona,NA,NA
207," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Bentoben Protector ",933,NA,0,100,18 cuotas,51.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457703997-funda-iphone-8-plus-funda-iphone-7-plus-bentoben-protector-_JM,NA,NA,NA,NA,NA,#457703997,Apple,NA,NA,NA
208, Funda De Silicona De Silicona Para iPhone 4 Y iPhone 8 Plus ,1089,NA,0,100,18 cuotas,60.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457718013-funda-de-silicona-de-silicona-para-iphone-4-y-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#457718013,Apple,Silicona,F-7P-IMD-TJ-rosegold-Marble-milky,BAISRKE
209, Spigen Neo Híbrido Herringbone iPhone 8 Plus Funda / Funda I ,1252,NA,0,100,18 cuotas,69.56,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457758462-spigen-neo-hibrido-herringbone-iphone-8-plus-funda-funda-i-_JM,NA,NA,NA,NA,NA,#457758462,Apple,TPU,055CS22227,Spigen
210," Funda De Silicona Para iPhone 8 Plus, iPhone 7 Plus Funda De ",1024,NA,0,100,18 cuotas,56.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457790220-funda-de-silicona-para-iphone-8-plus-iphone-7-plus-funda-de-_JM,NA,NA,NA,NA,NA,#457790220,Apple,Silicona,GFBZZJYG6R001,Miracase
211, Protector Funda iPhone 8 Plus Super Reforzado Rosado ,269,NA,0,7,18 cuotas,14.94,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-456199527-protector-funda-iphone-8-plus-super-reforzado-rosado-_JM,NA,NA,NA,NA,NA,#456199527,Apple,NA,NA,Apple
212, Protector Funda iPhone 8 Plus 7 Plus Silicona 3d Star Lolli ,199,NA,0,7,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448208982-protector-funda-iphone-8-plus-7-plus-silicona-3d-star-lolli-_JM,NA,NA,NA,NA,NA,#448208982,Apple,Silicona,NA,Apple
213, Funda Protector Estuche Cuero iPhone 7 8 Plus Sena Rosa Febo ,693,990,0,99999,18 cuotas,38.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-455597260-funda-protector-estuche-cuero-iphone-7-8-plus-sena-rosa-febo-_JM,NA,NA,NA,NA,NA,#455597260,Apple,Cuero,NA,NA
214, Protector Funda iPhone 8 7 Plus Silicona 3d Hot Dog ,199,NA,0,3,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448209030-protector-funda-iphone-8-7-plus-silicona-3d-hot-dog-_JM,NA,NA,NA,NA,NA,#448209030,Apple,Silicona,NA,Apple
215, Protector Tpu Funda iPhone 7 Plus/ 8 Plus Fries Eyes Carcas ,149,NA,0,NA,18 cuotas,8.28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448402877-protector-tpu-funda-iphone-7-plus-8-plus-fries-eyes-carcas-_JM,NA,NA,NA,NA,NA,#448402877,Apple,TPU,NA,NA
216, Protector Funda iPhone 8 Plus 7 Plus Silicona 3d Pig Carcasa ,199,NA,0,3,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448289572-protector-funda-iphone-8-plus-7-plus-silicona-3d-pig-carcasa-_JM,NA,NA,NA,NA,NA,#448289572,Apple,Silicona,NA,Apple
217, Funda Protector Estuche Cuero iPhone 7 8 Plus Sena Febo ,1750,NA,0,99999,18 cuotas,97.22,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-455640971-funda-protector-estuche-cuero-iphone-7-8-plus-sena-febo-_JM,NA,NA,NA,NA,NA,#455640971,Apple,Cuero,NA,NA
218, Protector Funda iPhone 8 7 Plus Xr Xs Max Relieve 3d ,335,NA,0,3,18 cuotas,18.61,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-463649772-protector-funda-iphone-8-7-plus-xr-xs-max-relieve-3d-_JM,NA,NA,NA,NA,NA,#463649772,Apple,NA,NA,NA
219, Protector Funda iPhone 8 Plus Estuche Rojo ,210,NA,0,3,18 cuotas,11.67,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-450286970-protector-funda-iphone-8-plus-estuche-rojo-_JM,NA,NA,NA,NA,NA,#450286970,Apple,Silicona,NA,Apple
220, Protector Funda iPhone 8 7 Plus Squishy Gata Rayas ,199,NA,3,8,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-449414152-protector-funda-iphone-8-7-plus-squishy-gata-rayas-_JM,NA,NA,NA,NA,NA,#449414152,Apple,TPU,NA,Apple
221, Protector Funda iPhone 7 Plus 8 Plus Silicona 3d Boys Tears ,199,NA,0,6,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448209052-protector-funda-iphone-7-plus-8-plus-silicona-3d-boys-tears-_JM,NA,NA,NA,NA,NA,#448209052,Apple,Silicona,NA,Apple
222, Funda Tipo Billetera C/tarjetero Zve Para iPhone 7/8 Plus ,1437,NA,0,100,18 cuotas,79.83,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMESSTORE,https://articulo.mercadolibre.com.uy/MLU-457791293-funda-tipo-billetera-ctarjetero-zve-para-iphone-78-plus-_JM,NA,NA,NA,NA,NA,#457791293,Apple,NA,HT-I7P-PU-ZIP-BLU,ZVE
223, Protector Funda iPhone 8 Plus 7 Plus Silicona 3d Mono ,199,NA,0,6,18 cuotas,11.06,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/69+CASES,https://articulo.mercadolibre.com.uy/MLU-448538995-protector-funda-iphone-8-plus-7-plus-silicona-3d-mono-_JM,NA,NA,NA,NA,NA,#448538995,Apple,Silicona,NA,Apple
