search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Marca,Formato
1015, Audífonos Bluetooth Inalámbricos Deportivo + Estuche ,35,NA,34,66,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/SHANGAI+SHOPPING,https://articulo.mercadolibre.com.pe/MPE-432657648-audifonos-bluetooth-inalambricos-deportivo-estuche-_JM,0,2,0,0,0,#432657648,NA,NA,NA
1016, Audifono Bluetooth Pioneer Clip Wear Gris Megarickhunter ,139,NA,0,900,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-436645035-audifono-bluetooth-pioneer-clip-wear-gris-megarickhunter-_JM,NA,NA,NA,NA,NA,#436645035,NA,Pioneer,NA
1017, Audifonos Bluetooth Xiaomi Airdots Pro Original 2019 Stock ,220,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,36,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-436733422-audifonos-bluetooth-xiaomi-airdots-pro-original-2019-stock-_JM,26,8,2,0,0,#436733422,AirDots,Xiaomi,In-ear
1018, Audidfono Skullcandy Ink'd Inalambrico Wireless Bluetooth ,119,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LIBIDINOSO27,https://articulo.mercadolibre.com.pe/MPE-436491958-audidfono-skullcandy-inkd-inalambrico-wireless-bluetooth-_JM,NA,NA,NA,NA,NA,#436491958,INK'D,Skullcandy,NA
1019, Audifono Bluetooth P47 Wireless Colores Variados Oferta ,55,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DEVI1635036,https://articulo.mercadolibre.com.pe/MPE-432109266-audifono-bluetooth-p47-wireless-colores-variados-oferta-_JM,NA,NA,NA,NA,NA,#432109266,NA,NA,NA
1020, Audifonos Bluetooth Inalambrico I7 ,40,NA,1,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-434040576-audifonos-bluetooth-inalambrico-i7-_JM,NA,NA,NA,NA,NA,#434040576,NA,NA,NA
1021," Audífonos Mi Basic Xiaomi Type- C P/ Huawei, Xiaomi, Sony ",65,NA,0,189,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ACCESORIESSTORE+PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-431412517-audifonos-mi-basic-xiaomi-type-c-p-huawei-xiaomi-sony-_JM,NA,NA,NA,NA,NA,#431412517,NA,Xiaomi,NA
1022, Audifonos Tronsmart Encore S2 Bluetooth ,160,NA,0,5,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ETERNITY-S,https://articulo.mercadolibre.com.pe/MPE-433062544-audifonos-tronsmart-encore-s2-bluetooth-_JM,NA,NA,NA,NA,NA,#433062544,NA,Tronsmart,NA
1023," Audifono Bluetooth P47 Radio Fm , Micro Sd, Handsfree ",45,NA,91,309,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO-PERU,https://articulo.mercadolibre.com.pe/MPE-432856400-audifono-bluetooth-p47-radio-fm-micro-sd-handsfree-_JM,NA,NA,NA,NA,NA,#432856400,NA,NA,NA
1024, Audífono Iblue Scream S019 Bluetooth / Radio / Micro Sd ,6,NA,1,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-434076224-audifono-iblue-scream-s019-bluetooth-radio-micro-sd-_JM,NA,NA,NA,NA,NA,#434076224,NA,NA,NA
1025, Hands Free Auricular Inalámbrico Bluetooth Motorola G6 Plus ,69,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436409264-hands-free-auricular-inalambrico-bluetooth-motorola-g6-plus-_JM,NA,NA,NA,NA,NA,#436409264,NA,Motorola,NA
1026, Audifono Bluethooth Samsung Level U ,137,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,NA,https://articulo.mercadolibre.com.pe/MPE-433660722-audifono-bluethooth-samsung-level-u-_JM,1,0,0,0,0,#433660722,U Wireless,Samsung,Neckband
1027, Audifonos Bluetooth 4.1 Color Negro Y Color Blanco ,35,NA,1,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALEXANDERSOTOGUZMAN,https://articulo.mercadolibre.com.pe/MPE-431695312-audifonos-bluetooth-41-color-negro-y-color-blanco-_JM,NA,NA,NA,NA,NA,#431695312,NA,NA,NA
1028, Audifono Inalámbrico Bluetooth Mini-970 Control Llamadas ,69,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435916125-audifono-inalambrico-bluetooth-mini-970-control-llamadas-_JM,NA,NA,NA,NA,NA,#435916125,NA,NA,NA
1029, Audifonos Bluetoh Deportivo Envio Para Toda Provincia ,25,NA,2,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLLEDO2323,https://articulo.mercadolibre.com.pe/MPE-433112837-audifonos-bluetoh-deportivo-envio-para-toda-provincia-_JM,NA,NA,NA,NA,NA,#433112837,NA,NA,NA
1030, Shure Se215-k-bt1 Auriculares Audifonos Bluetooth ,580,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HOMEMUSIC.PE,https://articulo.mercadolibre.com.pe/MPE-427134569-shure-se215-k-bt1-auriculares-audifonos-bluetooth-_JM,NA,NA,NA,NA,NA,#427134569,NA,Shure,NA
1031, Audifonos Bluetooth I7s Tws Cargador Portátil Apple Android ,79,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FRANGUILLENMESAGIL,https://articulo.mercadolibre.com.pe/MPE-432990258-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM,NA,NA,NA,NA,NA,#432990258,NA,Apple,NA
1032," Audifonos Bluetooth Imantados Deportivos ,por Mayor Y Menor ",30,NA,16,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ARBINJHOELQUISPEQUISPE,https://articulo.mercadolibre.com.pe/MPE-432996073-audifonos-bluetooth-imantados-deportivos-por-mayor-y-menor-_JM,NA,NA,NA,NA,NA,#432996073,NA,NA,NA
1033, Audifono Bluetooth Samsung Level U Pro Reducción Original ,285,NA,1,28,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NABYSSHOPPER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-426790386-audifono-bluetooth-samsung-level-u-pro-reduccion-original-_JM,NA,NA,NA,NA,NA,#426790386,NA,Samsung,NA
1034, Auriculares Bluetooth S9 Deportivos Con Microfono ,45,NA,0,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOCTA_TIENDA,https://articulo.mercadolibre.com.pe/MPE-435205776-auriculares-bluetooth-s9-deportivos-con-microfono-_JM,NA,NA,NA,NA,NA,#435205776,NA,NA,NA
1035, Mini Auricular S530 Invisible Hands Free Via Bluetooth 4.0 ,35,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALBERTNIOP,https://articulo.mercadolibre.com.pe/MPE-431398277-mini-auricular-s530-invisible-hands-free-via-bluetooth-40-_JM,NA,NA,NA,NA,NA,#431398277,NA,NA,NA
1036, Audifonos Philips Bluetooth Hyprlite Clear Sound Flite ,139,NA,0,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434305623-audifonos-philips-bluetooth-hyprlite-clear-sound-flite-_JM,NA,NA,NA,NA,NA,#434305623,NA,Philips audifonos bluetooth,NA
1037, Mini Audífono Bluetooth Inalámbrico 4.1 Micrófono ,18,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-435215049-mini-audifono-bluetooth-inalambrico-41-microfono-_JM,NA,NA,NA,NA,NA,#435215049,NA,NA,NA
1038, Audifono Bluetooth Samsung Level U Nuevo Original En Oferta ,165,NA,6,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/NOTEPHONE_2013,https://articulo.mercadolibre.com.pe/MPE-424939139-audifono-bluetooth-samsung-level-u-nuevo-original-en-oferta-_JM,0,1,0,0,0,#424939139,NA,Samsung,NA
1039, Ultimo Modelo De Audifonos Bluetooth X2t Version 2018 ,120,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PORTALTECHNOLOGYSHOP,https://articulo.mercadolibre.com.pe/MPE-426447685-ultimo-modelo-de-audifonos-bluetooth-x2t-version-2018-_JM,NA,NA,NA,NA,NA,#426447685,NA,NA,NA
1040, P Audífono Jbl E45bt Harman 16 Horas Bluetooth ,289,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435636909-p-audifono-jbl-e45bt-harman-16-horas-bluetooth-_JM,NA,NA,NA,NA,NA,#435636909,E45BT,JBL,Over-ear
1041, Auriculares Inalámbricas V9 Bluetooth ,1,NA,1,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-431605578-auriculares-inalambricas-v9-bluetooth-_JM,NA,NA,NA,NA,NA,#431605578,NA,NA,NA
1042, Audifonos Moto Verveones Premiun Tipo Iconx ,370,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DENNYAMALDONADO,https://articulo.mercadolibre.com.pe/MPE-436027890-audifonos-moto-verveones-premiun-tipo-iconx-_JM,NA,NA,NA,NA,NA,#436027890,NA,Motorola,NA
1043, Gratis!!! Audífono Panasonic Rp-hf410 Extra Bass Bluetooth ,184,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-436278043-gratis-audifono-panasonic-rp-hf410-extra-bass-bluetooth-_JM,NA,NA,NA,NA,NA,#436278043,NA,Panasonic,NA
1044, Audifonos Deportivos Bluetooth 4.2 Micro Sd - Tienda Dlectro ,49,NA,0,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO-PERU,https://articulo.mercadolibre.com.pe/MPE-434516987-audifonos-deportivos-bluetooth-42-micro-sd-tienda-dlectro-_JM,NA,NA,NA,NA,NA,#434516987,NA,NA,NA
1045, Jbl Audifonos Jbl Free Bluetooth Con Micro En Oido ,510,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-435295131-jbl-audifonos-jbl-free-bluetooth-con-micro-en-oido-_JM,NA,NA,NA,NA,NA,#435295131,Free,JBL,NA
1046, Audifonos Inalambricos Headphone Havit H2582bt Blanco ,109,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TIENDITA.DE.LA.VACA,https://articulo.mercadolibre.com.pe/MPE-436591092-audifonos-inalambricos-headphone-havit-h2582bt-blanco-_JM,NA,NA,NA,NA,NA,#436591092,NA,NA,NA
1047, Auriculares Stereo Bluetooth Headset Sony Sbh24 Oferta Única ,219,NA,1,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GO.HARD.NUTRITION,https://articulo.mercadolibre.com.pe/MPE-431634207-auriculares-stereo-bluetooth-headset-sony-sbh24-oferta-unica-_JM,NA,NA,NA,NA,NA,#431634207,NA,NA,NA
1048, Audifonos Motorola Pulse Escape Pluse + Camuflado Tienda ,155,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://articulo.mercadolibre.com.pe/MPE-435783621-audifonos-motorola-pulse-escape-pluse-camuflado-tienda-_JM,12,3,0,0,0,#435783621,Pulse Escape,Motorola,NA
1049, Mini Audifono Bluetooth S530 Auricular Llamada/música ,29,NA,228,82,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,3,http://perfil.mercadolibre.com.pe/TODATECNOLOGIAPERU.COM.,https://articulo.mercadolibre.com.pe/MPE-425818640-mini-audifono-bluetooth-s530-auricular-llamadamusica-_JM,3,0,0,0,0,#425818640,s530,NA,NA
1050, Audifonos Samzo Bluetooth Sport Wireless Smarth Deportivos ,37,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANLI8135046,https://articulo.mercadolibre.com.pe/MPE-433418248-audifonos-samzo-bluetooth-sport-wireless-smarth-deportivos-_JM,NA,NA,NA,NA,NA,#433418248,NA,NA,NA
1051, Audífonos Bluetooth I7s Tws Cargador Portátil Apple&android ,64,NA,21,50,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MILLENIUMIMPORT+PERU,https://articulo.mercadolibre.com.pe/MPE-431021275-audifonos-bluetooth-i7s-tws-cargador-portatil-appleandroid-_JM,NA,NA,NA,NA,NA,#431021275,NA,Apple,NA
1052, Audifonos Handsfree Bluetooth Maxtron Lince ,69,NA,0,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARKETLINCE,https://articulo.mercadolibre.com.pe/MPE-426207398-audifonos-handsfree-bluetooth-maxtron-lince-_JM,NA,NA,NA,NA,NA,#426207398,ISC,MAXTRON,NA
1053, Audífonos Sony Xb950b1 Extra Bass Bluetooth Refurbished New! ,379,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTSHOP+PERU,https://articulo.mercadolibre.com.pe/MPE-436634948-audifonos-sony-xb950b1-extra-bass-bluetooth-refurbished-new-_JM,NA,NA,NA,NA,NA,#436634948,NA,SONY,NA
1054, Audifono Bluetooth 5.0 Tws M6s Tipo AirPods Chupon 2019 ,80,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GRAFOPERU,https://articulo.mercadolibre.com.pe/MPE-436957277-audifono-bluetooth-50-tws-m6s-tipo-airpods-chupon-2019-_JM,NA,NA,NA,NA,NA,#436957277,NA,NA,NA
1055, Audífonos Bluetooth I7s Tws Mas Cargador Portatil ,39,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANLI8135046,https://articulo.mercadolibre.com.pe/MPE-432449673-audifonos-bluetooth-i7s-tws-mas-cargador-portatil-_JM,NA,NA,NA,NA,NA,#432449673,NA,NA,NA
1056, Auricular Deportivo Inalambrico Bluetooth 4.0 Negro ,30,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/D.L+IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-426556502-auricular-deportivo-inalambrico-bluetooth-40-negro-_JM,NA,NA,NA,NA,NA,#426556502,NA,NA,NA
1057, Audifonos Bluetooth Hbs-730 Tipo Ori. Para Cualquier Modelo ,45,NA,0,39,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EXPRESO.BBC,https://articulo.mercadolibre.com.pe/MPE-431308704-audifonos-bluetooth-hbs-730-tipo-ori-para-cualquier-modelo-_JM,NA,NA,NA,NA,NA,#431308704,NA,LG,NA
1058, Mini Audifono Bluetooth Hands Free Llamadas Musica Universal ,25,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-434757467-mini-audifono-bluetooth-hands-free-llamadas-musica-universal-_JM,NA,NA,NA,NA,NA,#434757467,NA,NA,NA
1059, Bluetooh Audifonos Stereos Nuevos Color Dorado ,80,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULLVENTAS-15,https://articulo.mercadolibre.com.pe/MPE-423203162-bluetooh-audifonos-stereos-nuevos-color-dorado-_JM,NA,NA,NA,NA,NA,#423203162,NA,NA,NA
1060, Audifonos Bluetoh Precio Por Mayor Envio Provincia ,15,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLLEDO2323,https://articulo.mercadolibre.com.pe/MPE-433112706-audifonos-bluetoh-precio-por-mayor-envio-provincia-_JM,NA,NA,NA,NA,NA,#433112706,NA,NA,NA
1061, Audifono Bluetooth Handsfree Original De Lujo Envio Gratis ,79,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOLUMATICA+IMPORT,https://articulo.mercadolibre.com.pe/MPE-436196077-audifono-bluetooth-handsfree-original-de-lujo-envio-gratis-_JM,NA,NA,NA,NA,NA,#436196077,NA,NA,NA
1062, Mini Receptor Bluetooth Convierte Tu Audifonos A Bluetooth ,29,NA,160,80,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/TODATECNOLOGIAPERU.COM.,https://articulo.mercadolibre.com.pe/MPE-427854522-mini-receptor-bluetooth-convierte-tu-audifonos-a-bluetooth-_JM,0,1,1,0,0,#427854522,NA,NA,NA
1063, P Audífono Motorola Verve Loop+ Bluetooth 4.1 Audio Hd Prem ,139,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-425576732-p-audifono-motorola-verve-loop-bluetooth-41-audio-hd-prem-_JM,1,0,0,0,0,#425576732,VerveLoop,Motorola,In-ear
1064, P Audífono Sennheiser 4.50btnc Wireless Active Noise ,649,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-436373108-p-audifono-sennheiser-450btnc-wireless-active-noise-_JM,NA,NA,NA,NA,NA,#436373108,NA,Sennheiser,NA
1065, Audifonos Bluetooth + Memoria Sd Wireless Extra Bass ,79,NA,0,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436373220-audifonos-bluetooth-memoria-sd-wireless-extra-bass-_JM,NA,NA,NA,NA,NA,#436373220,NA,NA,NA
1066, Gratis!!! Audífono Skullcandy Hesh 3 Wireless Batería ,358,NA,0,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434164682-gratis-audifono-skullcandy-hesh-3-wireless-bateria-_JM,1,0,0,0,0,#434164682,Hesh 3 Wireless,Skullcandy,NA
1067, Gratis!!! Audífono Sennheiser Momentum Hd1 In-ear M2 Iebt ,699,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-436492310-gratis-audifono-sennheiser-momentum-hd1-in-ear-m2-iebt-_JM,NA,NA,NA,NA,NA,#436492310,NA,Sennheiser,NA
1068, Audifonos Bluetooth Bluedio Talking 2cm ,69,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+STA.L,https://articulo.mercadolibre.com.pe/MPE-434808736-audifonos-bluetooth-bluedio-talking-2cm-_JM,NA,NA,NA,NA,NA,#434808736,NA,Bluedio,NA
1069," Auriculares Deportes Bluetooth Estéreo,estuche ",20,NA,3,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CESARDIAZMANRRIQUE,https://articulo.mercadolibre.com.pe/MPE-432077562-auriculares-deportes-bluetooth-estereoestuche-_JM,NA,NA,NA,NA,NA,#432077562,NA,NA,NA
1070, Mini Audifono Bluetooth S530 Manos Libres Llamadas Y Música ,25,NA,0,21,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PORTAL-GADGET,https://articulo.mercadolibre.com.pe/MPE-433372828-mini-audifono-bluetooth-s530-manos-libres-llamadas-y-musica-_JM,NA,NA,NA,NA,NA,#433372828,NA,NA,NA
1071," Audifonos Deportivos Bluetooth, Paquete X2 Oferta Limitada ",45,NA,2,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GOCTA_TIENDA,https://articulo.mercadolibre.com.pe/MPE-435276362-audifonos-deportivos-bluetooth-paquete-x2-oferta-limitada-_JM,NA,NA,NA,NA,NA,#435276362,NA,NA,NA
1072, Audífonos Bluetooth Motorola Stream / Tienda / Mercadopago ,289,NA,0,1000,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-435440683-audifonos-bluetooth-motorola-stream-tienda-mercadopago-_JM,NA,NA,NA,NA,NA,#435440683,Stream,Motorola,In-ear
1073, Audifonos Bluetooth Modelo I7s | ,35,NA,1,59,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HANNZOTIENDAONLINE,https://articulo.mercadolibre.com.pe/MPE-430692542-audifonos-bluetooth-modelo-i7s--_JM,NA,NA,NA,NA,NA,#430692542,NA,NA,NA
1074, Audifonos Skullcandy Up Roar Bluetooth Wireless ,155,NA,4,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-427977883-audifonos-skullcandy-up-roar-bluetooth-wireless-_JM,NA,NA,NA,NA,NA,#427977883,NA,Skullcandy,NA
1075, Audifonos Bluetooth Baseus Encok S16 Batería 8 Horas ,89,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SILENTECPERU,https://articulo.mercadolibre.com.pe/MPE-433489160-audifonos-bluetooth-baseus-encok-s16-bateria-8-horas-_JM,NA,NA,NA,NA,NA,#433489160,NA,NA,NA
