search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Modelo,Tipo de casco,Género,Peso,Línea,Tipo
173, Casco Integral Ls2 Ff 352 Star Negro Gris Matte ,52,NA,3,2,6,8.667,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=pWJ%2F5ANOGd03ceoDw0utxukPzbUEKFMGqJolFO0Psaw1mvVZo07hzw02zf0rWi3WFpMJV2HuM0noydN0RtLjSWBg2tIvQocY5GbjBMwCi33T3H%2FIdBkYAW34wBT3HczGWWxkQoig8vxX05qoJQt%2BVW6loh%2Fkc9XNXuH8drU%2BNZEGGmoBMeNZh94SDeYrdS%2FAa%2BNpNFm6f7GdRgJp%2BMU7xTjmKEdzHMCxYqx3e%2B0pxjPoNBlI%2BjjfbGkcRYG6dOUlfn1G0XsPtNadfH%2FO8DliP29H2jUS9jHKbtkk9jBMxzY%2BdPUIA9e7DPCRUuBVIlaY%2FFYANBnKvjTMOmamdWUl5hR1E7hWDmIB8AMPHRlJFdibPMvUU63G10JdRF9952VJe1ChxXzn5C4GYKwtbYWHm2GoKcZ0637inIUYkoYLulX2%2FCd0CFWPbcodV45H%2B1EyvNJGt6vscrvdyLPl7Qi0VVUrmCLAw1NXD%2BL8uanCYb6m4pBC8PmzXIWm1t%2B8mcS1OiAhzXcXy%2BvXtU4jO%2BTEDpKg4C8kuQsOi49KKHFMD92jq3%2F%2BvSL3BphMIHdLSNuLuzjQATMU7PABoxgI6B3COurztICRaacd7ascFFpf%2B0za%2B87UR2KNtum3HpAWfbahoD0bbherLQNaiQht8HvXDS7pUTqvlgmbwL51nZUHPpEVVH93e7IcyLSqxm066ZjEsnv230Xqu5Kk9MD%2Fa%2BVRWahQXI%2FgD27U5LqeVoNsNSrQjA8tTLrZuyaGm0w2PkXTCqMUpAVWwLf2CdxzbZdHxsh0lErIcN9WWo3IRDQjnrNEFkD2nECL927yXXgWWrfw857yW3SjgI%2BObnfonXLKEOLcwZf4bsSPT9U7Z9jgSgChAWj1zmHCzvazry0D58FN123329xPRX%2BVmgwPOKhHUGMa6JjiVYLumbHILJvt7MTAFKeVSRmwDgpEHfesoqyEuaGzn9vjmIuLNXP1OgYV0xh03mp%2BuZhGb9wV29rWF0yQ20HH%2BiQaw07flqjO3YH7CmnMCOWvGtK%2FD3%2BnZsK8HcV5kXq%2BLUBmW1L2klmBxrnp73dCEz4PvhQhCeY4iWNo7%2FJOnJ%2ByPl6UD2fLNVXVEqBlCEkBhDc7jsXTvtAbkaNXbY1pOw7oB3oAe67t1SMMHy8JIeMKg44SwO0uztV0BSJFGGoubrBnbszSr2iNLB2OkEncYEEt4CtFhqA7LVrLycqHeS35C4wB0l9p31l%2FT6QKczaCCKnN0qw6rbfhNx0vxWFC1f%2BTIvMJYZWI5XNhMWnUFtrb32eWVgyuslzbXvzMVlRQZgYGZhBz9enuwCF62fTBIBq68gwf6iUfr90DeUgsAhNt%2Ft1XME8v2zejY%2FUDD5OssRcxQ%2FBDBrz6fU0yKrhSNTpKrOuXg3Du05jHEowHGxR5fu0HFXTm8jvWeDpg1P1eyoSWhxECoc77ihbu8FMo8WThdjtybNUaQ4%2FrkEM6JaiauxoPn3c8vBlXBtNC3VbFa0QUfUJ%2FBRYbITpsblCMCUccHQGwdmTYW5Te59PO8A8jTVjVKj%2FYOM6WxxMYKBlrd8mQ0BbJSnOcsjmhdiBKGuNQcyZY2ukL0FbVAv0CZg%3D%3D,NA,NA,NA,NA,NA,#465832999,NA,NA,LS2,FF352,NA,NA,1300 g,352,Rebatible
174, Pinlock Ls2 Ff320 ,34.99,NA,8,4,12,2.916,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-467777794-pinlock-ls2-ff320-_JM,1,0,0,0,0,#467777794,NA,NA,LS2,FF 320,NA,NA,NA,NA,NA
175, Bolso Rigido Para Transporte De Casco Moto Probiker ,11.99,23.990,11,12,6,1.998,NA,Envío a todo el país,NA,NA,3,1,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-459643276-bolso-rigido-para-transporte-de-casco-moto-probiker-_JM,0,0,1,0,0,#459643276,NA,NA,NA,NA,NA,NA,NA,NA,NA
176, Casco Ls2 Abatible Ff325 Strobe Civik Negro Rosa (talla S) ,99.99,NA,1,NA,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPACIFICO.CL,https://articulo.mercadolibre.cl/MLC-475558384-casco-ls2-abatible-ff325-strobe-civik-negro-rosa-talla-s-_JM,NA,NA,NA,NA,NA,#475558384,NA,NA,LS2,FF325,NA,NA,NA,NA,Integral
177, Casco De Moto Polarizado Abierto Tipo Aviador Piloto Jet ,49.99,NA,47,3,12,4.166,NA,Envío gratis a todo el país,NA,NA,4.5,4,https://perfil.mercadolibre.cl/COMERCIALONLINE+EIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=ggCsZqFgFJKmcQwiQZfNXsJPdVyuibSbGNlSCk%2FbTmtuWT0JMHxBXLPLMNklb47fxf8Vs48QqzH2t72EW9kAIy1X2bLmEPMSxUoeA24ot82gYloYGh1kBevyF5i9JEIMiPRwbD8NDyDw4vreHaO9OqtqWu6q6i2HHGUIXhwF%2Bx8pmi%2B7b2mhINBuHfLRuDzh9Mbl6RvKWSXOm%2FilQPJgOpypRDKVdvV%2F%2FEcyBEPsMcOUyhDSz2wdo0MJEwZb%2FA%2Fv9YYNwFIL3sczBS1uwBuH3xWXlsgKPZncc%2Bla295%2FWXDbAm4MGjaXAk%2FTHrT1Dn8Bneg4oKj12KsYjAenW8aeVkiJlplpzpnZmT9oql6JUqP%2BKjWO%2FNGOMqrjzJ6lpL5csQFjtTYreBZicOu5OQrye0EqQdAiYGOmQm7qgL%2FOpEdAvaV1CGH4Vtf1q9YvyIUzpcPI1LPt%2Fy7FRJWgxtmS4Raa2A2%2FOHZvkuJzeRn8GV9HjEyB4GDVi00w%2FF0Tfs7RBtacZlElod2FAlXaFCV%2FKpe6AdRJ%2BUdwNn531Mt3RiwTJKaG7hxn0hV3p5UXDiy8HnfawlE3m5I6ubWT%2BkBHf72SjdnjdG8m3xQnelHit1pNsa2p86MmsWB0%2BknZ3%2FF19aYRdF1IjcqrWxGcFnCLFOiBR3YioUrkp1C7ay4eB%2FdCgd5xdIrlG0NVUNXPLAdoJletLjeTYLLLoBUQVVgkZD7WahKik1GEIm5dxjjyMYNjcI29dXoMXEP401ARQXAFAUTQV%2B%2B1EFXnwmGdw8EaHIujNL9EU8el9V3dWLWg1xSUJ1rIeAKXR2oAzOo3kmB%2Bn7c2qjtX8uraOkszhHh209LB1y97eWXs3u67arkL8vIt4bU1cRORNSfTA6Gdp%2B%2BwJxIsEvGFhcczTBMwWK4mgkrhtR%2FfdYQcceTAnL9FXScb%2BUpf10QnloNWk675vZ64YrpHkvkzVcK%2BmlDNcMivpVUUXb%2BU4uoFzdFEWgZnwfdyIMJUDKriSVTLggNQb4kzmvBWrsK%2BOX%2BCi1RhR7tpYuvd5LHkkGi2vRhovigRduj71TB0heiOgprBQPFkrSgBxPMB4HV1MWRUQ6YptmqfwM%2FsBGgOqXjp75sH2X2k%2BpOVlNe%2BRnp7FdI2anoMnm0xVblt4Ko5tns0%2BCfYcKRiiildkc5Aw9Tnw0rf6T3ViJm58ff2PWKuX5EDiEoLTG842wExFlSkHOQquNXttmlIAaFgrhGWWFVYYffZ3%2BKXrwOTk5vcQTSjvwUiCcsq4qm1Ri9u59b4uLo3s3aoTraJ4zb%2FAUFZjVb%2B9B6dph%2Bavv%2FjpWaPDwhhguTFJ43%2Bj4VaHe5OCpbuQTMlBYaVDwSPW0yHpyakHlkLoYtmhqZ%2BbzF9tFsj3D2CpBFkblRM6%2Brofa2aWel%2BJIq4mqr0nMzS9cO%2FrfCN4QFLCjlZ6%2F7ONubbR8xdc1hcuGEk1LMhg7oAqyoVYLByNwKXQn3NXyxQU1YMU2oDijPfTP5BwHRqdd%2BHoKXtdjNyPhcRFWnuOGWZiD7r5LO9EOF8abkJzh0DZmv8P9wJaNb7FXQcqovVHBFtavybGkbeKzp411y8gOahvwkw65fvSSusRZkoKA%3D%3D,3,0,1,0,0,#435085925,NA,NA,NA,NA,NA,NA,NA,NA,Abierto
178, Casco Moto Abatible Ghb 158 Camo Negro Azul Matte ,36.99,NA,3,2,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://articulo.mercadolibre.cl/MLC-477177818-casco-moto-abatible-ghb-158-camo-negro-azul-matte-_JM,NA,NA,NA,NA,NA,#477177818,Camuflaje,NA,GHB,158 Abatible,Rebatible,Unisex,1400 g,NA,NA
179," Shark Vancore En Blanco Negro Casco De Motocicleta, Xs, Negr ",345.99,NA,0,3,12,28.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470819619-shark-vancore-en-blanco-negro-casco-de-motocicleta-xs-negr-_JM,NA,NA,NA,NA,NA,#470819619,NA,NA,Shark,Vancore,NA,NA,NA,Pulse,Abierto
180, Casco Ls2 Abatible Ff325 Strobe Zone Negro Amarillo(talla M) ,99.99,NA,1,NA,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUNLOPCHILE,https://articulo.mercadolibre.cl/MLC-475462460-casco-ls2-abatible-ff325-strobe-zone-negro-amarillotalla-m-_JM,NA,NA,NA,NA,NA,#475462460,NA,NA,LS2,FF325,NA,NA,NA,325,Integral
181, Casco Moto Integral Arex 807 Jyh Negro Gris Fucsia Mate ,55,NA,1,9,6,9.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-458259666-casco-moto-integral-arex-807-jyh-negro-gris-fucsia-mate-_JM,NA,NA,NA,NA,NA,#458259666,NA,NA,NA,NA,NA,NA,NA,NA,NA
182, Casco Bell Qualifier Street Command Gloss ,99.99,NA,1,2,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463458783-casco-bell-qualifier-street-command-gloss-_JM,NA,NA,NA,NA,NA,#463458783,NA,NA,Bell,Qualifier,NA,NA,NA,NA,Integral
183, Moto Scooter Cara Abierto Mitad Casco Cuero Con Visera ,6.453,NA,0,200,12,538,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CIMAALEGRIACL,https://articulo.mercadolibre.cl/MLC-471371781-moto-scooter-cara-abierto-mitad-casco-cuero-con-visera-_JM,NA,NA,NA,NA,NA,#471371781,NA,NA,NA,no model,NA,NA,NA,NA,Abierto
184, Casco Moto Agv Abatible Compact St Seattle N.amarillo Mate ,210,NA,1,NA,6,35.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-470864106-casco-moto-agv-abatible-compact-st-seattle-namarillo-mate-_JM,NA,NA,NA,NA,NA,#470864106,NA,NA,AGV,Compact ST,NA,NA,NA,NA,Rebatible
185, Casco Bell Qualifier Stealth Red. Talla L Certificados ,99.99,NA,1,1,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-491044228-casco-bell-qualifier-stealth-red-talla-l-certificados-_JM,NA,NA,NA,NA,NA,#491044228,Negro,NA,Bell,Qualifier,NA,NA,NA,NA,Integral
186, Casco Moto Ls2 Ff353 Rapid Poppies Blanco Rosa ,64.99,NA,11,28,12,5.416,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-472842390-casco-moto-ls2-ff353-rapid-poppies-blanco-rosa-_JM,1,0,0,0,0,#472842390,"XS,S,M",,LS2,FF353 RAPID,Integral,Unisex,1250 g,NA,NA
187, Antiempañante Raleri Clear Standard ,27.9,NA,30,14,6,4.650,NA,Envío gratis a todo el país,NA,NA,4.7,10,https://perfil.mercadolibre.cl/MARCOGENNARO,https://articulo.mercadolibre.cl/MLC-446160513-antiempanante-raleri-clear-standard-_JM,8,1,1,0,0,#446160513,NA,NA,RALERI,CLEAR STANDARD,NA,NA,NA,NA,Integral
188, Casco Moto Integral Agv K-3 Sv Misano + Pinlock Deportivo ,200,NA,1,6,6,33.333,NA,Envío gratis a todo el país,NA,NA,5,5,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475816643-casco-moto-integral-agv-k-3-sv-misano-pinlock-deportivo-_JM,5,0,0,0,0,#475816643,NA,NA,AGV,K-3 SV,NA,NA,NA,NA,Rebatible
189," Bell Custom 500 ace Cafe Open-face Casco De Moto, Cruiser-mo ",153.99,NA,0,3,12,12.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468652603-bell-custom-500ace-cafe-open-face-casco-de-moto-cruiser-mo-_JM,NA,NA,NA,NA,NA,#468652603,NA,NA,Bell,Custom 500,NA,NA,NA,NA,Abierto
190, Casco Moto Armad 818 Integral Sun Visor Energy Red Ecer2205 ,69.99,NA,24,59,6,11.665,NA,Envío gratis a todo el país,NA,NA,4.7,3,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-444771063-casco-moto-armad-818-integral-sun-visor-energy-red-ecer2205-_JM,2,1,0,0,0,#444771063,"M,L,XL",,Armad,818,Integral,NA,NA,NA,NA
191, Casco Moto V1 Czar Gris Fox ,134.99,149.990,5,35,12,11.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPATRAIL?brandId=287,https://articulo.mercadolibre.cl/MLC-471093266-casco-moto-v1-czar-gris-fox-_JM,NA,NA,NA,NA,NA,#471093266,"L - Gris,M - Gris,XL - Gris",NA,FOX,Casco Moto V1 Czar Gris Claro Fox,NA,NA,NA,V1,NA
192, Casco Moto Agv K1 Integral Andrea Iannone 2013 ,150,NA,1,2,6,25.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-468086643-casco-moto-agv-k1-integral-andrea-iannone-2013-_JM,NA,NA,NA,NA,NA,#468086643,NA,NA,AGV,K-1,NA,NA,NA,NA,Rebatible
193, Casco Moto Shiro Sh-881 Spider Blanco ,72.99,NA,1,33,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-478982467-casco-moto-shiro-sh-881-spider-blanco-_JM?searchVariation=33448952353,NA,NA,NA,NA,NA,#478982467,Blanco,"S,M,L,XL",Shiro,SH-881,Integral,NA,1.39 g,NA,NA
194, Casco Dot Cross/enduro Omoto. Alta Calidad. Fullpower Moto ,47.99,NA,1,2,12,3.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPOWER+MOTO,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=w3UNoPs2OovblReNb%2FAO9UpogF1vYV39V4UYtbaXaEC3b%2F75vcihNTn7WSHG868%2BlYNtexz8A01lCbeFvHDVWkAEymXUTn6gInLyZl8rqe4WXE%2FyfBSCQnoxQyvB8G%2BMxC20TdHnGl9e31LiUrwhkVk1kUmw43xInP%2Fs9z4Yap5%2BNOyxXKQ1jS473Yz%2B%2FcY3aGuwjHpSBaVMq48s32zmwddvRE82o0aBpyPp2k0MdUrmqCZPvBmmr7SabWvCHdDtMbIQtv6eHfAv7qOmE0UJICaLPJ1MaHuYEI%2B%2BUnTlbt8nLi8U3cW5cokW3nZjTmiAc%2Fx4cunN5gOugh6Afy6SJtVE49nn5mxytQ%2B7ZikDibrgyxnNS94oFRynBnmQWRxrijox6OIa%2B74mb%2FYoSASyeeJy4%2BnRW21cfftVvy96303J3%2B8nHXknY0MDfFuyIG%2FNELjc9FtiROWJ9f1G5gLcSEHIwIzHC%2F7InZq2xI28voadTL%2BsTZR3WRTGg13tgjgmpaNXmAvETX9JwlC8BqEasrlpdBaKPDEyMtjOvonnOcTdmyYnTn7yfE0t4UNoh5v90nHWd6PwBNnEDBP%2BEDBJOtLUcC4dbnOt6taW3eS6iYZzv80XlKtvZexTC%2FD5lRvztX4SisMfG8bUY41O12%2BJtsk0cls8pLdyXSdJ8U2Mt5yXztcoxvbBw8P8KaUoEuLeVmGg2Sg%2FNmHg4NYTbNGM8OeRBnWf0eXV2Kx%2FxDJHWZmWlH%2FmXXnyUvWueo9gJtMp%2BYGJPaHonR1al4PEbDjsmR4Ia2HKtE8FptyhB%2FCz6qcOVEoP6vW7JoOdel8sgfxECwdlsR80VvKgowOEsMf0VCda2bZCg%2BpWiYkkqlFl2jO8zREbcjUGvWGv%2F2ZIX4FZThTL9F%2FtuotArgSOkM8Gpbz9BIu3khbn%2BlGyH8LuiNK4FheqkEbr4iaAWCPUZn2wFBbfn5%2F3VTMpNSCbf1THY6axedBzk33qwmkrjGGL0MU8UQW0R2B6jJrOo2nFoeFZxmM37vLtjYcsx7KgHPNWSEX0eJsxPoZgJRfMTK0Ml63i7xX%2BgP2mdI%2Fr6eCHQyhNO5%2BnLI%2F6J0RTJsPttG5QmNlZ%2BPcGfHn85mVcN%2Bb4Iu99MqDkkjW6KP3gjRbIhYeC6HayOKoDiWKAq68YZEQXhnRU%2FRrPzeyNI2EefMMTrt5dGU9ZP4cmCymhvjGxduZh5MsJ4y%2BvaQdgDrItfyccf5egeoVVCm9P%2FtulpeYImM1Ct4Yc3r0cDcO8Tz%2B08VYv8%2Bij%2FLwBWY2ue79OwS%2BzT7SluxpsI%2B6MHSzUReQzdEoxYLXVLMgF8pNAQS61ApkvhVuIAWugHZ9yYwIfgo4IN7jUAVhX2rtCnHj%2BFrOgdltvENvG3qI1%2FoHbyzdqELyzMNrdeekRS20f8K8Wvf9XQKKsgb8n6UKrEU3DwqvmfI1VeR6dnSPPL6Av84S2%2BpeMoipRYBbA9l5MADIrSZji0hw123vkcBPoQwNY1WuSRjtbNcyFecu7tI9El%2FuGVE5YaEVk%2B%2BvphEk65ECZlUheR5kvoX%2F9qajnwypMnPB6hIhUMa%2FwIhoTi8zKEmOGp91FfABaNtXDceXeCAqw,NA,NA,NA,NA,NA,#460436340,NA,NA,Omoto,NA,NA,NA,NA,NA,Cross
195, Casco Moto Ls2 Ff353 Rapid Infinity Negro Rojo ,64.99,NA,5,29,12,5.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-472928848-casco-moto-ls2-ff353-rapid-infinity-negro-rojo-_JM,NA,NA,NA,NA,NA,#472928848,"M,L,XL",,LS2,FF353 RAPID,Integral,Unisex,1250 g,353,NA
196, Casco Moto Armad 907 Abatible Negro Rojo Con Sun Visor ,73.99,NA,12,59,6,12.332,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-440295200-casco-moto-armad-907-abatible-negro-rojo-con-sun-visor-_JM,1,1,0,0,0,#440295200,"M,L,XL",,ARMAD,907,Integral,NA,NA,IC,NA
197, Visor Tornazol Para Casco Moto Abatibl Arex 701 Scooter Shop ,12,NA,7,3,6,2.000,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-441316819-visor-tornazol-para-casco-moto-abatibl-arex-701-scooter-shop-_JM,NA,NA,NA,NA,NA,#441316819,NA,NA,NA,NA,NA,NA,NA,NA,Rebatible
198, Blanco Brillante Retro Motocicleta 3/4 Cara Abierto Casco L ,17.923,NA,0,999,12,1.494,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNTEKSTORECL,https://articulo.mercadolibre.cl/MLC-464237824-blanco-brillante-retro-motocicleta-34-cara-abierto-casco-l-_JM,NA,NA,NA,NA,NA,#464237824,NA,NA,NA,NA,NA,NA,NA,NA,Abierto
199, Casco Moto Shiro Sh-881 Phillip Island Blanco ,72.99,NA,1,35,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-478981477-casco-moto-shiro-sh-881-phillip-island-blanco-_JM?searchVariation=39262398847,NA,NA,NA,NA,NA,#478981477,Blanco,"S,M,L,XL",Shiro,SH-881,Integral,NA,1.39 g,NA,NA
200, Casco Ls2 Abatible Ff324 Metro Evo Rapid Negro Amarillo L ,149.99,NA,1,1,6,24.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUNLOPCHILE,https://articulo.mercadolibre.cl/MLC-486317243-casco-ls2-abatible-ff324-metro-evo-rapid-negro-amarillo-l-_JM,NA,NA,NA,NA,NA,#486317243,Negro Amarillo Matte,NA,NA,NA,NA,NA,NA,NA,NA
201, Casco Moto Shiro Sh-881 Phyton Amarillo Mate ,72.99,NA,1,30,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-478982070-casco-moto-shiro-sh-881-phyton-amarillo-mate-_JM,NA,NA,NA,NA,NA,#478982070,Amarillo mate,"S,M,L,XL",Shiro,SH-881,Integral,NA,1.39 g,NA,NA
202, Blanco Brillante Retro Motocicleta 3/4 Cara Abierto Casco M ,17.923,NA,0,999,12,1.494,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNTEKSTORECL,https://articulo.mercadolibre.cl/MLC-464236040-blanco-brillante-retro-motocicleta-34-cara-abierto-casco-m-_JM,NA,NA,NA,NA,NA,#464236040,NA,NA,NA,NA,NA,NA,NA,NA,Abierto
203, Casco Moto Ls2 Ff390 Breaker Matte Titanio ,108.99,NA,3,4,12,9.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-466359275-casco-moto-ls2-ff390-breaker-matte-titanio-_JM,NA,NA,NA,NA,NA,#466359275,NA,M,LS2,FF390 BREAKER,Integral,Unisex,1400 g,MATTE TITANIO,NA
204, Casco Moto Shiro Sh-881 K-ring Negro Mate ,72.99,NA,1,23,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-478980779-casco-moto-shiro-sh-881-k-ring-negro-mate-_JM,NA,NA,NA,NA,NA,#478980779,Negro mate,"S,M,L,XL",Shiro,SH-881,Integral,NA,1.39 g,NA,NA
205, Casco Moto Integral Agv K3 Sv Elements Rossi + Pinlock ,200,NA,1,6,6,33.333,NA,Envío gratis a todo el país,NA,NA,5,5,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475815045-casco-moto-integral-agv-k3-sv-elements-rossi-pinlock-_JM,5,0,0,0,0,#475815045,NA,NA,AGV,K-3,NA,NA,NA,NA,Rebatible
206, Casco Moto Ls2 Ff352 Comic Blanco ,52.99,NA,19,19,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-461027934-casco-moto-ls2-ff352-comic-blanco-_JM,NA,NA,NA,NA,NA,#461027934,"XS,S",,LS2,FF352 ROOKIE,Integral,Unisex,1350 g,COMIC BLANCO,NA
207, Casco De Moto Para Adulto ,24.775,NA,4,NA,6,4.129,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CORO+RONDON,https://articulo.mercadolibre.cl/MLC-477967519-casco-de-moto-para-adulto-_JM,NA,NA,NA,NA,NA,#477967519,NA,NA,NA,NA,Integral,NA,NA,NA,NA
208, Casco Moto Ls2 Ff325 Abatible Strobe Cover Negro Amarillo ,99.99,NA,2,4,12,8.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-473824168-casco-moto-ls2-ff325-abatible-strobe-cover-negro-amarillo-_JM,NA,NA,NA,NA,NA,#473824168,NA,NA,LS2,FF325 STROBE,NA,NA,0.155 g,NA,Rebatible
209, Casco Moto Cuero Con Visera Tipo Chopper Bobber Con Orejeras ,15.99,NA,15,50,6,2.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-446486774-casco-moto-cuero-con-visera-tipo-chopper-bobber-con-orejeras-_JM,NA,NA,NA,NA,NA,#446486774,NA,NA,Tiene Foto,NA,NA,NA,NA,NA,Abierto
210, Casco Bell Qualifier Street Tagger Splice ,99.99,NA,2,NA,6,16.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PINCHEIRAMOTOS.OFICIAL,https://articulo.mercadolibre.cl/MLC-463458785-casco-bell-qualifier-street-tagger-splice-_JM,NA,NA,NA,NA,NA,#463458785,NA,NA,Bell,Qualifier,NA,NA,NA,NA,Integral
211, Casco Moto Oneal Serie 7 Evo/crank 2019 Motocross Enduro ,99.99,NA,7,14,12,8.332,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/REBELSPORTS.CL,https://articulo.mercadolibre.cl/MLC-475326618-casco-moto-oneal-serie-7-evocrank-2019-motocross-enduro-_JM?searchVariation=33505695860,1,0,0,0,0,#475326618,"S,M,L,XL",,O'Neal,Evo Crank,Cross,NA,1.26 kg,Serie 7,NA
212, Mica De Repuesto Para Casco Armad 813 Transparente ,13.99,NA,2,26,6,2.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/OXS+ACCESORIOS,https://articulo.mercadolibre.cl/MLC-455652992-mica-de-repuesto-para-casco-armad-813-transparente-_JM,NA,NA,NA,NA,NA,#455652992,NA,NA,NA,NA,NA,NA,NA,NA,Integral
213, Casco Moto Agv K1 Integral Rossi Flavum 46 ,150,NA,1,6,6,25.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MR7_ACCESORIOS,https://articulo.mercadolibre.cl/MLC-475816749-casco-moto-agv-k1-integral-rossi-flavum-46-_JM,NA,NA,NA,NA,NA,#475816749,NA,NA,AGV,K-1,NA,NA,NA,NA,Rebatible
