search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Modelo,Marca
53, Silk Funda Rígida iPhone 7/8 Plus Transparente ,131.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-462151647-silk-funda-rigida-iphone-78-plus-transparente-_JM,NA,NA,NA,NA,NA,#462151647,NA,NA,NA
54, Estuche Funda iPhone Antichoque 360 6 7 8 Plus X Xs Xr ,27.9,NA,49,97,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/PRHE3354942,https://articulo.mercadolibre.com.co/MCO-473759637-estuche-funda-iphone-antichoque-360-6-7-8-plus-x-xs-xr-_JM,2,0,0,0,0,#473759637,NA,NA,NA
55, iPhone 8 Plus Funda Armorbox Iblason Construido En El Protec ,130.99,NA,0,12,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFICIONADOS+ALOSRELOJES,https://articulo.mercadolibre.com.co/MCO-511109885-iphone-8-plus-funda-armorbox-iblason-construido-en-el-protec-_JM,NA,NA,NA,NA,NA,#511109885,NA,iPhone7sPlus-Armorbox-Pink,i-Blason
56, Unnfiko Funda Tipo Cartera Para iPhone 7 PlusiPhone 8 Plus D ,98.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FULLBOX+TODOLOQUENECESITAS,https://articulo.mercadolibre.com.co/MCO-504063146-unnfiko-funda-tipo-cartera-para-iphone-7-plusiphone-8-plus-d-_JM,NA,NA,NA,NA,NA,#504063146,NA,NA,UnnFiko
57," Case Iface Antishocks, Funda iPhone 7 Plus, 8 Plus. Negro. ",39,NA,0,NA,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FLOREZJOSE08,https://articulo.mercadolibre.com.co/MCO-516045174-case-iface-antishocks-funda-iphone-7-plus-8-plus-negro-_JM,NA,NA,NA,NA,NA,#516045174,NA,NA,NA
58," Funda iPhone 7 Plus 8 Plus, Flexgear 360 Slim Clear Pc Duro ",88.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FULLBOX+TODOLOQUENECESITAS,https://articulo.mercadolibre.com.co/MCO-504785612-funda-iphone-7-plus-8-plus-flexgear-360-slim-clear-pc-duro-_JM,NA,NA,NA,NA,NA,#504785612,NA,NA,FlexGear
59," Funda Para iPhone X, 8, 7, 7, 7 Plus, 6, 5 Se, 5 Se/galax ",185.88,NA,0,50,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/DELIVERYSASUSAME,https://articulo.mercadolibre.com.co/MCO-515731898-funda-para-iphone-x-8-7-7-7-plus-6-5-se-5-segalax-_JM,NA,NA,NA,NA,NA,#515731898,NA,NA,NA
60," Carcasa Case Funda Phone 7, 7plus, 8, 8plus iPhone X ",10.9,NA,0,10,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JUANDIEGOJ,https://articulo.mercadolibre.com.co/MCO-514440146-carcasa-case-funda-phone-7-7plus-8-8plus-iphone-x-_JM,NA,NA,NA,NA,NA,#514440146,iPhone,NA,NA
61, iPhone 78 Funda iPhone 7 Plus8 Plus Funda Magnetica De Doble ,99.99,NA,0,12,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AFICIONADOS+ALOSRELOJES,https://articulo.mercadolibre.com.co/MCO-511116040-iphone-78-funda-iphone-7-plus8-plus-funda-magnetica-de-doble-_JM,NA,NA,NA,NA,NA,#511116040,NA,NA,Eari
62, Funda Para Galaxy Note 8 S9 S9 Plus iPhone X 10 ,91.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/FULLBOX+TODOLOQUENECESITAS,https://articulo.mercadolibre.com.co/MCO-513712461-funda-para-galaxy-note-8-s9-s9-plus-iphone-x-10-_JM,NA,NA,NA,NA,NA,#513712461,NA,PT253-8G,WIITOP
63, Mopaclle Funda De Nailon Para iPhone Xs Max Y iPhone 8 Plus ,101.99,NA,0,12,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/LA+TIENDADELCLIC,https://articulo.mercadolibre.com.co/MCO-513532744-mopaclle-funda-de-nailon-para-iphone-xs-max-y-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#513532744,NA,NA,Mopaclle
64, Funda Para iPhone 8 Plus & iPhone 7 Plus ,70.9,NA,1,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/NIKOMAR.NET,https://articulo.mercadolibre.com.co/MCO-467840210-funda-para-iphone-8-plus-iphone-7-plus-_JM,NA,NA,NA,NA,NA,#467840210,NA,NA,NA
65, Funda Para iPhone 7/7 Plus 8 / 8 Plus Star Wars Stormtrooper ,30,NA,0,2,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BACKUPSTORECOL,https://articulo.mercadolibre.com.co/MCO-472758607-funda-para-iphone-77-plus-8-8-plus-star-wars-stormtrooper-_JM,NA,NA,NA,NA,NA,#472758607,iPhone,NA,NA
66, Carcasa Para iPhone Funda Estuche Hermosos Diseños ,18,NA,6,3,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TRENDYNOVEDADES,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=oqFeprpjCU63CJHZ%2FvpUDamIPFtQ8jWxE%2BKFuODy%2B9YNX6DJ0bW10C6vYVS3gB0JUE3ehDHo%2FE5uy8lq1h%2B5Ff7AF2lemFLTp%2Fgpd2Y0OCzn%2BEFuCatdKNEt4TNH9IJrMDDat3dM73yhA9RWCHEGdpvLL1j%2FqgD9pBP9UWhc9%2B2WRuDj8AyFo8x6gghI%2FB96mKIgWtAkcoA9JqrAfTYbElF0TUgMU%2B233g%2F%2Fu7%2BFJqa5uVd4cGgGzxarxV2N0QZ5%2BGDxsV1iKMX2TwGYtoNJLbtJbZjKgr%2FNFB3VP9rsDJPeJu%2FlNzFqBnafnL%2Br57zf%2FdCicCBARXxd1POpyvzbjckQ70sTdial3b0zJkDq7sobgsN1bVrWSh6VPAaB8jXaDngLXV25pLr6gWxadCwjflw%2FAN%2BmSZnsAF0m4aAPjdBv98b%2BoVjvepT5Y%2B2ho4FuIKrK8ozqikr5gQ5%2FKl%2BeFixGm7m2XRoVsFw02pTIaz3Aa%2BmZUzk%2B39ThnktqqzA6nHGBHRl0M5f8HoW7oSniaca16gJ5%2BIoVk9qeoRSqcDOEOqMjOzFLb1oTgWqtlEhvYFIYtdQsTlxKksQWqVNXlztKouhaIvWJLBRAvEam99yrY6%2FQO1zcw2yjoXpmYR1qBw59pfB1fEq7g%2BmxOy83GtzuwZj3b7geuwE0C%2BFICEelhiH53JVV1F7e6aNCOyXGjWu9qMCStgZgdYyqEWEd7v804VN5RtLeQJPaD1qHm7%2FF9qRA%2BuPivLYbDLI2Zecg7dVVgC2u5adPn5jsun6rcOsxRgf33i9%2BlzcY%2FzQPMseTSph50FJHd%2Bmd1OQUpZxdQkwFoXL5RMyAVqZOYW8tb7hg5ktS8wE4yCoVSKGPqeaCaAzOH3t%2BNjXq5J%2FzM6cJZd2Goca8JHvvHVW2rm%2FeQ2vsC6uc1gZXorI79XmxoIkrx8YaIK515zVLV8z4fsfvVYSY6DbE3T8D0a0fy6Gyzz6eyTIe0E6xmm8ROMZbHBN40GJCeXdCWcN4kB0bWMz2EqwwfV1dWIHN7YppHxDi2KfRYUvbT9D2mUjcQEOgfdJEMsXBopB%2BqndUg7FIJNzUo%2Fbh9KIE1u0YfJhNLNYlbZTSZfmn2RuDXZhAf1iNdrTNv1Cjrwxfes4DM6qvd4nDI1TcfC9MGO9eQDzon3535C4Zm%2F6CK2Yu2j3gPa58pf794JRHL89sH4bx76AWhWDY9UeddP7KvkGD5CrEkZaILIPNNBX2naNI4f6kDFn%2BBmVzpPECRUZFIEmcxYDRRismPWR1AAfo0PlCsnaqW1%2Fkf0hg%2B5juUEoo9BOMOw76HOuHb%2FpzHg13q9gq8sCLO3NQ5gzqGaA4EixxcHJXFyrLUHeJvJ6dxfrWYtLXtAA4aclNFP1UqTO2df1w9xh19YAPGdzZPOzkePMfoQDJDjeWcMaO5wugmB55i%2BeJKd73w8S%2FqVr5I3fXqcTgh4czwp6%2BTFf%2BRvNEcB5D9SQiNGGF1HRBXGXG%2Byez6kTyBHXcl%2BYa10qAIukNfFUMgK6Wk%2FeUQN%2B%2B0d5fLN0n7S7%2FL%2B%2FYvSItmC370OPQKX95rKBZULibP1UeTDkt%2BtMvPCVYKOsINNQx%2FL8A%2Fh4tYj5Tg9TqR1H1YgE%3D,NA,NA,NA,NA,NA,#510007912,iPhone,NA,NA
67," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Carcasa Transparen ",50.99,NA,0,12,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BURUNELO,https://articulo.mercadolibre.com.co/MCO-515905024-funda-iphone-8-plus-funda-iphone-7-plus-carcasa-transparen-_JM,NA,NA,NA,NA,NA,#515905024,NA,K8P-black,Yesgo
68, Funda iPhone 7 Plus 8 Plus Funda Defender Para iPhone 7 P... ,102.999,NA,1,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-487915108-funda-iphone-7-plus-8-plus-funda-defender-para-iphone-7-p-_JM,NA,NA,NA,NA,NA,#487915108,NA,NA,Ptuna
69, Funda Piel Lujo Frances Noreve (f) Apple iPhone 8 Plus ,225,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723863-funda-piel-lujo-frances-noreve-f-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723863,NA,NA,NA
70, Fundas Apple Silicona Case iPhone 5s 6 6s 7 8 Plus + Templdo ,59.8,NA,117,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,11,https://perfil.mercadolibre.com.co/TECNO.GADGETS.CO,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=njGHRbEZWKE0O9N%2F9RwD59braczqfDTXJS6nxikRrNfY2U6bKLKT8OWVhuYvhEOqmvS4us7HusdgATc%2BJdQ9pVOqCxxCSgHA0yuOleMr9XRycWttaPHWK60pig3I%2BbVeCiQqmES2DAifV4kXTYLYyQd%2FCiEHsmaS%2BZoOEiNRcEXCbIFjSODdXIRaBHC5ykSMvyJhyy6VGa880mPWeDEJOZXcl1xR039cetEKHEd0PSt7pACcGl23RwXOzg7PCfsBfL750SY2hetgpZiw1npuBY5RY8RU6CEd%2FliSbVhQTIWryYQKUoALUGbMOUfZvASAWPfxBUTRaqVvX6aSy0StngpQQtCNMUo4venSH32rfPRsTdrk8OZtncpLLAQNuKOB%2B7FMsQfHj8ySFDxQQrES5UL3IYiQtZOhGNNEtiqvgu2KgrTZ6nc%2Fay5S1q5nRSbqrDMmujZDIQY2ZG2KTqea%2BcLks%2FMeKJ1Seipvknb286Rgd75MBux4EysDJAU6LF5crF38PxPP3q1sMX%2FZiYKdzt5wqy4AkBlW5%2FZvHajWpE6X2A92plqxy80ocDZ4MGYf6m03eXrqtCXeuq5SqXomRdkIiNUICInMCFEq%2B5YEKdMQRE%2F%2FRM%2B%2FNCEnq4WhBdWFlLTKib5mJ6%2F0blQzaAUeObxrUJG3cgIT8SszKf5AAc7s3rw2s1%2B5SwyHXsJYEjLD%2B5Zl9I%2Fr1b1r6JMxMQzkFSh6GsxaIlH4Z9LTWv3b%2BFZqfAAMIvNwYqXJRCiwCykXb%2Fx2yjiZ1hFCDNaApya5cWYaHmg6kDOy%2FUddDsqbyO%2FpIGAyFhUXagZRXvKeiSSoMhEYfCkBHfZEl82sdExSNg0EkeJQtwi%2BEbdGrKwYXTbMUudP8Uu6iwYwzH92fXpxrmJAc1zbrsSOzwLCMM%2FIXvNjyqlntSoMTxLpSxTzL1nukz3rTtFeiuSblRvMrdPSF9sYSKakdGSlAi9UJ3Gc%2F7lEdbYXrJcmKYOUIQGTb%2FOYM2ZYFOgnisG4QSXOusWfLJtSR3YUvKm4PLt2Sqhjh%2F3wL49HLQgsgJE8FpOzvrSwQxn2j7jvyu0hlW4La%2F4pflK%2FXxqZLKFkD9HBi%2BO%2FWncrq%2FD34ZEzyp6wa%2BbXezjMSu%2F0YY0c7%2BtWEywsjDm4yTGrLcza%2BVYH2hczjS6IghMw2L76MeuRUYcNGL00GxppHOHNs%2BQWrIxeF27%2BRDrug%2FVI3yLvhGllKkQ1EvJIlTBr0KB%2BYD%2BrytnkRK7cLdq%2F7PyausYDKf9sc0olwD%2BQtOjt3UU%2FA1q1ml0oNeiD7QIi4OKOFrJ%2FUgCaKujDi%2BpRpUmdwBgX%2BX7Yu7wAxKrqFcMK55DW%2FqYXsBTv3amEZj%2FRxmklBn3XT5ssT5fkYCsFccHD8XabQvpTwHozSdQsCHlAtveD9P8RCWL1DKIIwQbNEr5RRo4hfV5tpZ9LSnQOuFw20Bi1UFh9jEbQaqlaDaxUcg622WMERY0zU9G8fr6mJHHqEm9GaNXX5dsmGQxv5QzCwOWIxGPa45BXgVpcHuqpvsFc5C8CD5u%2FQnNPfD7SP4pbIItzx5k%2BUqwhdBpX2i2pDQwSw5PdNybkd33raLyAwkk7QzIlU4iyDMBBatprMZYkRDf%2FimNGEw%3D%3D,9,2,0,0,0,#455553083,NA,NA,NA
71, Torras Carcasa Transparente iPhone 8 Plus De Torras Funda... ,87.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-487908662-torras-carcasa-transparente-iphone-8-plus-de-torras-funda-_JM,NA,NA,NA,NA,NA,#487908662,NA,NA,TORRAS
72," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Ikasus Flor De Mar ",91.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BURUNELO,https://articulo.mercadolibre.com.co/MCO-516747194-funda-iphone-8-plus-funda-iphone-7-plus-ikasus-flor-de-mar-_JM,NA,NA,NA,NA,NA,#516747194,NA,iPhone 8 plus case,ikasus
73, Funda Case-mate Para iPhone 8 Plus - Naked Tough - Iridescen ,189,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDREMATE,https://articulo.mercadolibre.com.co/MCO-472147259-funda-case-mate-para-iphone-8-plus-naked-tough-iridescen-_JM,NA,NA,NA,NA,NA,#472147259,NA,NA,NA
74, Funda Forro Estuche Carcasa iPhone 7 Plus Y 8 Plus Beige ,116.99,NA,0,12,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BURUNELO,https://articulo.mercadolibre.com.co/MCO-500397941-funda-forro-estuche-carcasa-iphone-7-plus-y-8-plus-beige-_JM,NA,NA,NA,NA,NA,#500397941,NA,NA,Arae
75, Funda Transparente iPhone 8 Plus (muestra Tu Nuevo iPhone Ap ,88.9,NA,6,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-458402093-funda-transparente-iphone-8-plus-muestra-tu-nuevo-iphone-ap-_JM,NA,NA,NA,NA,NA,#458402093,iPhone,NA,NA
76, Lionkingcase iPhone 7 7 Plus 8 8 Plus Funda Transparente ... ,59.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-483919930-lionkingcase-iphone-7-7-plus-8-8-plus-funda-transparente--_JM,NA,NA,NA,NA,NA,#483919930,NA,NA,Lionkingcase
77," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Carcasa Transparen ",54.99,NA,0,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GLOBAL+BOX,https://articulo.mercadolibre.com.co/MCO-517148052-funda-iphone-8-plus-funda-iphone-7-plus-carcasa-transparen-_JM,NA,NA,NA,NA,NA,#517148052,NA,K8P-black,Yesgo
78, Funda Spigen Liquid Air Armor Para iPhone 8 Plus / ,82.65,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AJ.ONLINE,https://articulo.mercadolibre.com.co/MCO-490143949-funda-spigen-liquid-air-armor-para-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#490143949,NA,NA,NA
79," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Funda Coolden Clea ",78.99,NA,0,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GLOBAL+BOX,https://articulo.mercadolibre.com.co/MCO-517429701-funda-iphone-8-plus-funda-iphone-7-plus-funda-coolden-clea-_JM,NA,NA,NA,NA,NA,#517429701,NA,4335010730,Coolden
80, Estuche Funda Forro Otterbox iPhone 8/7 Plus Statement Negro ,129.9,NA,0,10,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BZ+GP,https://articulo.mercadolibre.com.co/MCO-496031857-estuche-funda-forro-otterbox-iphone-87-plus-statement-negro-_JM,NA,NA,NA,NA,NA,#496031857,NA,NA,NA
81, Ullu Funda Para Teléfono Celular Para iPhone 7/8 Plus - Smok ,859.7,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDREMATE,https://articulo.mercadolibre.com.co/MCO-471747278-ullu-funda-para-telefono-celular-para-iphone-78-plus-smok-_JM,NA,NA,NA,NA,NA,#471747278,NA,NA,NA
82," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Ikasus Brillante B ",78.99,NA,0,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GLOBAL+BOX,https://articulo.mercadolibre.com.co/MCO-517356352-funda-iphone-8-plus-funda-iphone-7-plus-ikasus-brillante-b-_JM,NA,NA,NA,NA,NA,#517356352,NA,NA,ikasus
83, Koogoo Para iPhone 8 Plus 7 Plus 6s Plus 6 Plus Funda Par... ,160.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-487372545-koogoo-para-iphone-8-plus-7-plus-6s-plus-6-plus-funda-par-_JM,NA,NA,NA,NA,NA,#487372545,NA,NA,Koogoo
84," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Ansiwee Armadura A ",68.99,NA,0,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GLOBAL+BOX,https://articulo.mercadolibre.com.co/MCO-516440545-funda-iphone-8-plus-funda-iphone-7-plus-ansiwee-armadura-a-_JM,NA,NA,NA,NA,NA,#516440545,NA,FBA_B01K78K522,Ansiwee
85," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Youmaker Oro Rosa ",120.9,NA,0,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-503117948-funda-iphone-8-plus-funda-iphone-7-plus-youmaker-oro-rosa-_JM,NA,NA,NA,NA,NA,#503117948,iPhone,NA,NA
86," Funda iPhone 8 Plus, iPhone 7 Plus Funda, Uarmor Glitter Fun ",66.7,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDREMATE,https://articulo.mercadolibre.com.co/MCO-472175642-funda-iphone-8-plus-iphone-7-plus-funda-uarmor-glitter-fun-_JM,NA,NA,NA,NA,NA,#472175642,NA,NA,NA
87, Brazalete Funda Ajustable Sport iPhone X 8 7 6 Plus Galaxy ,176.555,NA,0,NA,36 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ARTELECTRONICOS,https://articulo.mercadolibre.com.co/MCO-512482580-brazalete-funda-ajustable-sport-iphone-x-8-7-6-plus-galaxy-_JM,NA,NA,NA,NA,NA,#512482580,NA,NA,NA
88, Funda Case-mate Para Iphone 8 Plus - Neged Tough - Efecto Sp ,180.5,NA,0,29,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/APRECIOSDREMATE,https://articulo.mercadolibre.com.co/MCO-472151662-funda-case-mate-para-iphone-8-plus-neged-tough-efecto-sp-_JM,NA,NA,NA,NA,NA,#472151662,NA,NA,NA
89, Funda Piel Lujo Frances Noreve (v) Apple iPhone 8 Plus ,255,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-497981672-funda-piel-lujo-frances-noreve-v-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#497981672,NA,NA,NA
90," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda Unicorn Beet ",87.99,NA,1,12,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AUNCLICKSTORE,https://articulo.mercadolibre.com.co/MCO-506145973-funda-iphone-7-plus-funda-iphone-8-plus-funda-unicorn-beet-_JM,NA,NA,NA,NA,NA,#506145973,NA,JIA-03-SJK1,SUPCASE
91, Funda Para Iphone 7/8 Plus Funda De Estilo Elegante Y ,151.9,NA,0,99,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-484601111-funda-para-iphone-78-plus-funda-de-estilo-elegante-y-_JM,NA,NA,NA,NA,NA,#484601111,NA,iphone 7 plus iphone 8 plus,GUUL
92, Funda Piel Lujo Frances Noreve (h) Apple Iphone 8 Plus ,255,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723905-funda-piel-lujo-frances-noreve-h-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723905,NA,NA,NA
93, Funda Impermeable Para iPhone 7 Plus 8 Plus Carterlily Un... ,123.999,NA,1,899,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-487914612-funda-impermeable-para-iphone-7-plus-8-plus-carterlily-un-_JM,NA,NA,NA,NA,NA,#487914612,NA,NA,CarterLily
94," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Funda Geekzone ",48.9,NA,0,99,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-501138003-funda-iphone-8-plus-funda-iphone-7-plus-funda-geekzone-_JM,NA,NA,NA,NA,NA,#501138003,NA,4326522554,GeekZone
95, Apple iPhone 8 Plus Spigen Thin Fit 360 Carcasa Funda Case ,98,NA,0,999,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/GREYBAQUEROLEZCANO,https://articulo.mercadolibre.com.co/MCO-471217888-apple-iphone-8-plus-spigen-thin-fit-360-carcasa-funda-case-_JM,NA,NA,NA,NA,NA,#471217888,iPhone,8 Plus,Spigen
96, iPhone 7 Plus Funda A Prueba De Agua Para iPhone 8 Plus Comp ,108.999,NA,1,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-511992183-iphone-7-plus-funda-a-prueba-de-agua-para-iphone-8-plus-comp-_JM,NA,NA,NA,NA,NA,#511992183,NA,NA,MISHCDEA
97, Funda iPhone 7 Plus Funda iPhone 8 Plus Damondy Dibujos A... ,66.999,NA,0,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-483915577-funda-iphone-7-plus-funda-iphone-8-plus-damondy-dibujos-a-_JM,NA,NA,NA,NA,NA,#483915577,NA,NA,DAMONDY
98, Funda Resistente Para iPhone 8 Plus Con Protector De Pant... ,86.999,NA,1,900,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENCARGO-CO,https://articulo.mercadolibre.com.co/MCO-488480839-funda-resistente-para-iphone-8-plus-con-protector-de-pant-_JM,NA,NA,NA,NA,NA,#488480839,NA,NA,Encased
99," Funda iPhone 8 Plus, Estuche Para iPhone 7 Plus, Humixx Thin ",77.65,NA,0,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/AJ.ONLINE,https://articulo.mercadolibre.com.co/MCO-489831764-funda-iphone-8-plus-estuche-para-iphone-7-plus-humixx-thin-_JM,NA,NA,NA,NA,NA,#489831764,NA,NA,NA
100, Funda Piel Lujo Frances Noreve (l) Apple iPhone 8 Plus ,265,NA,0,7,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/CALLE+DEL.COMERCIO,https://articulo.mercadolibre.com.co/MCO-494723843-funda-piel-lujo-frances-noreve-l-apple-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#494723843,NA,NA,NA
101, Funda iPhone 8 Plus - Rebex & Ipaky 360 Funda Protectora ,104.9,NA,1,98,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JOSEANTONIOMOCLETON,https://articulo.mercadolibre.com.co/MCO-484599122-funda-iphone-8-plus-rebex-ipaky-360-funda-protectora-_JM,NA,NA,NA,NA,NA,#484599122,NA,NA,Rebex
