search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Potência de saída (RMS),Tipos de alto-falante,Quantidade de alto-falantes,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Conectores de entrada,Peso,Resposta mínima em frequência,Resposta máxima em frequência,Distorção,Voltagem,Largura,Profundidade,Altura,Cor
1269, Jbl Party Box 200 Caixa De Som Portátil Bt Led 120 Wrms ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				33
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 648
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/ALVARENGASYLVIO,https://produto.mercadolivre.com.br/MLB-856490774-caixa-de-som-portatil-pequena-mp3-usb-radio-_JM#position=5&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#856490774,WS,NA,909 RL,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270, Capa Case Bolsa Jbl Charge 3 Rígida Anti Impacto Prota Entre ,426,NA,"
			
				Novo
			
			
				
					 - 
				
				216
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3558
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,2954,https://perfil.mercadolivre.com.br/MILITAC,https://produto.mercadolivre.com.br/MLB-815647330-jbl-flip-4-speaker-original-prova-dagua-bluetooth-_JM#position=6&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,2684,190,39,11,30,#815647330,JBL,Flip,Flip 4,16 W,Subwoofer,NA,Ativo,G,Caixa,2.1,NA,0.524 kg,NA,NA,NA,NA,NA,NA,NA,NA
1271, Caixa De Som Portátil Pequena Mp3 Usb Radio ,220,NA,"
			
				Novo
			
			
				
					 - 
				
				23
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2112
		
		 sem juros
		
	

	
		",12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1164627308-caixa-som-amplificada-violo-guitarra-microfone-usb-40w-rms-_JM#position=7&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#1164627308,Briwax,NA,FBX-107,40 W,Woofer,NA,Tweeter,De piso,Caixa,5.1,Entrada para Microfone,2.75 kg,NA,NA,1 %,NA,NA,NA,NA,NA
1272, Caixa De Som Trc 439 Amplificada Com Bluetooth 300w Usb Led ,420,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3500
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,62,https://perfil.mercadolivre.com.br/GGEELETRONICNET,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=FaZ0fTRC4HlqeHwOHAl%2FyroFBin3awTZn34DLxMh%2BCZoPp89pJWyUAeXKSH9C1feudbbvCBNgnSsVVosvfO3XWJFBlJbvJ4QBRz%2FSimgrMrhLPrUqu3Gy22AljQ%2FjrtyqpaUUJSJNbbv%2FGaoqau%2Bdu3yBI2mgYabtyM1mhPIT1RI0wndTUI3up1VpK4VvTRbimleRkkGIgpDyU9I%2Fh4DxWO0tM1%2FMH%2BgqV5hhNLVrHaBVKJPQvl0bHy0DmLcTeiADXi9CKXRvkrR17IkyvgSQKUJH9Hc2k%2FgIVWq5j%2BVUXFxurhq%2BZKp13K0trP91ktf%2FZx%2BEh5e7n8Ap2IPhrF3e6N24glvH9loUBV14JmfWNbg%2BlrrVLaMfIS2wHlG%2FESRRoDRvqnaMGfUVT55F%2BYZzm9KAw7c9hy7jdZYnurso1uqQCM033JhxsFMLJpzH6mI32t51YN%2B3DhAQgQG%2B5nZEFCKemkeJYNunpVlH8sMGSrFaa1qWNJQtstzOXOHNnR50LhFN1whPLfaN4eVP5xhLYnHBFQr3jj%2BS6u6ZVKO5L54pK%2BVPzfi7385%2FayGyNJgXzTobAwwQNbtmTbqHlcRtKTyp%2FOXmu7uGoJO68JlGSfvRRjYJITiP8PlbKSixhGDAUKdeKSbJdn41BuL3qlZSDLGlbdaFXQmJZAleCp3gWKx2vZxjY3P%2Fl9UA39nBM972UFwVUWOCc7EnAIlJ4mIteRgZxF%2BsnmKu8ZIf2KWKeAAv9Kaza2bojaCzTNvlUmC%2FizcvFGMHKkv9uac%2BIQDFzCo6rF4HASGAyNvMxZ6umnaFmrU5xvWZtR8DjK3KFd7slXO4BVzhsrGpN%2F7iDAvMykFL0%2FckIxELXHz%2FKm243vNACGPuAyW49dVmrV%2BXSznJXDuTp%2Bxr6Mz44LGrKCV8TmEoB8GOKxk8YzufnF8zHmpZtJwzFRsITROAJnN4i3ntqjhQ62ZNaKw7eINq8mTTDjgTbMlZTgzXvuqHk9XfuU%2FpAKECYCSFyPyXucsi2uqWyaA%2Fk33k88I81mopkHmPNx0tQK7qC93mHMM2fId498c2JFME4z4XcmVjv0jna3sFUBVnVMHLXLPaPKq0bD7ogzvF9zTpC%2FRjU7ryDq%2F5qgmsUw%2B%2BMMUMjcY2Cg%2FESx5Hr1kJHqI5FfR7lDr9l%2BIR0asMnzr1JLNM87v9sdNOTeHD6xuXUZcm1cq3KNIgrchlwQZ1U1H2LdPmM1BOg5scZuHqFI08Ew1r%2FEmQ6Ex6gY7NPkFWulgFUqWMlsrkxuKYWUArdHl0OVGbAvFvWXRjFOjCmsPGoZY%2BYQW6h2X%2BlPGoU1Or%2FPt%2FVWAB4VpKBAX1fVU7s1BMA9aF5zXeYoJ2YMwUGbASgxKMlhfJIoyuP9KEpH1UeWGHWOR3IPgHQgbXOrfweSedzWyF4ideU1NLPVWUa49Yf3bSpj5gispSRO1fPlr98cz32NE5RhXEFRUfaT%2F%2Bo84tKsB%2BN1PBxDRPr5hwnJN9AON5lbegRMuYKBLJbZtvkZ1qaRpPoI2%2BZ2pI02i92vjhKnUfZZO4%2FK7mNgjFSFvRwYCtw9%2FIH6HMYaphhx7geGHYlpI6oBlHaoHANuzrIG4hDCVO7pBwP4fEYUV50oi5MoxK2MBQJ9BHCzUFJ%2BrEivawwAfPuHPChHrSlj0FknlBepLOc3g3hM%2BINFszoEuq7SiZ4Po9Qb5%2BrhvBJZnP%2BZFJE2yPEKLCP%2BHjqAnwy8rEtRk2dw5H2JWgbrbpXdGrMGNyojUMkn73ybIYCiZuq3aTRIxcbzwJNAZDgvee%2Bia2Nya2KTtrhsmoMf42iW5pWYDs83Pmrk8X4INX382RXBtFGwI84X6y%2BwCM1YYHI6ZiJg83iiF32tL5oys9zyasvrUJdf7CowMVHMj2BiSyj3mcmHhVsEFtLpTZ9cauLFGX%2FstZtSFgVAbe%2BfOK0GZ3AXeI4Hz4O5stTuGPvD2HuowG7SQoGYtG3qk7DM4ynAm04czmGAb03BFKNG6NTWTPCsAVCsR806vhSni,38,14,3,1,6,#1296932090,Grasep,NA,D-BH3202,100 W,dinamico,NA,DINAMICO,FRENTE,DINAMICO,100watts,USB,5.45 kg,NA,NA,NA,NA,26 cm,31 cm,53.5 cm,NA
1273, Jbl Flip 4 Speaker (original) Prova D'agua Bluetooth ,186,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1786
		
		 sem juros
		
	

	
		",86,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1217380205-caixa-de-som-bluetooth-pulse-sp230-30w-rms-usb-power-bank-_JM#position=9&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#1217380205,Multilaser,NA,SP230,30 W,NA,NA,Ativo,NA,Caixa,NA,NA,0.7 kg,NA,NA,NA,NA,NA,NA,NA,NA
1274, Caixa Som Amplificada Violão Guitarra Microfone Usb 40w Rms ,435,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3632
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,1.5,2,https://perfil.mercadolivre.com.br/CRB12017,https://produto.mercadolivre.com.br/MLB-1207400315-caixa-de-som-sony-srs-xb21-bluetooth-aux-nfc-microfone-_JM#position=10&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#1207400315,Sony,EXTRA BASS,SRS-XB21,20 W,NA,NA,unico,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275, Caixa De Som Bluetooth Pulse Sp230 30w Rms Usb Power Bank ,33,NA,"
			
			
				
				6
				vendidos
			
		",(995 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 617
		
		 sem juros
		
	

	
		",17,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1173933268-mini-caixinha-som-q3-portatil-bluetooth-mp3-fm-sd-usb-_JM#position=11&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#1173933268,Life Company,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,Auxiliar,457 g,NA,NA,NA,NA,NA,NA,NA,NA
1276, Caixa De Som Sony Srs Xb21 Bluetooth / Aux / Nfc / Microfone ,189,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1815
		
		 sem juros
		
	

	
		",15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1971,https://perfil.mercadolivre.com.br/POWERELETRONICOS2,https://produto.mercadolivre.com.br/MLB-1273219201-extreme-caixa-som-xtreme-grande-bluetooth-usb-aux-40w-nova-_JM#position=12&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,1262,346,188,69,106,#1273219201,JBL,NA,Xtreme,40 W,Super tweeter,1,Passivo,todos,Caixa,5.1,NA,NA,70 Hz,20 kHz,NA,NA,NA,NA,NA,NA
1277, Mini Caixinha Som Q3 Portátil Bluetooth Mp3 Fm Sd Usb ,242,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(83 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2018
		
		 sem juros
		
	

	
		",18,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,1207,https://perfil.mercadolivre.com.br/BRDISK,https://produto.mercadolivre.com.br/MLB-1225447218-caixa-de-som-bluetooth-com-microfone-mp3-player-radio-fm-546-_JM#position=13&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,916,230,37,7,17,#1225447218,Multilaser,NA,SP217,80 W,Redondo,NA,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Caixa,Digital,Entrada para Microfone,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278, Radio Relógio Jbl Tune Preto Portátil Original+nf Caixa Jbl ,299,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2492
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GGEELETRONICNET,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rHy5c5Axu%2FZoc7ADs0dxQt5OyuGf%2Be8W9podQ6DpFQc39M2zVOnsJDPqmNEJaqI4J7Fj1ExDQvGEehBxsbWtT7MkHcKCYjwtO6R3%2BGnmoLA1fYEBBzvSrqDyjTmjFiAy%2Fyi8b9c576p96mUpkqLGgwmCui%2FOu2%2FZpBUBYgOdcA2TO%2BMa9X5VR9U9GmvtAwBbNxgiGPlFlKsnykiKVKqa29x%2BD436YobSQYdyqRHm%2FCqUB3IS0SkEruoqMINcJ10fT5uqw17l%2Fke6wNxv0s9fAB2PmDTJvb2j%2Fwkr%2FjWZRu0HT1BzPQQqX1EC9DW6mayBglWL2hmNNjbR7PyjRCBKhG2iw9tuz8IgD0eTarqKq8JsrPGbOE0IOnAHTc%2BH5x%2FHx8q%2BLc3Q1GjtfjxMeQl9MBpmaGkMfaiCX6qpc7AgJoYAYVkMxLeARkxCF8eFKh9pmkISVKS1WDqZmIwRYPZC9mQKbC14BPjrLyrpY4pgZBb4iYPbix9cLMj7UuxyXwjdFq%2FeMjJvuMLDuJZaxK4RhibHQCfTnDUO%2BP25BYfSal6mZX7GZz0kh0Mw6EvB4CV4TXuld7SN%2BeD7YO%2Fo%2FhHohQh8zLLAro1mu7Xivy%2BJwK1YOnQiewWAPlOf1vnxcJMEfuAMuaqtauwiV74000dETSMwSHCYL%2B8x1G31YDcNY%2B%2Bu8KAGA9J7XYw6gT9A9RcPX8Y9ZD6CNyhAPCNF6ipW%2Fap8HB2D0eoE6vhdAfXrONTuAWb3TbKbz2eCjbj%2Bl4jm3V3xL3%2F8k1SWez6YVdBhsKpl4UMeGCWVlHSej2DeGD%2FRoLpFpvSjl7wwe%2FV6EZtrw2aUWFv%2FpmDrqlIJS%2B%2FzAKXvazx8%2Bf5DWyrXFGUWFjpx5nou2gagNkj6MifLApQLhmPMlMTA5A2HrSJ87aAvht0DisIIXc0rrahl2ZAZ6gW4PksihV5mT2pLyFWxaW3SNgfeZ7xvgmJDbd0b4SlnmFH6RTIfGeLRl8iA9A9772RstQD%2FxR49j5Zd7xplnmUWVXmj81QW238Qxu83sllvGkS%2BzRj3KY7n%2F%2FGL%2B5nE%2BUK9Hs8hmd8FuOuVOp0gat2%2FHxOse4jYa1X8eyVFu9%2BvU%2BTLWGmM15YCM5ca1qBmAbBGgcyscr6uit%2BSm9uJEehrp%2BhZbgQTTGkTa%2FsSsuau6cJc%2B7zfL1H2mLfRRAg9D%2BCNJcvaQAB749qmyfHl2BkO7CxEfsLvVu9jiP1Fzgj3KbSDfNTtxuvPGjaZwZWhvPaE5uzqZKVyedO%2F%2FB9%2BYmRLmp5S2dGjhz%2FK0y2YjG6PyXhu3qIZlQyPGhFkixVKdcJORg7x%2BIxIW%2BLsXXDGWNdRPIRYUcHvrZZj25nUSPkE1CXVob34jHXuUeRdTnqmKC%2FWADeXyS2mElo625ErF%2Fgf2ag%2BQfeu%2BekN362UP3AGnJLIhZUeFM2paFuLDO9HUSPZ3OyIacygayKDFZMIeoo3zb3j6FU282pChHg%2BdLYYdUcPZbbBjnx4%2FVp%2Fy0ZRU2xKPgLEHWyFYHHoTjIGqn9t43nmo31PIoLiJSF2PDknBsw%2FsZfNYw9HKu2qZmy7JmHKSKesCvgPrpHDs5INwsvvghOKY7Nh6lUWAZhFFxYiu92atW7hMEu1LHNL%2F%2F1awA3vu5BptIw6kJ%2Bx1eSHDPYVJjBrofbFjRa5Y%2BjyCmNbCnBpTGbpAjn%2FuJAU4ZH64ZIjEoFibF69XQ91fSjfjGuL5xFXJBjuru3QuGad%2FEVuwr3mukepuzbQfA5tqqZjevIGhbac9UYiW2%2FPz51lTJrjHrFQjT%2BpOjA3oiM3JoG%2Bx3gSBo7Mcx5OejNnScbH3%2BkpLmkh0WbLAiBbTUyzxHARoiFJ%2Fmqm3IniSFOt8Tjt%2Fp3iw4y43D3mA66L3M1%2ByyGpvrrTDD8YIkKFSgx1SaU9sOn9bjEhwDWRM52t%2BFBDNnZ2HdYD47u9vFghjs2swkABtvNq2PIig8L5G4xCn8lpf4Ar0%2BMgBR4h%2B%2FQ5zrGS5EWF%2BdntTWVfVuFBMg%3D%3D,NA,NA,NA,NA,NA,#1074121068,Grasep,GRASEP,D BH 8101,30 W,Dinamico,NA,Woofer,NA,Caixa,NA,USB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279," Extreme Caixa Som Xtreme Grande Bluetooth, Usb, Aux 40w Nova ",779,NA,"
			
				Novo
			
			
				
					 - 
				
				12
				vendidos
			
		",(7 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 6496
		
		 sem juros
		
	

	
		",96,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/VPSOM,https://produto.mercadolivre.com.br/MLB-704008105-caixa-de-som-com-bluetooth-jbl-soundbar-home-theater-bars-_JM#position=15&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#704008105,JBL,Soundbar,Studio Bar,26 W,NA,NA,NA,NA,Caixa,NA,USB,1.4 kg,NA,NA,NA,NA,NA,NA,NA,NA
1280, Caixa De Som Bluetooth Com Microfone Mp3 Player Radio Fm 546 ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				37
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2293
		
		 sem juros
		
	

	
		",93,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,4,https://perfil.mercadolivre.com.br/MERCADOFACILSHOP,https://produto.mercadolivre.com.br/MLB-1075258436-caixa-de-som-multilaser-6-em-1-100w-rms-sp250-com-nfe-_JM#position=16&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,4,0,0,0,0,#1075258436,Multilaser,NA,SP250,100 W,NA,NA,Ativo,NA,Caixa,NA,NA,3.6 kg,NA,NA,NA,127/220V,NA,NA,NA,Preto/Vermelho
1281, Caixa De Som Com Bluetooth Jbl Soundbar Home Theater Bars ,2045,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(50 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 17042
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,128,https://perfil.mercadolivre.com.br/SHOP+PRATICO,https://produto.mercadolivre.com.br/MLB-1108832823-caixa-som-portatil-jbl-boombox-bluetooth-prova-dagua-preta-_JM#position=17&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,106,9,4,3,6,#1108832823,JBL,Boombox,Boombox,60 W,NA,2,Ativo,NA,Caixa,NA,NA,5.25 kg,NA,NA,NA,NA,NA,NA,NA,NA
1282, Caixa De Som Multilaser 6 Em 1 100w Rms Sp250 - Com Nfe ,48,NA,"
			
				Novo
			
			
				
					 - 
				
				34
				vendidos
			
		",(67 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 800
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/LUG_ELETRON,https://produto.mercadolivre.com.br/MLB-1212390174-feitun-caixinha-de-som-bluetooth-3w-pequena-completo-_JM#position=18&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#1212390174,Faixa de som De ferro pequena Bluetooth,NA,Mini,5 W,REDONDO,NA,Redondo,qualquer,Caixa,nenhum,NA,70 g,NA,NA,NA,NA,NA,NA,NA,NA
1283, Caixa Som Portátil Jbl Boombox Bluetooth À Prova Dágua Preta ,94,NA,"
			
				Novo
			
			
				
					 - 
				
				45
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 903
		
		 sem juros
		
	

	
		",03,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,3,https://perfil.mercadolivre.com.br/STARLIFE+COMERCIO,https://produto.mercadolivre.com.br/MLB-693437999-caixa-de-som-portatil-pulse-3-bluetooth-usb-p2-led-cores-_JM#position=19&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,2,0,0,0,1,#693437999,M Importado,NA,Pulse 3,8 W,NA,NA,Woofer,Onde desejar,Torre,2.1,NA,NA,NA,NA,3 %,NA,NA,NA,NA,NA
1284, Caixa De Som Amplificadora Bluetooth 360w Usb Fm Trc 359 ,324,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2708
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CRSPSHOP,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=l7s3YKnRqfl9JRBNGdniuIICe3et8%2BbzptgcaWNkN6SgyzvJhXuV%2Fi2F0Lg2UnzgyACpHXQfCFZilThyJAgAc3AmmTB2P9FuyAvIHDNCx5Y7G9I%2B%2FJwe80XOlrbz6EB3NobmMI9gL%2BMgEsKMRxo2iTHJICticqFNPyFf6WBetKWyx2gJDSN2DEfZjgu6gzlfxPex9U2IbBW4kVvo7lkDhgkBYoZ%2BHddyIGnGmwtac3QPtnvjg98kRAlCfX5kXtV8ELw2%2FgPwwOrAKTQH3%2FVh2cebETXAKv%2BZEWHKywbvAaXhMdgZKqC6b7cjgEqN%2FaBCXPV1PW844fG0Mwyt%2FBXC1AveB2U6IxhqhbT3CSnFEIZThP%2Fu3cbEB16LQ9Z6B%2BJuGQs%2Fy7KQEUAtm%2FXW7X246mZxCrL9gN%2BJuJmEddD%2FV6i80hE8x0kGw0vMUbUCghIRhUWJq06xIEft422bXMsjRu2zV2pHA%2BkMj3GENXaRdB5BV%2F%2BwLdTGAxgws0pgOHwHWF%2FF2SPaWyhbgvgg7FSlaTRj%2FetrD0TuigILd0ZtbIthT6NpniEYrEH5zbOpp%2F1MreLhCCYVPx4%2FuMHA0M11mE3P1Sua%2Bh0VOMqiezMVweT7SQaTVL%2B3bEX59eaJ3EJGe%2Fm0MvOqDjK4dKFVGD1bSO0btfV2u5TJb7wG1qqHcLtixDT5goQEFNzaWRqUQPluSPqe%2FvEE1LhQc5nLSUDEl9kUXKtmBtoKiq2L1HzmU9XjN5xwbbU5jIaA2QmN64xo4Gz6Tx5v%2FcjcWCPzjQC2EZ7wAZCW4fUGJYV65GDhtrARJI1D2VmGcIOsHaE6Ze%2BAbE1M0dhMB0O%2BZgwTO2x%2F9YTECDjBYaQoA7NsVigHpp9Gd7qal%2BPRjUzUBgTuzv0X%2BS%2BnyUnF1llmttjm1OCa30dqq7zmCvkGjoASSI%2B17pUI4dDhE29xF4zpCnZZ6pLqh%2FsUPNRIrSOo9zzIeymTf0MOccR9sTYmxO1DZbm8EGASXfCMAzfs617EZVhlbi3hkNvSR4e8taH47z3J4uHa%2FoONe%2Fq3ik6itQ%2FPe4KP4RNbmkbnLiv1RzIuX9XqlbbLg8DACVJZpeniE0gbE6Te6vldEn43SIZ5lzF9kb0PKjedLw4jo6%2Fvo32M%2B5Sfh3waoYtcHaTQXm9o85XjTK4TyMIRQGujxCiPLTgy2gY1M5FglDBk7r8AT8on4U52bbMS33tdDLfbr2vJi9t4F3NiYzLWaA%2F6UeIcxTn1VvdoQDPkWQxlqyC4LfxRlUMY%2BhWQusYv9x4SYFbU3WSCNhpoJJilprNweik4UXi4IJ1jugygaZq5Mlm3sohoGwt80P1bj1l241YRwTmfEAv1rcrX%2BXTox6WypR2PM%2FesZMJiM4%2Br%2FRMG1xv48ITfQ2D%2Fe0GrYqrs5PQ0JM75eHShiL1002Cn0KvdHEbnQhetq0Kb8PSXRy%2BNBFaOZjUQABj9lsJFwsEQwlKNhzyDYNF5omVFGcjcmtGdNADPuFjufcG8SJSt8D85dMEGC96SwWYNk8usE6%2BKJB2VlcZJbFqSEBGPvcd7NXf9DYStPgd3wqcXdQKdmuECOMA%2FNqYJS1ugTaeqCXog%2BhJoX8A7in%2FHpv3fz7GoAbxnvNN21Hw4w%2FBbN%2FSifaulBLFSuRqoAII4GCL7CKU2Ht6M3VJ%2BOWeLcp%2FJvLXt5hhxddvKR67gSZhh2dExgkEz%2FnzivwlIKS0eekmpZyGhXBFIO4aq%2BP6mTQXdErwJjwx2UdcdGj%2B3YxNIkwYEJkSyBqKCZRAwotHFOewU%2B%2BiDE8vAirtZfANofL%2FHzz6h7aYpp4tF%2BfRU%2FprqOMqcy37jAF1rSB4I2rJw%2FQ4cyouxkBAvXrrtZuEU4HMCLHxV8KL33%2BVYCummDBPMMfPNMLynvC6ofnQ%2FwkquBtE5kIE%2FlnQn6M0A1p7H2JJ1jf27qjz%2F5LCVJDdJSMDrm7KL1%2Fi4MaRABFAJj6aTPjnJlkiM%2B%2F0b0XJb7tMaK99tgXhKBrIyApmLtYBY4iHyhsIkWoqlNjq%2F,NA,NA,NA,NA,NA,#1278033991,Knup,NA,KP-6026BH/D,50 W,NA,NA,Ativo,"Mesas, móveis e superfícies planas",Caixa,2.1,USB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285, Feitun Caixinha De Som Bluetooth 3w Pequena Completo ,46,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(27 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 770
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BRANCASHOP,https://produto.mercadolivre.com.br/MLB-932949495-multifuncional-wireless-speaker-caixa-de-som-bluetooth-usb-_JM#position=21&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#932949495,Yes,Primeira,HF-Q3,5 W,NA,NA,NA,NA,Caixa,NA,USB,457 g,150 Hz,20 kHz,NA,DC5V,NA,NA,NA,NA
1286, Caixa De Som Portátil Pulse 3 Bluetooth Usb P2 Led Cores ,44,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 831
		
		 sem juros
		
	

	
		",31,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/INFORMARCAS,https://produto.mercadolivre.com.br/MLB-1105836580-caixa-de-som-bluetooth-dancing-dog-atende-chamadas-celular-_JM#position=22&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#1105836580,Dancing Speaker,NA,BTS-07,3 W,NA,NA,Ativo,"Mesas, móveis e superfícies planas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287, Multifuncional Wireless Speaker Caixa De Som Bluetooth Usb ,123,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1032
		
		 sem juros
		
	

	
		",32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OICOMPREI,https://produto.mercadolivre.com.br/MLB-1228744250-caixa-de-som-potente-40cm-barra-bass-grave-subwoofer-20watts-festa-escritorio-sala-de-estar-consultorio-salo-barbearia-_JM#position=23&type=item&tracking_id=5a571735-6f4d-4c17-9fbc-ee0fb68fe073,NA,NA,NA,NA,NA,#1228744250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
