search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Voltagem,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Cor
827, Caixa De Som Bluetooth Altomex A76 Usb Sd Rádio Fm Grande ,74,NA,47,2,12x,7.12,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TNT+TECNOLOGIA,https://produto.mercadolivre.com.br/MLB-949714765-caixa-de-som-bluetooth-altomex-a76-usb-sd-radio-fm-grande-_JM,NA,NA,NA,NA,NA,#949714765,Altomex,A76 / A79 / A80,15 W,Woofer,Comum,1,redondo,digital,NA,NA,Audio,NA,NA,USB,NA,28 cm,13 cm,18 cm,NA,NA
828, Caixa De Som Amplificada Bluetooth C/ Microfone Usb Mp3 Sd ,299,NA,24,975,12x,28.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/OBVIUS_ACOUSTIC_BOX,https://produto.mercadolivre.com.br/MLB-1087812613-caixa-de-som-amplificada-bluetooth-c-microfone-usb-mp3-sd-_JM,NA,NA,NA,NA,NA,#1087812613,Grasep,DBH8104,40 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
829, Caixa De Som Bluetooth Kaidi Kd805 Prova D'agua Ipx4 'preta' ,182,NA,17,2,12x,17.48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/VINISCS,https://produto.mercadolivre.com.br/MLB-1200502037-caixa-de-som-bluetooth-kaidi-kd805-prova-dagua-ipx4-preta-_JM,1,0,0,0,0,#1200502037,Kaidi,KD805,16 W,Woofer,NA,"interno, externo",Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830, Caixa De Som Portatil Taramps Bt12 Bt-12 Bluetooth E P2 ,219,NA,8,92,12x,18.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,242,https://perfil.mercadolivre.com.br/SPORT+CARROS,https://produto.mercadolivre.com.br/MLB-1261573645-caixa-de-som-portatil-taramps-bt12-bt-12-bluetooth-e-p2-_JM,219,20,2,0,1,#1261573645,Taramps,BT 12,16 W,Caixa bt,Ativo,Portátil,Caixa bt,1,NA,NA,NA,NA,2,Auxiliar,NA,NA,NA,NA,0.676 kg,NA
831, Caixa Som Amplificada Portátil Rodinhas Bluetooth Tws Amvox ,590,NA,6,2,12x,49.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJADITUDOTEM.RJ,https://produto.mercadolivre.com.br/MLB-1197428322-caixa-som-amplificada-portatil-rodinhas-bluetooth-tws-amvox-_JM,NA,NA,NA,NA,NA,#1197428322,AMVOX,00503352,290 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832, Kit 10 Caixa Som Banheiro Prova Dágua Bluetooth ,165,NA,93,907,12x,15.77,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,2,https://perfil.mercadolivre.com.br/DIGITALBAISEC,https://produto.mercadolivre.com.br/MLB-1149622317-kit-10-caixa-som-banheiro-prova-dagua-bluetooth-_JM,0,2,0,0,0,#1149622317,Baisec,caixinha de som,10 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833, Som Maior Bowers-wilkins T-7preto Sistema Bluetooth Bateria ,2390,NA,5,45,12x,199.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SOMMAIOR+LOJAOFICIAL,https://produto.mercadolivre.com.br/MLB-1036207076-som-maior-bowers-wilkins-t-7preto-sistema-bluetooth-bateria-_JM,NA,NA,NA,NA,NA,#1036207076,B&W - Bowers & Wilkins,B&W T-7 Preto Bluetooth,24 W,NA,Full Range,Em qualquer lugar,Caixa,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834, Caixa De Som Á Prova D'água Bluetooth Mp3 Feasso Fasom-bt101 ,148,NA,29,7,12x,12.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/SUL_STORE,https://produto.mercadolivre.com.br/MLB-973717936-caixa-de-som-a-prova-dagua-bluetooth-mp3-feasso-fasom-bt101-_JM,3,0,0,0,0,#973717936,Feasso,FASOM-BT101,10 W,NA,Subwoofer,Portátil,Torre,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
835, Caixa Som Amplificada Bluetooth 1000w Rms Led Fm Usb Sd Aux ,1261,NA,2,17,12x,105.09,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1197362074-caixa-som-amplificada-bluetooth-1000w-rms-led-fm-usb-sd-aux-_JM,NA,NA,NA,NA,NA,#1197362074,Amvox,ACA 1001 PRETO BIVOL,1000 W,Subwoofer e Tweeter,Ativo,De piso,Torre,2.1,NA,NA,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,23.6 kg,Preto
836, Caixa Caixinha Som Portátil Bluetooth Mp3 Pen Drivefm E83 ,32,NA,5,977,6x,6.10,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GOLDENYATA+NOVO,https://produto.mercadolivre.com.br/MLB-1214850645-caixa-caixinha-som-portatil-bluetooth-mp3-pen-drivefm-e83-_JM,NA,NA,NA,NA,NA,#1214850645,Altomex,A37,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,300 g,NA
837, Caixa Som Bluetooth Amplificada 65w Rms Mp3 Fm Microfone Usb ,179,NA,15,9,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,100,https://perfil.mercadolivre.com.br/HASHTAG+COMERCIO,https://produto.mercadolivre.com.br/MLB-1266366823-caixa-som-bluetooth-amplificada-65w-rms-mp3-fm-microfone-usb-_JM,67,20,4,3,6,#1266366823,Briwax,FBX-105,65 W,Woofer,Ativo,De piso,Caixa,Simples,NA,NA,NA,NA,NA,"USB, Auxiliar",NA,NA,NA,NA,1.2 kg,NA
838, Mini Caixinha Som Q3 Portátil Bluetooth Mp3 Fm Sd Usb ,34,NA,16,1981,6x,5.67,NA,Envio para todo o país,NA,NA,3,2,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1173933262-mini-caixinha-som-q3-portatil-bluetooth-mp3-fm-sd-usb-_JM,0,0,2,0,0,#1173933262,Life Company,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,457 g,NA
839, Soundbar Lg Sj3 300w 2.1 Canais Bluetooth Subwoofer Wireless ,1149,NA,39,46,12x,95.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/JOVAL+INFORMATICA1,https://produto.mercadolivre.com.br/MLB-890449124-soundbar-lg-sj3-300w-21-canais-bluetooth-subwoofer-wireless-_JM,2,0,0,0,0,#890449124,LG,SJ3,300 W,NA,Passivo,NA,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,71 mm,47 mm,945 mm,NA,NA
840, Caixa Som Bluetooth Caixinha Usb Sd Rádio - Kit Atacado 4 Un ,139,NA,166,2,12x,13.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,8,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1071317488-caixa-som-bluetooth-caixinha-usb-sd-radio-kit-atacado-4-un-_JM,3,2,2,0,1,#1071317488,Grasep,BH1064,6 W,Woofer,Ativo/Passivo,mesa,Caixa,2.1,22 kHz,120 Hz,NA,DC5V,1,USB,NA,NA,NA,NA,NA,NA
841, Caixa Ativa 8 Master Voice Bluetooth Bateria + Microfone Mv8 ,209,NA,12,89,12x,17.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,899,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM5,https://produto.mercadolivre.com.br/MLB-969465415-caixa-ativa-8-master-voice-bluetooth-bateria-microfone-mv8-_JM,725,119,37,6,12,#969465415,JBL,Wind,NA,Woofer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,2.7 kg,NA
842, Caixa De Som Amplificada Bluetooth 2 Microfones Karaoke Prof ,899,NA,3,8,12x,74.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,72,https://perfil.mercadolivre.com.br/ANELISEPUFAL,https://produto.mercadolivre.com.br/MLB-1215764770-caixa-de-som-amplificada-bluetooth-2-microfones-karaoke-prof-_JM,53,10,6,1,2,#1215764770,Sumay,Thunder - SM-CAP12T,400 W,Ativos,12polegadas+corneta,diversos,Caixa,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2 kg,NA
843, Caixa De Som Amplificada Bluetooth 100w Rms Microfone Fm Sd ,264,NA,196,19,12x,25.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,102,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1147077240-caixa-de-som-amplificada-bluetooth-100w-rms-microfone-fm-sd-_JM,64,19,5,8,6,#1147077240,Multilaser,SP302,100 W,Woofer. Subwoofer,Ativo/Passivo,NA,Caixa,NA,NA,NA,Caixa De Som Amplificada,NA,3,Bluetooth. USB. Cartão SD. Auxiliar P2. Microfone P10. FM,85 dB,27 cm,22 cm,47 cm,2.615 g,NA
844, Jbl Boombox Caixa Portatil Bluetooth Bateria 24hrs Rev Ofic ,2022,NA,2,4,12x,168.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,542,https://perfil.mercadolivre.com.br/GENERAL+ELETRO,https://produto.mercadolivre.com.br/MLB-1150433675-jbl-boombox-caixa-portatil-bluetooth-bateria-24hrs-rev-ofic-_JM,427,45,21,20,29,#1150433675,JBL,Boombox,60 W,Woofer,Ativo,NA,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845, Caixa Som Portátil Torre Amplificada P2 Fm Sd Usb Bluetooth ,49,NA,20,4,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAPA4361683,https://produto.mercadolivre.com.br/MLB-1219583326-caixa-som-portatil-torre-amplificada-p2-fm-sd-usb-bluetooth-_JM,NA,NA,NA,NA,NA,#1219583326,GOLDENULTRA / MEX / GRASEP / SPEAKER,GT-145BT,8 W,não se aplica,Ativo/Passivo,De piso,Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846, Caixa Som Original Bluetooth Potência Ios Android Dk ,56,59,18,5,10x,6.48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RONC.,https://produto.mercadolivre.com.br/MLB-1246798911-caixa-som-original-bluetooth-potncia-ios-android-dk-_JM,NA,NA,NA,NA,NA,#1246798911,T&G,TG117,10 W,Subwoofer,Ativo,"praia, festa, carro, bicicleta, casa, sala, cozinha, quarto",redondo,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847, Áudio Conferência Jabra Speak 810 C/nfe + Pronta Entrega ,2490,NA,7,2,12x,237.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STI+COMPUTADORES-JOINVILLE,https://produto.mercadolivre.com.br/MLB-1064083533-audio-conferncia-jabra-speak-810-cnfe-pronta-entrega-_JM,NA,NA,NA,NA,NA,#1064083533,Jabra,8/10,6 W,Woofer,Woofer,Mesa,Caixa,5.1,NA,NA,Speak,NA,NA,NA,NA,NA,NA,NA,NA,NA
848, Caixinha Som Bluetooth Potente 80w Rms Portátil Mondial Usb ,229,NA,15,10,12x,21.97,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,120,https://perfil.mercadolivre.com.br/WE+MARKET?brandId=1869,https://produto.mercadolivre.com.br/MLB-1189438826-caixinha-som-bluetooth-potente-80w-rms-portatil-mondial-usb-_JM,75,26,8,3,8,#1189438826,Mondial,MCO-07,80 W,NA,Ativo,NA,Caixa,NA,NA,NA,Multi Connect,NA,NA,NA,NA,22 cm,12 cm,32 cm,2.2 kg,NA
849, Caixa Amplificada Multi Connect Bluetooth 500w Rms Amvox ,789,NA,7,53,12x,75.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,167,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166271500-caixa-amplificada-multi-connect-bluetooth-500w-rms-amvox-_JM,118,29,11,4,5,#1166271500,AMVOX,ACA 501,500 W,NA,NA,NA,Caixa,NA,NA,NA,Caixa Amplificada Bluetooth,110V/220V (Bivolt),NA,P2,NA,NA,NA,NA,NA,NA
850, Caixa De Som Bluetooth Q3 Usb Mp3 Aux Com Suporte Celular ,42,NA,NA,10000,6x,7.15,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JUNIOROUTLETSTORE,https://produto.mercadolivre.com.br/MLB-1209047783-caixa-de-som-bluetooth-q3-usb-mp3-aux-com-suporte-celular-_JM,NA,NA,NA,NA,NA,#1209047783,SOM,HFQ3,5 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,457 g,Paris
851, Caixa Acústica Pcx5500 Effects Dual Usb Philco Bivolt ,849,NA,4,1,12x,70.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,17,https://perfil.mercadolivre.com.br/BREUTRONIC,https://produto.mercadolivre.com.br/MLB-1225514502-caixa-acustica-pcx5500-effects-dual-usb-philco-bivolt-_JM,17,0,0,0,0,#1225514502,Philco,PCX5500,200 W,Subwoofer,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852, Logitech Ue Megaboom Speaker Bluetooth Roxo Promoção ,479,NA,37,14,12x,45.78,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/LOJAVISIVO,https://produto.mercadolivre.com.br/MLB-1108558966-logitech-ue-megaboom-speaker-bluetooth-roxo-promoco-_JM,2,0,0,0,0,#1108558966,Logitech/UE,MEGABOOM,36 W,NA,NA,NA,Caixa,2.0,NA,NA,NA,NA,NA,NA,80 dB,NA,1 m,22.6 cm,877 g,NA
853," Caixa De Som Portatil, Mini , Usb E Sd Com Radio Fm Com Lcd ",14,NA,21,29,2x,7.45,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/SMART+WEB,https://produto.mercadolivre.com.br/MLB-1246975158-caixa-de-som-portatil-mini-usb-e-sd-com-radio-fm-com-lcd-_JM,1,0,0,0,0,#1246975158,Horbi,A18A,3 W,Mini tweeter,Redondo,Portátil,Caixa,2.1,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
854, Caixa Som Portátil Recarregavel 5000w Multiuso Amvox ,829,NA,4,53,12x,69.16,NA,Entrega a combinar com o vendedor,NA,NA,4.5,167,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1166274422-caixa-som-portatil-recarregavel-5000w-multiuso-amvox-_JM,118,29,11,4,5,#1166274422,AMVOX,ACA 501,500 W,NA,NA,NA,Caixa,NA,NA,NA,NA,110V/220V (Bivolt),NA,USB,NA,NA,NA,NA,NA,NA
855, Speaker Mondial Vibe One - Sk-03 ,279,NA,5,92,12x,23.32,NA,Frete grátis,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/MONDIAL+ELETRODOM%C3%89STICOS?brandId=1671,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=xPv2DJd%2FU7UfPfcLoxSrChmRmZNVKyaBzrBO%2FlpyyW62VKmUeEPVlJwd%2FeZTUWER949%2FTJFDYEGNXql%2BAE4tzwqXicFpglXD1pikDOLhcX406WSqOo9y7R9NfwcLPnwQkDqB6%2FZ82SAUOjR8w6%2FuIofEnwj5uX89g2Ig99gACr14FzS31EM3diXeo%2BNFVe3kmLBr%2BjL416LMKSz0gCcXxKxsyrRXbkoAAQfBB0s03CpoxnQKwhnhy%2FSJ82HRcl5m1NdD36j59lEr%2B6%2BfE%2B36%2FcJija2eIoHwh18te6%2BrDHFdGoXOf8ijpKpkdL7TFiinp2Ie6FVsBI7irxfxvqaYDzL06J%2BDGJAdQE6atBH38cCp3n4ftL2UKAGn2l6aNQJeg9zvrT89gcY6f2ZGGbekkcM6%2BF4heLgjLT4V6C1K3RTNWp%2FTycnSC7zdyFsBgwcbRIImmpf5VfXbk9RFUWkPtceCuPSTOn5PpCuXziNBRIq3fbZoMUEnCxvbrGa6fq7HPCnlVY67tHCgChvf08UjMWrRPoHjfzogoqInFBvoJPJcZJomLeeMD9q4OeKdmVJbYAU9UQLVEW7ZQ05esqL1H0na%2FnMIHeKqs%2B8%2FQ2wtlfeRa%2BL0n093lghbp%2FsXqnpghoS5OAMRhmBDq0vA0ImDG28CShbMwlvlbP3NjcI3THW1pWWcCtYfbpLwJMKOzkG5Wqj9JE5KGCWcVHRDNmJStHc2zmPWcc9%2Fay0K8AjAfYxYcWg0VRqCoQ8HKjy4N7MlJvMM5uuZnU%2BEmMZgPrOCOFHQBbK%2FR6ml1p2WnZU4tRzywwvB%2BknnO4eznzrIW9ArY2qSagg%2Bz35awV4CvBb58kpoCSth8t%2FkE5lBMwEP1NH0W25bUjVC%2FU6uUhSIDb7LqWCxQOD9xXiPHYJ6SyctCMEkfTvIIilOv%2Bj%2BL%2FrglrsOAxCPa6odMPKann%2FXAMuLSHIkMSELe6%2BYYeHB0kiGn9POYHslyZ2unuUPkxAKdzp8%2F%2FCSvee8l%2Fnm%2F0JRC%2BtuudIk1Eyab9rXeIeknvEa0VoyfvQ8hxjek63DN%2FcI7y14OaJdvzgZrS8mutn4FzFYgQWbR8M9xVTmTLxSE%2BnyaMoyJiuqDHTbDgYHD0sayDUxQodHsUu8%2FChVDWdIWVbkfVRRVDAqOTxjQn9FtzWKp6CjgEvd118Wx0sHPOyj%2B3SgVEdIfMDKzRGlrfhsKsDjws9lqJCG4qh1EhaXjioTIWcqluae2Lb%2BSNZD7HSI17vWmm%2BE8rlRYASu%2BN3anZe23A5p%2BfN2rcyHXKGPEH8gnB%2B6zGiVkgNSLn%2B3t1tU7U4fH29bmwdjKdWRicHcohURTdth6FDb8RTKoF7G07SlRLh4VNjOTa6q5HxZ7xLA%2BxJjTvit4b0h4WYvYnqt9lahPl%2BTG2CfiABZc5nzryxAFaVfpROU0SZ%2BhfhlV%2BsVKIN3gn1ofUBPZg8DbvGqNPR8Kef0Bi55XIvvlbfKr%2B1SgOL2h38SN7xsh%2BWdu%2FssbxfFYUTi0NdgyEX%2FuAQ7miA6mNXri2TrpLm0Gor3aMH9FhFiPtTSzUndH36LGGwfBQTmFrsxzK%2FTe7SzIJ3culGJcbv7sx2SizWieSXRkmn3fan%2FyhKg38vgMeyDldw37bZgBx%2FPK3Pm9ZUAkMfoHm8g9r7uBmV7Dw8Bv4NtpdHuNtGvF3aLM6Nw9qiYD281AdGaLfGflteUoWlwx%2Bx0FCl5Tp9VWu5a31GBGwkM6S%2FZAKsL9kFHibAGV094%2FxCSHFhKU9K8iLoZiRpMsP2GbGlN92et3O7wnf3Up7SpEcMrL84a1aULWjzsiLRDr9eUbx3pTaRMJGGmRTXsdVvVZ0jbreR62%2FjayYjfaAvOSJg%3D,NA,NA,NA,NA,NA,#1088205345,Mondial,Vibe One,20 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,Auxiliar e Micro SD,NA,NA,NA,NA,NA,NA
856, Jbl Party Box 200 Caixa De Som Portátil Bt Led 120 Wrms ,1889,NA,1,2,12x,180.54,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/IDM+SHOP,https://produto.mercadolivre.com.br/MLB-1163811995-jbl-party-box-200-caixa-de-som-portatil-bt-led-120-wrms-_JM,NA,NA,NA,NA,NA,#1163811995,JBL,Party Box 200,120 W,Woofer,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857," Caixa De Som Charge 3 + Brinde Mini 3 Usb, Fm, Pendrive 30w ",151,NA,35,33,12x,12.62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2375,https://perfil.mercadolivre.com.br/RAILTONPEREIRAALVESPEREIRAA,https://produto.mercadolivre.com.br/MLB-1286905038-caixa-de-som-charge-3-brinde-mini-3-usb-fm-pendrive-30w-_JM,1764,336,136,51,88,#1286905038,JBL,Charge lll,30 W,Passivo,Nitido,Secos,Redondo,4.0,20 kHz,65 Hz,NA,NA,2,NA,80 dB,NA,NA,NA,1.55 kg,NA
858, Caixa De Som Jbl Flip 4 Bluetooth Preta Original - Envio Ja. ,439,NA,6,4,12x,36.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,507,https://perfil.mercadolivre.com.br/ANA.KARINY.SILVA,https://produto.mercadolivre.com.br/MLB-1272513423-caixa-de-som-jbl-flip-4-bluetooth-preta-original-envio-ja-_JM,456,37,7,3,4,#1272513423,JBL,Flip 4,16 W,Ativo,Ativo,NA,Caixa,NA,NA,NA,Flip Series,NA,NA,NA,80 dB,175 mm,66 mm,66 mm,NA,NA
859, Caixa De Som Bluetooth Xboom Go Pk3 Lg Meridian Prova Dágua ,289,NA,9,1,12x,24.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MANSURMARCIO,https://produto.mercadolivre.com.br/MLB-1271577358-caixa-de-som-bluetooth-xboom-go-pk3-lg-meridian-prova-dagua-_JM,NA,NA,NA,NA,NA,#1271577358,LG,XBOOM GO PK3,16 W,NA,NA,NA,NA,NA,NA,NA,XBOOM Go,NA,NA,NA,NA,NA,NA,NA,NA,NA
860, Speaker Sony Srs-xb31 Bluetooth Nfc Usb Auxiliar Bateria ,599,NA,171,1,12x,57.34,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,40,https://perfil.mercadolivre.com.br/INFINITY+STORE,https://produto.mercadolivre.com.br/MLB-691084709-speaker-sony-srs-xb31-bluetooth-nfc-usb-auxiliar-bateria-_JM,37,2,1,0,0,#691084709,Sony,xb31,NA,NA,Ativo,NA,NA,NA,NA,NA,EXTRA BASS,NA,NA,USB,NA,NA,NA,NA,NA,NA
