search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato,Modelo alfanumérico
531, Audifonos Inalambrios Bluetooth 5.0 Con Radio Y Microsd Mp3 ,110,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TITIEDUXD,https://articulo.mercadolibre.com.pe/MPE-436939728-audifonos-inalambrios-bluetooth-50-con-radio-y-microsd-mp3-_JM#position=4&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#436939728,NA,NA,NA,NA,NA
532, Audifono Bluetooth Motorola Pulse Escape Acuatico ,170,NA,1,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,20,http://perfil.mercadolibre.com.pe/ATOCONGOMULTISERVICE,https://articulo.mercadolibre.com.pe/MPE-434022170-audifono-bluetooth-motorola-pulse-escape-acuatico-_JM#position=5&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,17,3,0,0,0,#434022170,Motorola,NA,Pulse Escape,Over-ear,SH012
533, Audifonos Con Bluetooth ,39,NA,0,2,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CITELS,https://articulo.mercadolibre.com.pe/MPE-428011063-audifonos-con-bluetooth-_JM#position=6&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#428011063,NA,NA,NA,NA,NA
534, Audifono Bluetooth Inalambrico Mp3 Radio Fm Microsd 4en1 ,99,NA,3,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CSHOP1,https://articulo.mercadolibre.com.pe/MPE-425621351-audifono-bluetooth-inalambrico-mp3-radio-fm-microsd-4en1-_JM#position=7&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#425621351,NA,NA,NA,NA,NA
535," Audifonos Bluetooth Lambbyte AirPods Android , Ios | Oferta ",62,NA,90,310,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HLMGC,https://articulo.mercadolibre.com.pe/MPE-437584943-audifonos-bluetooth-lambbyte-airpods-android-ios-oferta-_JM#position=8&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#437584943,LamByte,NA,i7S TWS,NA,NA
536, Audífonos Earpods Nuevos I9s Tws Bluetooth Tipo AirPods ,100,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TOPECELPERU,https://articulo.mercadolibre.com.pe/MPE-435824642-audifonos-earpods-nuevos-i9s-tws-bluetooth-tipo-airpods-_JM#position=9&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#435824642,NA,NA,NA,NA,NA
537, Cargador De Auto Y Audifono Bluetooth Hd iPhone Samsung ,99,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BUFFALOS+TECHNOLOGY,https://articulo.mercadolibre.com.pe/MPE-433212146-cargador-de-auto-y-audifono-bluetooth-hd-iphone-samsung-_JM#position=10&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#433212146,Samsung,NA,NA,NA,NA
538, Audifonos Bluetooth Jam Tune In Hx-epc202-gy Gris ,169,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERU_DE_SHOPPING,https://articulo.mercadolibre.com.pe/MPE-435586597-audifonos-bluetooth-jam-tune-in-hx-epc202-gy-gris-_JM#position=11&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#435586597,JAM,NA,NA,NA,NA
539, Transmisor Emisor Bluetooth Optico Escucha Tv En Audifonos ,115,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIPASC,https://articulo.mercadolibre.com.pe/MPE-436082610-transmisor-emisor-bluetooth-optico-escucha-tv-en-audifonos-_JM#position=12&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#436082610,NA,NA,NA,NA,NA
540, Audifono Bluetooth Bluedio I4 Intercambiables Negro ,55,NA,12,888,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-419519322-audifono-bluetooth-bluedio-i4-intercambiables-negro-_JM#position=13&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,2,0,0,0,0,#419519322,Bluedio,NA,NA,NA,NA
541, Audifonos Motorola Pulse Escape Pluse + Camuflado - Negro ,139,NA,4,97,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=Qxa43EBR%2Fd8p%2BFgR%2FtQMQ1tzeHY7gHYc4HIJtZIcDsi963zY4W1QR7u9BVCmAysLSTxV4ya8KQjU46z39GTY5mOpFxoyvZK2%2FMVhYXVvQNwZ2RFcL1kWJWtP4HIeIo3MBLva7CEl%2F3R5EkStwJ878EvzEjpQNjDDzLn%2F7XJtsOvZub4wQjVa3%2B8BTR%2F91p3TDrild13Chqpnm6QV8xtY7e5jH6GNgLlmtc9oc%2F1Q0xZJe3G3mAUq69KPpugi5dsgofey9BzT0K7P%2B2ilv%2Ffs83VI31UXkqMq3d7v8mfZjypnCXCo5mRr6dWUSgVcksSW8Uk1gpnfAogHIoxB%2F0e1LBBWwfFKW8NchYRXjWKRVQdpdawzv7P2sZTH48MadWPyesm7UBR81nx2mwKD%2BAZ0nRDnIcNf060gRLF9ONcSFokGogfB%2F71NZD%2FX%2BgksbTSrKHVIQnPzmbAm9YIRgcr%2Ft066GDHjOP%2F3WXXCSjeOIr%2Bnzys%2FOuWU76qEl4bJpx%2FgiQ5XxK%2B%2FM6N5S%2F64kAVVqOsxnYWlBswJsOF4GmfUFBfljc2rjaGyr3m7fOe0P5cTzJWF2ph%2B937DHnM%2FOd%2F2UE1fqHlCkTpapz71alVH1Xfj04OJER2%2FBlSqJifktGdOdSsMnNPx9kJl4lFRp72OY7N2PVPQon8QIBmy7sBtNn4k%2B9pUnjdG%2BAmAdIH0Qhiniyh1z8Lr4zMB%2BwjgRfNK4tZazMw1Ts%2BXPk7uTPsS7TYgztXljx%2Bkzc%2BO73ffl%2BMsz1Zt%2FxPbopNduFFwf3HyjY0G3oX77FgW0%2Bcrke%2FaNKmt2jxZlTO30%2BRIF05k%2FXPDi3FdvD1nEGF9Vjp6eDgaG699qhe4%2FpfR%2FCnEBviE%2BLQbj9cPDVhmkbpzLr8CDhhzot83t8WdbFs58MoJBoZyE3sO4lbSHjOHAh8YryZnE2Opl6iipd1u%2BFjYzeSiGaPzBQjAyeRnYBbtCdB8BPH5gKKlTE3ls%2Bo0rRnNBglJpOoCH4YhddGloTCxwKaCBhqtbL0REIwAeg24GirSvQqAeOVSMFjwALpGGQDkpQsuN7c%2Fdp1AenahEwIoEhRfIVF8nSwRvzIJFQp%2BrhnrUvdVXLBGCb3MrKZtsWMHeJRRYSODEGrH4jw96nh9HadKj8EY6Q%2BJvqDmQmUamRy1gErPKavl6AKAFTiqLSH5J%2FxpgeQtHA7kdhDaInYKuc4f7ZW9jxRet%2Bc1zmza9o%2FvWIUWe%2BFYUbBlV%2BhFEH85LRHyWzHd1qkCHwIz%2B3MZb0QuocYdDQePJHX7%2BZgiGZofGD38PK0j0qwEllLpf4Y%2FAIaqkg9hY3Um7O%2Fnok9VQZZAAnFLqps26tEaAjWRx83JLzGwvqB6J487igCez3j0OOcwxa1MwCjGIZJiLULIOap8s36UuPre9IEAaOPD4igoNuLzuIyRWbKc6yPtQ0Fo6%2BnscGtK8OXNwOLxbPjQuPzOXpPtq%2BnrLV5XBd1zD%2Bsqt%2Bj%2Br5TWBoRG9EIAvDHoKxyGalIpabPzxlJK35mRnB0FDi36yVzkpt%2BnDuSjwoMQC1wV7rYvMjLoJm08nMWyxfSlUgrSfc6sDAiGUgyC15H4%2FBskUSPt5rFqckd4OvPY2NoD3zLwYqQlqN34erHkVZkocI36xZsiy88qdBFr2HK1KpNFWdwy5enuq6h9JgOKexnSI5tqeRSHAmu4DutiCHJxkKnWpotJ9YbyOqZlJe4Uzr917PBaJRhFfNOEgB2d0iTzqWvH,NA,NA,NA,NA,NA,#435783621,Motorola,.Audio,Pulse Escape,NA,SH012
542, Audifonos I12 Tws Original Bluetooth AirPods Pop Up ,139,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JESSICAJUOBONIFACIO,https://articulo.mercadolibre.com.pe/MPE-437721964-audifonos-i12-tws-original-bluetooth-airpods-pop-up-_JM#position=15&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#437721964,NA,NA,NA,NA,NA
543, Audifono Bluetooth Auricular Inalambrico Y Alambrico Hanfree ,69,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+LAKSHMI,https://articulo.mercadolibre.com.pe/MPE-431691765-audifono-bluetooth-auricular-inalambrico-y-alambrico-hanfree-_JM#position=16&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#431691765,NA,NA,NA,NA,NA
544, Auricular Bluetooth Recargable Banda Cuello Anticaida ,20,NA,0,16,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WWW.DATADATOS.COM,https://articulo.mercadolibre.com.pe/MPE-436534699-auricular-bluetooth-recargable-banda-cuello-anticaida-_JM#position=17&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#436534699,NA,NA,NA,NA,NA
545, Audífonos Panasonic Bluetooth 24hrs Extra Bass Wireles Hf410 ,149,NA,1,198,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=cC66E5ELM6z58dnaaK9o3wXbzazEcdQvwWjhMiw8TbvzJfQzCENh3%2BtukuB76179BVVCle0p49aRFdUD0%2F1Zaw1QzujUArcvyptueRRmbnsA93cjQiwPrO5UXJcSqDyHZLKHp5yYdV6GSs80060vKZFIruQZXCNKpDf%2FiBNTySmCcTam3CnDdc6TTkO16tQtFsZLUEyyRkoMnjI1m8LVH299qhEefbF%2F4tsJ6iy%2Bqj9T8xpNBQo07g3Z6Nqg9TtyoWoEn47veGItGxZ12Bq34pgsZyDksCnrXT%2FBp4p5Vormwueq0GY3diUckGLaLUYpWfpUWTrAifOW99lJF3fODcPWPqAuHyhiNsD8gMW9htlEr7%2FSkMWeGiUfWbUcTdsT0vo1X%2FD62Fx5bfoKUM3JLcxk%2F1HWDzNVNRGeskWsc%2BNjN4DUbNZ3kFI2aQ1CUakY52nEuG58%2BPFpp%2BlXI0%2BhlPlM9ZHNVu7fFDRh9srImxudjB%2B0OfEgumgD2efytaIII4Q30DH%2FHuTnWxc40a4kAgJTWyTcyT0ezM7s7oWBowv2HZnYDjkLKTYr%2BE0ijqzeWe0sK77KYClQtbFyfgGlkcA9UbDqkHDe45znAVWX6vxEPMbhh4FdoKs19N69i4wjApwrHe5Ys4AaTwYWFpnr7A%2FOFq614G%2Bf31s18oT%2FUYaZ%2FdawUD3iTQNVUPtOqtZfSk%2F7GeRqyPraDhnNdabG0KFcLE%2F3j6Q9qINoGCLki2D6N5KYVPuDuigodPkdC8LR80w%2BhQXY3aXUi1IcU1ahmSuocmdF2G8PqvtzTzT62Iy9d1cMGLGeg1zrl8Y5HcJk8zS7zYMRMX48BxNvHwJvpA2AbSLiFLcMilaTTpnffxNINTjwb1afW2q946gzQh%2FbTuNQvpAu%2FdMfQXuLi5tuLP7RSO3RETCLIPZjwAnnVc9SV4QM4Kfg8EqrW61G3RGvW49uOE%2BZVmByr5FvQRvhyO2vCU0%2FK5GVygU1Mtm9gjdTzah9KSdCEz1pFIBLOHucgA3ZQMv91%2FwRqJW5Vms%2BNDZBBsgeIM3iBj%2BT4thKlyX22W%2B8WZ2LGxUn9dfrl%2BupCcnhcGINydLT3pkrn%2F%2F3VyVKrcsN%2F8Q4ogwBA5BAGUMclKiF1z8xck4N%2B34yjoqY6%2FKLMp%2B1uZg%2BL7lCmBO5b5U%2Fr2oi2EdLICV3IfTiB%2FphVEN71vYrfvJIq19tWGYdfXmk%2FGYmhXfIWgvGQbUHivTuyhhDsDKUcxFfYJ4CaVA9Yh94K8Ynr4%2BE0ez%2BbCjK%2BErt%2FG%2BwKjuwY45I%2FlE4FtEI3RalruM%2F2uGEYri8TavdxHsrQ7errc07dszZlhA8fc4LW%2BrJBcg33pEBz6pMn3%2BgP5nZiWaSvsyFkmAXWSaIzTOMM9blOZGoRco8fmdNNKmzL787%2FcEM11QwMMiH0PLTHKGjboBmbjfcrs05u4M151NOQU%2BqxFHQL8PzrPxCuEUSwgTPGJ7GMJzcNMHXd1O4glkzlP6QsBB5y9PoI3EQHc19Tec%2BKzYV6nDtT%2Bv5IfSRABkSwA9aC1ckHWjKtqLn1ngboXYSCwoVe2tPAklJ3r8AAC4CWpY4pZO4vwUMstLDJonkD6CKmg%2BT5FiGloSPHSBuxdmeW%2BJ8AQ906gonJ25BInco1xaPxiQd83c4gBouHwa9kIjV%2BSCEiFJxkhzYWz2bYvlH7b0UDfBRjDX0g52c3rmnuYAg%2BVW8FxApUC5K%2FVf2CZxq2%2Fcj4uWoAu5lLyghhA94Lw%3D%3D,NA,NA,NA,NA,NA,#437311445,NA,NA,NA,NA,NA
546, Audífonos Estéreo Bluetooth Klip Xtreme Khs-660 Microsd/ Led ,90,NA,6,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/CAPTIVA-STORE,https://articulo.mercadolibre.com.pe/MPE-422268268-audifonos-estereo-bluetooth-klip-xtreme-khs-660-microsd-led-_JM#position=19&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,1,0,0,0,0,#422268268,NA,NA,NA,NA,NA
547, Audifonos Bluetooth Mpow Flame Ipx7 A Prueba De Agua ,140,NA,1,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANDREUS+STORE,https://articulo.mercadolibre.com.pe/MPE-435364478-audifonos-bluetooth-mpow-flame-ipx7-a-prueba-de-agua-_JM#position=20&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#435364478,Mpow,NA,NA,NA,NA
548, Audífonos Roman Z7000a Deportivos Bluetooth Hasta 8 Horas ,145,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/UNALUKA,https://articulo.mercadolibre.com.pe/MPE-437084898-audifonos-roman-z7000a-deportivos-bluetooth-hasta-8-horas-_JM#position=21&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#437084898,NA,NA,NA,NA,NA
549, Audífono Handfree Stereo Bluetooth V4.1 - Llamadas Y Musica ,19,NA,146,90448,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-421823791-audifono-handfree-stereo-bluetooth-v41-llamadas-y-musica-_JM#position=22&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,0,2,0,0,0,#421823791,NA,NA,NA,NA,NA
550, Audífonos Deportivos Bluetooth Bluedio Nuevo Tn2 - Negro ,70,NA,1,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PLAZA.NORTE,https://articulo.mercadolibre.com.pe/MPE-437806941-audifonos-deportivos-bluetooth-bluedio-nuevo-tn2-negro-_JM#position=23&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#437806941,NA,NA,NA,NA,NA
551, Audifono Bluetooth I11 ,75,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ADVANCELL24,https://articulo.mercadolibre.com.pe/MPE-436898685-audifono-bluetooth-i11-_JM#position=24&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#436898685,NA,NA,NA,NA,NA
552, Audifono Bluetooth Bluedio I4 Intercambiables Colores ,55,NA,45,855,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-418894438-audifono-bluetooth-bluedio-i4-intercambiables-colores-_JM#position=25&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,2,0,0,0,0,#418894438,Bluedio,NA,NA,NA,NA
553, Audífono Con Bluetooh Inalámbricos Imantados Modelo 2019 ,24,NA,0,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FROG_PEOPLE+_IMPORT,https://articulo.mercadolibre.com.pe/MPE-436890521-audifono-con-bluetooh-inalambricos-imantados-modelo-2019-_JM#position=26&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#436890521,NA,NA,NA,NA,NA
554, Audifonos Bluetooth Manos Libre Hbs-730 Negro - Blanco ,19,NA,138,599,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,2.9,8,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-421823418-audifonos-bluetooth-manos-libre-hbs-730-negro-blanco-_JM#position=27&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,3,0,0,3,2,#421823418,NA,NA,NA,NA,NA
555, Audifonos Bluetooth Metalix Pro Extra Bass Wireless Philips ,139,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434668266-audifonos-bluetooth-metalix-pro-extra-bass-wireless-philips-_JM#position=28&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#434668266,Philips,NA,NA,NA,NA
556, Receptor Bluetooth Convierte Tu Audifonos A Bluetooth ,35,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SERVIPRODUCT+OVEJITA,https://articulo.mercadolibre.com.pe/MPE-430240845-receptor-bluetooth-convierte-tu-audifonos-a-bluetooth-_JM#position=29&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#430240845,NA,NA,NA,NA,NA
557, Audífonos Bluetooth E1c Tipo AirPods Sin Cables Stereo Rojo ,49,NA,2,898,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-433207017-audifonos-bluetooth-e1c-tipo-airpods-sin-cables-stereo-rojo-_JM#position=30&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#433207017,Beneve,NA,NA,NA,NA
558, Skullcandy Audifonos Crusher Wireless Bass Sound Bluetooth ,379,NA,1,105,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO,https://articulo.mercadolibre.com.pe/MPE-436811342-skullcandy-audifonos-crusher-wireless-bass-sound-bluetooth-_JM#position=31&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#436811342,NA,NA,NA,NA,NA
559, Audífonos Bluetooth E1c Tipo AirPods Sin Cables Stereo Azul ,49,NA,1,899,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MEGARICKHUNTER,https://articulo.mercadolibre.com.pe/MPE-433206977-audifonos-bluetooth-e1c-tipo-airpods-sin-cables-stereo-azul-_JM#position=32&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#433206977,beneve,NA,NA,NA,NA
560," Audifono, Bluetooth, Radio, Sd, Mp3, Nuquera ",29,NA,1,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+RINCONDELCOCO,https://articulo.mercadolibre.com.pe/MPE-432556538-audifono-bluetooth-radio-sd-mp3-nuquera-_JM#position=33&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#432556538,NA,NA,NA,NA,NA
561, Lentes De Sol Con Audifonos Bluetooth + 2 Cambios Gratis ,120,NA,5,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/SHAVELI,https://articulo.mercadolibre.com.pe/MPE-428053220-lentes-de-sol-con-audifonos-bluetooth-2-cambios-gratis-_JM#position=34&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,1,0,0,0,0,#428053220,NA,NA,NA,NA,NA
562, Jbl T450bt Wireless Audifonos Bluetooth Pure Bass Harman ,149,NA,0,299,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELEAZARALATAMARINO,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=02hOIl4tm7Zg%2BEryHyyrjUARJv7hs00JV7lRZJTiLjMSpH9XevtsX4r9puZDTuS2BWamG3mmHDj3wVTEi556w%2Bxb7jgeWx0SUsipMI%2BODPH695JMMjBvfjdy27P%2Be0DPFhjceo8VMWb8vOgyfyAujYFZ%2FzyMI5aIRLEjUTlBsbz0bO6ordb8cA22V0RcteBLsYcns9rqUcRLP4PbJDzlTLRbJy4MW56MOlifPQx6QC422%2BXoD0kBpVwLYTlYAEZE57f3EbZ8ZFOfNSyiv0pAD3aGOlIbVLWvj2bAtvhYPcJ1rXkVfaWZqet8vcET0xvj48p0JvUnQL2Yo0vLUebtRQS80eO5GznXOVenOtE%2FkRkffw%2FXFliEPh9iO2CfC2ZcXnViwLXaMh3UF6sYtsfvPgnF8hrvZ0j265B4yk8nid3SlFl%2BVxumZcIWnv0PF4hWt0%2BQt2hc7rGkL5L1WVFp%2BVAlr6TgW%2FSq9bRo5sky4SlFU0afcAefSvmjlNzYHEDoO4YcVmJls8nRW5UP8HF5N%2FiwW69tVzRhyXzuAk0FkCDMBlWwzem7nSrC8JjfDdkV5aqp0feWsbX38amNaauFkeLAc6elsByT0YR7%2F0gngnEGqMMtMBF2glWSGfxzFUBmHVoN2aDXwCacxu2pTsqG9YDM%2BMrdSjIZjAGQTOZT7MPB%2FIaixEgbllaNVUhJl6VQE1a67GPc2gGyJt5gLnPuFS3PwBS2Tpv8sDD5KuD5c0smNfJBfWGEIT0kV3buu494hHZTOE88TZyLRDD4T%2B%2BdrNVahv0Ab09OUqM0pQdjMAuDRUVrvlOFDOp%2FApy%2F0qz1uAjsOsS5gghVKACjUwspSDxw9P019hgdUE3G2Mub6F2hbtdnBOHvL%2FEGNGqQhL1%2B%2BFaIrtfDp%2F6XrWIovgXjNrZi1lL2%2FYNpj53nm9aUTBLHTrX9r9IOUgo052sL3cp9AiVHgDXHVorFgCB8fZbLih%2BHx5xa1Kxy4aM2k8VP5mMFkmQ83A4sOQxwX8uZI0LjoAw1KMS%2BbUjwYIkQbTSWEunOi5bHroa%2Bzhkc4PtZhmDUk341BpxGSh8QRPNhwqkdJnBKff4FwDMZGUTpIs8US9ce%2FTVshBPOnQEytYr3oXkpHI94swxFz6Ma7KJisex%2BEVmMXItNrmeMsiRkxQj4AkFmEI4Uw2MedXDYCT6UeT%2F1KHz5FqpBkaShbPBxnSZFVuGOqRtvTRJJEHRTnL%2FCeovDjV1uMp8d2WXFFfm102jnSzOJo5z3%2BXwANdmO%2F6fIRNHCYo2E5ELfPFEh%2Fyxqg%2BoKyr5Ak%2B%2BMkvv9GV0kcr2X9sesysk%2FudKJSqVUNgMeTVMfpSXXIz6dqB6H42E2Dp%2FHeQvGLRhv07hJLapmV%2FBq4l4GM75Ip8HtEwCr7mtNKpD1NZP%2FQD9BNkUGiyX0WkYnHIMZD1SlcMXS%2FhgF9rY%2BFwJpE1n5D7S%2BWCHl2OXelT1bI2lOqDini8CEo0gcHez%2BTb%2FCgx9Cz7Nhgnj4qdgrF%2BiNnviuJqhVPTj3joW2s64rt%2BuTttbO0eGPPg2kroBjd0U1eWfyUAr0ryfVeyOkxdgl2LCyAIJ9P8OMpQo0GfbJtJUMsWBnlQlxGzmkJ5Iwoe8n%2Fbkhbgfk63o5rYHDFF2ISXMdFNKONN9KsCBKpkkDPBBBajG1jXP84dRQhI0g2zcziM2i92ukQj9h1GiNFBFEIq2gFm%2BhheKHWv7bFlZz70RzajldHBfao3Ms%2BQcsDnTM,NA,NA,NA,NA,NA,#437740034,NA,NA,NA,NA,NA
563, Handsfree - Auricular / Jakcom Et ,49,NA,1,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECSHOPOFICIAL,https://articulo.mercadolibre.com.pe/MPE-436793543-handsfree-auricular-jakcom-et-_JM#position=36&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#436793543,Jakcom,NA,ET,NA,NA
564, Audifonos Bluetooth Con Adaptador ,30,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CRCEVA,https://articulo.mercadolibre.com.pe/MPE-435696804-audifonos-bluetooth-con-adaptador-_JM#position=37&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#435696804,NA,NA,NA,NA,NA
565, Auricular Bluetooth V42 Llamadas Inalambricos Negocios Nuevo ,215,NA,1,11,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436366312-auricular-bluetooth-v42-llamadas-inalambricos-negocios-nuevo-_JM#position=38&type=item&tracking_id=4b709ed2-4ffe-43c8-b6ac-8ee1216e00ec,NA,NA,NA,NA,NA,#436366312,FLINEVE,NA,NA,NA,NA
