search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Peso,Linha,Voltagem,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Resposta máxima em frequência,Resposta mínima em frequência,Cor
672, Mini Caixa De Som Bluetooth Prova Água Ventosa Lançamento ,19,NA,62,199,3x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA+HZ,https://produto.mercadolivre.com.br/MLB-1218100482-mini-caixa-de-som-bluetooth-prova-agua-ventosa-lancamento-_JM,NA,NA,NA,NA,NA,#1218100482,Importado,BTS-06,3 W,Subwoofer,Subwoofer,Portátil,Caixa,2.1,NA,70 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673, Caixa Som Harman Kardon Onyx Studio 5 50w Preto Bluetooth ,1099,NA,25,1,12x,91.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/IMPORIUM+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1021827081-caixa-som-harman-kardon-onyx-studio-5-50w-preto-bluetooth-_JM,2,0,0,0,0,#1021827081,Harman Kardon,Onyx Studio 5,50 W,NA,Harman,NA,NA,NA,NA,2980 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674, Jbl Charge 3 Camuflada Zap Malta Mosaico 100% Original ,619,NA,64,17,12x,51.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2376,https://perfil.mercadolivre.com.br/NEWCARCUSTOMS,https://produto.mercadolivre.com.br/MLB-687646924-jbl-charge-3-camuflada-zap-malta-mosaico-100-original-_JM,1764,336,136,53,87,#687646924,JBL,Charge 3,20 W,"Tweeter, woofer",Tweeter,De piso,Caixa,2,2,NA,charge,NA,USB,80 dB,NA,NA,NA,20 kHz,20 Hz,NA
675, Caixa De Som Portátil Trc 334 Bluetooth 150w Amplificada Led ,379,NA,12,1,12x,31.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DELOX+OFICIAL?brandId=1640,https://produto.mercadolivre.com.br/MLB-1208840082-caixa-de-som-portatil-trc-334-bluetooth-150w-amplificada-led-_JM,NA,NA,NA,NA,NA,#1208840082,TRC,TRC334,150 W,NA,NA,De piso,Caixa,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
676, Caixa De Som Ativa Af 8 Bluetooth Usb Sd Fm 100w C/ Controle ,535,NA,16,998,12x,44.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,167,https://perfil.mercadolivre.com.br/ELETR%C3%94NICAMS,https://produto.mercadolivre.com.br/MLB-1185004764-caixa-de-som-ativa-af-8-bluetooth-usb-sd-fm-100w-c-controle-_JM,114,40,9,3,1,#1185004764,Datrel,AT 8.100 bluetooth,100 W,Woofer,a,"CASA, Igrejas, Estudio, Festa, Balada, Show, Evento",Redondo,AUX. SAIDA P/ PASSIVA,1,9 kg,NA,NA,RCA,NA,29 cm,28 cm,40 cm,20 kHz,20 Hz,NA
677, Caixa Som Bluetooth Portátil Iluminada Rádio Sd Usb Pendrive ,27,NA,16,3,5x,6.04,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/A7NOVIDADES,https://produto.mercadolivre.com.br/MLB-1180186292-caixa-som-bluetooth-portatil-iluminada-radio-sd-usb-pendrive-_JM,NA,NA,NA,NA,NA,#1180186292,Exbom,CS-A12BT,5 W,Woofer,Mini tweeter,Portatil,Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678, Micro System 2.1 Bluetooth 1000w Mp3 Fm Pc Bivolt Caixa Som ,237,NA,21,9981,12x,19.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,61,https://perfil.mercadolivre.com.br/LUNNA+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1154888103-micro-system-21-bluetooth-1000w-mp3-fm-pc-bivolt-caixa-som-_JM,40,6,9,3,3,#1154888103,XTrad,XDG-13,20 W,NA,Ativo,"pc, tv, notbook",Caixa,2.1,NA,NA,NA,90V,NA,NA,NA,NA,NA,NA,NA,Preto
679, Caixa De Som Para Tv Smart 80 Wats Bluetoth Soundbar Mts2019 ,379,NA,8,92,12x,36.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGAOFERTA1000,https://produto.mercadolivre.com.br/MLB-1229699953-caixa-de-som-para-tv-smart-80-wats-bluetoth-soundbar-mts2019-_JM,NA,NA,NA,NA,NA,#1229699953,tomate 80 wats rms,Mts-2019,80 W,Woofer,Subwoofer,"sala, De parede",Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680, Caixa De Som Charge 2 Usb Pen Drive Bluetooth ,60,NA,68,1,12x,5.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,311,https://perfil.mercadolivre.com.br/BOSA1266404,https://produto.mercadolivre.com.br/MLB-1038114252-caixa-de-som-charge-2-usb-pen-drive-bluetooth-_JM,186,81,18,6,20,#1038114252,JBL,Charge 2,15 W,NA,Ativo,NA,Caixa,NA,NA,500 g,NA,NA,Auxiliar,80 dB,NA,NA,NA,NA,NA,NA
681, Caixa Som Pcx5500 Effects Bluetooth 200w Rms Potente Philco ,659,NA,6,7,12x,63.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,17,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1178161193-caixa-som-pcx5500-effects-bluetooth-200w-rms-potente-philco-_JM,17,0,0,0,0,#1178161193,Philco,PCX5500 EFFECTS,200 W,NA,NA,NA,Torre,NA,NA,7.24 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682, Jbl Boost Tv - Original - Lacrada Buetooth E Tv Nota Fiscal ,699,NA,6,29,12x,66.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MW-DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1205269064-jbl-boost-tv-original-lacrada-buetooth-e-tv-nota-fiscal-_JM,NA,NA,NA,NA,NA,#1205269064,JBL,Boost TV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84 mm,122 mm,376 mm,20 kHz,20 Hz,NA
683, Capa Case Jbl Charge 3 Rígida Transpor/ De Acessórios + Alça ,120,NA,214,36,12x,10.01,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2376,https://perfil.mercadolivre.com.br/JKRDEARAUJO,https://produto.mercadolivre.com.br/MLB-945218434-capa-case-jbl-charge-3-rigida-transpor-de-acessorios-alca-_JM,1764,336,136,53,87,#945218434,JBL,Charge 3 (capa),0 W,Somente a capa para JBL CHARGE 3,SOMENTE A CAPA P/ JBL CHARGE 3,SOMENTE A CAPA P/ JBL CHARGE 3,SOMENTE A CAPA P/ JBL CHARGE 3,SOMENTE A CAPA P/ JBL CHARGE 3,2,NA,NA,NA,NA,80 dB,9.5 cm,NA,8 cm,20 kHz,65 Hz,NA
684, Caixa De Som Amplificadora Lenoxx 290w Ca-340b Preta -bivolt ,479,NA,7,2,12x,39.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPLOKO_ML,https://produto.mercadolivre.com.br/MLB-1177042745-caixa-de-som-amplificadora-lenoxx-290w-ca-340b-preta-bivolt-_JM,NA,NA,NA,NA,NA,#1177042745,Lenoxx,Ca-340b,290 W,NA,NA,NA,NA,NA,NA,7200 kg,NA,NA,NA,NA,39 cm,35 cm,57 cm,NA,NA,NA
685, Logitech Ue Megaboom Speaker Bluetooth Vermelho Promoção ,519,NA,10,18,12x,43.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LOJAVISIVO,https://produto.mercadolivre.com.br/MLB-1108556737-logitech-ue-megaboom-speaker-bluetooth-vermelho-promoco-_JM,1,0,0,0,0,#1108556737,Logitech/UE,MEGABOOM,36 W,NA,NA,NA,Caixa,2.0,NA,877 g,NA,NA,NA,80 dB,NA,1 m,22.6 cm,NA,NA,NA
686, Caixa De Som Bluetooth Canhão 40w Portátil Mp3 Usb Fm Sd Au ,209,NA,45,2,12x,20.06,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,101,https://perfil.mercadolivre.com.br/VEM+C%C3%81,https://produto.mercadolivre.com.br/MLB-1145700915-caixa-de-som-bluetooth-canho-40w-portatil-mp3-usb-fm-sd-au-_JM,64,18,5,8,6,#1145700915,Briwax,FBX-106,40 W,Woofer,Passivo,Potatil,r,2.1,NA,1.645 kg,NA,Bivolt 110v ou 220v,USB,NA,NA,NA,NA,NA,NA,NA
687, Caixa Som Bluetooth Mini - Pendrive - Sd - Auxiliar - Fm ,149,NA,146,43,12x,12.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1871,https://perfil.mercadolivre.com.br/BEATRIZAPARECIDALUCASDOSREI,https://produto.mercadolivre.com.br/MLB-1241031004-caixa-som-bluetooth-mini-pendrive-sd-auxiliar-fm-_JM,1217,321,170,67,96,#1241031004,JBL,JBL XTREME,40 W,Caixa,Subwoofer,Portatil,Caixa,5.1,2,NA,NA,NA,USB,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
688, Mini Caixa Caixinha De Som Prova D'água Bluetooth Branca ,22,NA,17,33,4x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ISSOOUAQUILO,https://produto.mercadolivre.com.br/MLB-1179036687-mini-caixa-caixinha-de-som-prova-dagua-bluetooth-branca-_JM,NA,NA,NA,NA,NA,#1179036687,NA,Bts06,4 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689, Caixa De Som Portátil Bluetooth Charge Mini 3+ Fm Pen Drive ,38,NA,17,43,6x,7.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SERRANA+FERRAMENTAS,https://produto.mercadolivre.com.br/MLB-1282468929-caixa-de-som-portatil-bluetooth-charge-mini-3-fm-pen-drive-_JM,NA,NA,NA,NA,NA,#1282468929,JBL,Charge Mini 3+,20 W,Woofer,Woofer,"Ar livre, Festas, Lazer",Caixa,4.1,NA,400 g,Creature,NA,USB,NA,NA,NA,NA,NA,NA,NA
690, Caixa Amplificada Aca 292 New 290w Amvox ,499,NA,10,10,12x,41.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,169,https://perfil.mercadolivre.com.br/VIRTUALPRAX,https://produto.mercadolivre.com.br/MLB-1176468600-caixa-amplificada-aca-292-new-290w-amvox-_JM,129,28,9,1,2,#1176468600,AMVOX,ACA 292,290 W,Tweeter,Ativo,NA,NA,NA,NA,7.6 kg,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,Preto
691, Mini Caixinha De Som Bluetooth Portátil Ventosa Cor Preta ,24,NA,20,1,4x,6.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IMPACTOVENDASS,https://produto.mercadolivre.com.br/MLB-1028833063-mini-caixinha-de-som-bluetooth-portatil-ventosa-cor-preta-_JM,NA,NA,NA,NA,NA,#1028833063,Importado,BTS-06,NA,NA, 1,"Banheiro, azulejo, vidro",NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
692, Caixinha Som Portatil Q3 H-maston Bluetooth Mp3 Pen Drive Fm ,46,NA,118,34,6x,7.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,6,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-932944457-caixinha-som-portatil-q3-h-maston-bluetooth-mp3-pen-drive-fm-_JM,5,0,0,1,0,#932944457,Yes,HF-Q3,5 W,NA,NA,NA,Caixa,NA,NA,457 g,Primeira,DC5V,USB,NA,NA,NA,NA,20 kHz,150 Hz,NA
693, Caixa De Som Bluetooth 18w Subwoofer Wireless 2.1 P2 Fm Sd ,88,NA,22,28,12x,8.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LEVIS+MAGAZINE,https://produto.mercadolivre.com.br/MLB-1247457394-caixa-de-som-bluetooth-18w-subwoofer-wireless-21-p2-fm-sd-_JM,NA,NA,NA,NA,NA,#1247457394,Infokit,VC-G320BT,18 W,Subwoofer,Ativo/Passivo,movel,Caixa,2.1,NA,NA,NA,NA,Entrada para Microfone,75 dB,NA,NA,NA,NA,NA,NA
694, Caixa De Som Speaker Jbl Go2 Original Min Full ,169,NA,12,1,12x,14.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1497,https://perfil.mercadolivre.com.br/STOCKCARNET,https://produto.mercadolivre.com.br/MLB-1081548430-caixa-de-som-speaker-jbl-go2-original-min-full-_JM,1374,98,18,4,3,#1081548430,JBL,jblgo2,3 W,Subwoofer,Ativo/Passivo,Piso,Caixa,2.1,1,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
695, Som Bluetooth Portatil Para Smartphone Tv Usb Stereo B28s ,120,NA,29,397,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/AER+MAGAZINE,https://produto.mercadolivre.com.br/MLB-806064012-som-bluetooth-portatil-para-smartphone-tv-usb-stereo-b28s-_JM,1,1,0,0,0,#806064012,H'maston,B28S,20 W,Woofer,Woofer,"tv, smarttv, estante, home, churrasco, piscina, lavanderia, radiofm, som, soudbar, hometheater",Caixa,2.1,4,800 g,CAIXA DE SOM HMASTON,USB / BIVOLT,USB,NA,NA,NA,NA,NA,NA,NA
696, Caixa De Som Bluetooth Altomex A76 Usb Sd Rádio Fm Grande ,74,NA,45,2,12x,7.12,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TNT+TECNOLOGIA,https://produto.mercadolivre.com.br/MLB-949714765-caixa-de-som-bluetooth-altomex-a76-usb-sd-radio-fm-grande-_JM,NA,NA,NA,NA,NA,#949714765,Altomex,A76 / A79 / A80,15 W,Woofer,Comum,1,redondo,digital,NA,NA,Audio,NA,USB,NA,28 cm,13 cm,18 cm,NA,NA,NA
697, Caixa Som Bluetooth Portatil 65w Rms Mp3 Fm Microfone Usb ,179,NA,1,4,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,100,https://perfil.mercadolivre.com.br/QUERINOSHEILA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=GxkxgWQf3mEVCDoS09C81BvZ%2BZ%2BSq7vgt4qF018j2bwgAMd8JHDFcYxdkT6nQFgkvTIPWZLzGxq4hlf77JLbATr8dEFCz%2FTJCosUNPGqyA8WnrldusVAi4cmDLVhNlLLsgl9jQc2pAvPS6S3fVjKfffEqobxAZSwrkZ%2FlWgz6uwTWiZ7dhujckasGGUtjQty3zhaQ3g3VJq3kFRb097wrnToDmz%2Fcl%2B%2FhlK6qkVxwdeL3ycVmO7XfB%2F5a2ZKZ5zKiB0r3B%2BkJmCKrYCML%2BZ468vJs3G2OEsiiYiqMyZMZCgui9k9HQyH9xKzJ9wHLGeFnwtHwDw%2FIsznf2jdcykAyRZUpuNxWoyXH%2FJ5TX%2BTrwHserwsBTYu1DNwotTLijBSprXth1jn0y4%2FrKKme4y7r2jlOIo7%2BzeTXNDerKjrO4vXW7YViY8hYNR1qQ2ZWef02zkqgdmgsa4lTckfpUKYVz3l%2FKlbZAuQFE6PwbRCUsWuSx7pl0Ho%2F6t5Q8YkLO%2BZR4f3wJEGwBEYmh9rRxK8X6A9%2B0qzSImdHmTvG6mAkm4ijOzT6mOOj1ZAvoH4IOOopcZkRXVvjEv%2BUI0GW0O0a989WQIZnRFVBR3loChRVJbZXxSht1leGPIWlvJNUW3yPIrghjpMt%2Fau6R2KJJMWiYiZNDvAD3B9s4GEYqqo%2BcrgJil5Pnluvzc0uesJ0%2FzU3Y6H4Ku3GF7Rrmg%2Fa5bhtW1dTSybEF1mBKX2TdzDR0KCuA1OA3hEMcxh4cF08ZsSoxgJe4P%2F7UOSWiXkwQGooL2AcXYJhTcJcmv%2BKfmKmA0tMbc4d9Bd52rVQqQZDZevMljDD9SICdeY8dsgA6qdYxu1J78f1z%2BSvshAdjN92EfAV%2FsA6Gj11NhWwtnjSOwVq2zxiQVLo90kQi2OUo8wNz390ciB2HVcC07nbRauQcBrvM41h1%2B3tggbaqAIskTGxaASMdrgdrziHpHuJhLLgr12fHob1YjvFlYrOkAFkRs3LQD7tqmK%2BNDrbDdZhznyEqbDgikDVq8Z642OKZGUExNE3aBiJQa3YdUehhlASCx0IgEckDQF1jdla6YQGyjJbqn%2Bixna1gsNz9ub7FwGzqXrhm0vHiq52HsumZURVNIkOWfsfYxem3wc80PRiAQQ4%2B3b%2FADB%2BzqK5BRogj4oKriK4y6G2gz8bWP5a2NhmlYaIL%2FNBPWfkzr0%2BQRc%2FkoilVmYdck2ZxhJkhkcGYPQOqLQv5VhxE6fQZJuptVNwdpXciUcAdVAc7CEaJcXw77NBQJHpLzNd2Zl%2BobcgRcgw1YNPwK8StJnufYIHxn7AVjJHjYeCaBHQS6TVO4WvInWzJfbPP6vtGHyag2RBr0dYNl9CL2WPLl54EeE4PKikwMTcFC7QjTvTAZOcoYkETeP7uXNLBgQQk91bBHcIhl1E6VJlxo4DQ2uoKl2eP9oR94J639246Y5xp5fBAFOxW1spKdzSGufkflEM9GlXgRwDqrhnpQb2LJGMtNkwZRpJ1%2FVwOCNIHZfnaivJl3b0ZbfSEh9zUi%2FUiEkfjvbi6DYkksUd57XwFayQ7o4v1FoQprdE6%2BX%2B9dyxZfpbwI1bNwT8ojke9ykpYsmOu0Yoeobibkw6QAKfmhG4YGhCXstuVbYfeuBOAPTywPNT40R3ORXT66qZg6vYYuQej5BOxTbGm92yFSDEyur%2Fekz%2BvcrmUua3rOgg4NXSPWN8%2B8uAUW5gt40v%2FaseiqYiEK88J1C0WrY2oH5AWT9S97yaIjC63pnaa1k3lj1yeQxrGo0UCtaDTE%2FRJ%2FWrFRYLfgsA1ZdKgTcc9gZpFi6vMCm19PXQlsAfgtQq0slta10%2BtXYF9DCnED18xnsiM3GLd3o%2BOCozk90Dh4dGAtsgdA46T1E%2Brmh3q7m2Cs%2FtA%3D%3D,68,18,5,3,6,#1281888759,Briwax,FBX-105,65 W,Woofer,Ativo,De piso,Caixa,SIMPLES,NA,NA,NA,NA,"USB, Auxiliar",NA,NA,NA,NA,NA,NA,NA
698," Micro System Jbl Com Bluetooth, Usb E 10 W Rms - Ms202 ",779,997,137,77,12x,64.98,NA,Envio para todo o país,NA,NA,4.8,6,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-919233679-micro-system-jbl-com-bluetooth-usb-e-10-w-rms-ms202-_JM,5,1,0,0,0,#919233679,JBL,MS202,10 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,215 mm,110 mm,375 mm,NA,NA,Preto
699, Caixa Som Amplificada Fm Usb Sd Bluetooth Falante Ms-188bt ,82,NA,1027,18,12x,7.90,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,146,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-841587791-caixa-som-amplificada-fm-usb-sd-bluetooth-falante-ms-188bt-_JM,97,25,14,5,5,#841587791,Yes,MS-188BT,15 W,NA,NA,NA,NA,NA,1,300 g,Caixa De Som Bluetooth Amplificada,BI-VOLT 110/220,Auxiliar,NA,NA,NA,NA,NA,NA,NA
700," Caixa De Som Jbl Pulse 3 Portátil Bluetooth Preto, ",789,NA,11,3,12x,65.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,22,https://perfil.mercadolivre.com.br/INFOATUAL,https://produto.mercadolivre.com.br/MLB-945429132-caixa-de-som-jbl-pulse-3-portatil-bluetooth-preto-_JM,18,1,0,0,3,#945429132,JBL,Pulse 3,20 W,NA,NA,portátil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Preto
701, Black Friday Jbl Go 2 Original Portátil 1 Ano Garantia + Nfe ,179,NA,36,998,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1497,https://perfil.mercadolivre.com.br/RICARDOALTOVALE,https://produto.mercadolivre.com.br/MLB-1106449075-black-friday-jbl-go-2-original-portatil-1-ano-garantia-nfe-_JM,1374,98,18,4,3,#1106449075,JBL,GO 2,3 W,NA,Passivo,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,180 Hz,NA
702, Caixa Amplificada P/ Microfone Guitarra Violão Lx100 Nca Ysm ,413,NA,19,993,12x,34.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/YOUNGMUSIC,https://produto.mercadolivre.com.br/MLB-948076207-caixa-amplificada-p-microfone-guitarra-violo-lx100-nca-ysm-_JM,NA,NA,NA,NA,NA,#948076207,LL Audio,Lx 100,30 W,Woofer,Tweeter,"Igreja, banda, estudio, casa, som.",Caixa,3,NA,9.35 kg,NA,NA,"P10, RCA",NA,NA,NA,NA,NA,NA,NA
703, Caixa De Som Bazooka Acabamento De Couro 40w Pulse - Sp265 ,377,NA,NA,2,12x,31.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BR2TI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=qAmBJysWQkz6XvMTUD%2BfxGdtWinctO8QkwfjPb1V35fJktkJgGw0dRos4tBgAtFWjyt974QnU%2Bd6kU%2FnduRYK8V84UnsOQLyzAtm021p3nFwwwJDMja6dxd%2BpoymovUao3s9QSsB3ljXdHN1gIcPcnvFvYqauCOJL%2F4%2BnCIFo%2BdVrxOKdqM5eTkjJcdDV4P6mRaPYrvio4oW3Gs55PO%2Bkq0%2FO93TyV2Rx3699JX3OPqRDR4QI4DYTTwSutetaE74t0kwFkqZQjIakeeO0qVgoxuftfoDy7o%2BJewTWqcX78Vv5JrwLf0HXUJ%2FWm%2BuSLXzegSTeOzsZtG3KUUYsDy3nd%2B36bGPvZ3c1%2FT4hrlTof1Za1eprzjo3MQ74dKexf2zkGqOGoxwucRc1bcMEdX9BUv8BikFZdT9ikxkznMq6PSuYpE2bsSGEFNhbr%2FAuMUf7wCHSmdofNSvjBv1%2F66bMrzyAIXOL2ScVDoKGZK%2F7FyxU%2BMmqIsF0He8ZvPuW1xe%2BgLRtp7YTlk42XCddNC8RBihb0eMSrJVx7TZuIP5tyZuTxPaX41iDHC5GkmNOdydza9lv4CShfRTrgcHyqKzkEcG4v%2B98IRogH00J2TvMNyQ2WOjMFLh%2B6AoN%2F1acc9tpQnmeS17pLDYFHG72QhUwhTIbq70NDnq4gcrjBPSRgJX6rPvy%2B%2FiDngafRMIB%2Fo8p%2Fogwyvb8hkxQJNyH31%2FjDunI53SW6%2BUG%2BPGZHUAmWSDUu3EFvCCy97LxDCPVqbXVuBceTYF%2FLdXu%2B%2B9Rzoe1FU07agI5kNV0xZkT8MJ8m21%2FrhSkWnjS2GKe%2Fb4eIFm8NvjWOcT8c3vFeTZr2RL4r9V%2FUr46VmHd%2FVreL36cT2u5ZsL1z9tZLO0oUyscVqux8BKa3oSm7oVmeI2erWs9vPHFxqTiGryRaOI%2FMOJYaOro24Pchxslhl4%2BnuC62jqtSWezGCBN1uCL1hAW1y4IfMh5gnh1dK8Afy6ut1vDfhQUHgxPkAXb5Mu0RMfjEZ8uvcbOLZBs8tf4kY4RtCgWGYi%2Boh1frHdc4bzVQd2kgSjH2roup9ou%2FE87tOQJx0AhURGPw%2FMZdoSiuTMkateRzGcV%2Fi1e3ma3HYeEPA781UjjAAaCFR6ZU5c9diMBEXr32qTdLkKR1JymIwnoP%2BFfLGDl6gOmuBic%2Fwtgv08JDbGfUtlEbIgnOSbx%2B5GXZClr%2BW5QskcZboNw2fkKuOCgVOrwCW0TeNTAuFmVRSy0BGTq92yn4wMrOAFUd4dGEPgv2xagMJqyXf%2B8C3k7nRZO0DN1RDTJ6Hd1%2BB38YaA03kM8Ne6SS5HMLypEm8iLWPfq2Oziut6ugp%2B%2BT4DTxS0IF1zBrk%2Fw1BoFBkvl2xHsLQ2RtVVnCzb7%2FdjBnJJSLick%2FF%2B%2BTuSMr%2Bv0xtUPMUksUgejGM4q4jUlPE6GXEEdq10dqWV3Ctsmjzcddknnkd04y1d18YEmbTMZKHQtwE9IaeP%2Fm8oPDU61Wpxte%2B9axiZnuhonYXPiCvc6WdiHb67PWKpc6N5H%2Ba4wk8itPPlHqNs%2BuYy5I6paAwZbSZgA8znz3G%2FGPUCHi0RvNItmyW9iRtPAjjbthiF04HAapB6bRaXcmJOhITmH8Md3Z2Htstkoik1fMdEdBZkltN5vc%2F9jViakX6DsoppC1eBAvQn4d%2FvbqmXD%2B1chWJ%2FnQflt%2BzQ6rDrr00sOJ8KtHnbv0KSSvdqg60GlkAMoyxxBBHVqsUpQvlS6xn5vGkZjdqWhmwwGWxItPtNJGWPJjhnFf7Mwx0GxZ6llgNQAeQNcVHCFxGr1sksR0a9kZMMMpOcnr%2F8ZLE10gnTdRTFOEGaSu65iIrbIh1Hv5LxdYCR22CGcIu72cF8XPf36FTTig%2F0m2AN%2BJwgkXa%2Bdw%3D%3D,NA,NA,NA,NA,NA,#1266561546,Multilaser,SP265,40 W,NA,Ativo/Passivo,De piso,Caixa,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
704, Kit 10 Caixa Som Banheiro Prova Dágua Bluetooth ,165,NA,89,911,12x,15.77,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,2,https://perfil.mercadolivre.com.br/DIGITALBAISEC,https://produto.mercadolivre.com.br/MLB-1149622317-kit-10-caixa-som-banheiro-prova-dagua-bluetooth-_JM,0,2,0,0,0,#1149622317,Baisec,caixinha de som,10 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705, Caixa De Som Mondial Mco-07 Multi Connect Thunder Vii ,191,NA,58,298,12x,18.26,NA,Envio para todo o país,NA,NA,4.3,116,https://perfil.mercadolivre.com.br/GAZINSHOP?brandId=1117,https://produto.mercadolivre.com.br/MLB-977236869-caixa-de-som-mondial-mco-07-multi-connect-thunder-vii-_JM,72,26,8,3,7,#977236869,Mondial,MCO-07,80 W,NA,Ativo,NA,Caixa,NA,NA,2.2 kg,Multi Connect,(Bivolt),NA,NA,32 cm,12 cm,22 cm,NA,NA,NA
