search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de filtros do alto-falante,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Modelo alfanumérico,Voltagem,Tipos de alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Cor,Peso
393, Caixa De Som Speaker Google Home Wi-fi Voz De Vitrine ,419,NA,14,28,12x,34.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BRAZUCACOMERCIO,https://produto.mercadolivre.com.br/MLB-1213828374-caixa-de-som-speaker-google-home-wi-fi-voz-de-vitrine-_JM,NA,NA,NA,NA,NA,#1213828374,Google,Google Home,3 W,Ativo,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,Branco,1100 g
394, Caixa Som Ambiente Jbl Selenium C621 Preto C621p 100w Par ,489,NA,14,186,12x,46.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BEST+BEAT,https://produto.mercadolivre.com.br/MLB-1208857569-caixa-som-ambiente-jbl-selenium-c621-preto-c621p-100w-par-_JM,NA,NA,NA,NA,NA,#1208857569,JBL,C-621,50 W,Passivo,20 kHz,85 Hz,Ambientare,NA,NA,Woofer,ambiente,NA,NA,1,NA,90 dB,22 cm,18 cm,29 cm,NA,3.225 kg
395, Caixa Som Amplificada Recarregável Bluetooth Usb Microfone ,227,NA,74,4,12x,21.79,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,101,https://perfil.mercadolivre.com.br/SATURNO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1153493059-caixa-som-amplificada-recarregavel-bluetooth-usb-microfone-_JM,64,18,5,8,6,#1153493059,Briwax,FBX-106,30 W,Subwoofer,NA,NA,FBX,NA,NA,Super tweeter,De piso,Caixa,5.1,NA,USB,NA,NA,NA,NA,NA,1.645 kg
396, Caixa De Som Jbl Charge 4 Original Novo Nota Fiscal ,784,NA,7,2,12x,65.41,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,87,https://perfil.mercadolivre.com.br/MARLENEBERNARDO1,https://produto.mercadolivre.com.br/MLB-1261832187-caixa-de-som-jbl-charge-4-original-novo-nota-fiscal-_JM,60,11,9,1,6,#1261832187,JBL,Charge 4,30 W,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
397, Caixa Amplificada Portátil Bluetooth 100w Rms Microfone Fm ,385,NA,528,23,12x,32.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,10,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-965584118-caixa-amplificada-portatil-bluetooth-100w-rms-microfone-fm-_JM,6,2,0,0,2,#965584118,Vinik,CP100BT,100 W,Ativo/Passivo,NA,NA,Caixa De Som Amplificada,7908020907527,NA,NA,NA,Caixa,NA,3,Bluetooth. USB. Cartão SD. Auxiliar P2. Microfone P10. FM,85 dB,27 cm,22 cm,39 cm,NA,2.615 g
398, Caixa De Som Bluetooth Lg Xboom Go Pk5 ,479,NA,10,1,12x,39.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RGSFERREIRA,https://produto.mercadolivre.com.br/MLB-1217241219-caixa-de-som-bluetooth-lg-xboom-go-pk5-_JM,NA,NA,NA,NA,NA,#1217241219,LG,PK5,20 W,Tweeter,NA,NA,XBOOM Go,NA,NA,N/A,N/A,Caixa,2,NA,NA,NA,NA,NA,NA,NA,1.2 kg
399, Caixa De Som Jbl Xtreme 2 Preto 40w Original Nfe Garantia ,1159,NA,6,1,12x,96.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,113,https://perfil.mercadolivre.com.br/KINGSOM+UTILIDADES,https://produto.mercadolivre.com.br/MLB-1230362097-caixa-de-som-jbl-xtreme-2-preto-40w-original-nfe-garantia-_JM,88,16,5,1,3,#1230362097,JBL,Xtreme 2,40 W,Passivo,20 kHz,70 Hz,NA,NA,NA,Portátil,NA,Portátil,NA,1,NA,80 dB,13.6 cm,13 cm,29 cm,NA,2.4 kg
400, Caixa De Som Bluetooth Kaidi Kd805 Prova D'agua Ipx4 Preta ,194,NA,19,2,12x,16.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VINISCS,https://produto.mercadolivre.com.br/MLB-1200478599-caixa-de-som-bluetooth-kaidi-kd805-prova-dagua-ipx4-preta-_JM,NA,NA,NA,NA,NA,#1200478599,Kaidi,KD805,16 W,Woofer,NA,NA,NA,NA,NA,Woofer,"INTERNO, EXTERNO",Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA
401, Caixa De Som Portátil Jbl Party Box 300 Bluetooth - Partybox ,2499,NA,3,153,12x,208.25,NA,Envio para todo o país,NA,NA,4.8,35,https://perfil.mercadolivre.com.br/DIRETOCOMVOCE?brandId=1328,https://produto.mercadolivre.com.br/MLB-1235796557-caixa-de-som-portatil-jbl-party-box-300-bluetooth-partybox-_JM,30,4,0,0,1,#1235796557,JBL,PartyBox 300,60 W,Ativo,NA,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA
402, Caixa Som Amplificada Bluetooth 1500w Rms Fm Usb Sd Aux Led ,1541,NA,6,13,12x,147.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-1234185192-caixa-som-amplificada-bluetooth-1500w-rms-fm-usb-sd-aux-led-_JM,NA,NA,NA,NA,NA,#1234185192,Amvox,ACA 1515 PRETO BIVOL,1500 W,Ativo,NA,NA,NA,NA,110/220V (Bivolt),Subwoofer e Tweeter,De piso,Torre,2.1,NA,NA,NA,NA,NA,NA,Preto,33.6 kg
403, Caixa Acústica Philco Pcx11000 Com Conexão Bluetooth Bivolt ,1299,1580,20,51,12x,108.32,NA,Envio para todo o país,NA,NA,3,1,https://perfil.mercadolivre.com.br/BRITANIAELETRONICOSSA15E?brandId=199,https://produto.mercadolivre.com.br/MLB-1089287632-caixa-acustica-philco-pcx11000-com-conexo-bluetooth-bivolt-_JM,0,0,1,0,0,#1089287632,Philco,Pcx11000,1200 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404, Caixa De Som 6 Em 1 Amplificada Com Bluetooth Usb Mp3 Sd Mic ,214,226,1095,67,12x,17.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,628,https://perfil.mercadolivre.com.br/STCSMART,https://produto.mercadolivre.com.br/MLB-926239115-caixa-de-som-6-em-1-amplificada-com-bluetooth-usb-mp3-sd-mic-_JM,445,119,37,15,12,#926239115,Deko,SY-658,15 W,Woofer,NA,NA,AMPLIFICADA,SY-658,NA,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil",Caixa,Digital,NA,Entrada para Microfone,NA,NA,NA,NA,NA,NA
405, Caixa Som Portatil Amplificada Bluetooth Recarregavel E13 ,66,NA,584,5,12x,5.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,40,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-919859264-caixa-som-portatil-amplificada-bluetooth-recarregavel-e13-_JM,23,8,3,2,4,#919859264,Yes,MS-144BT,15 W,NA,NA,NA,Reader Speaker,Caixa De Som Portátil Bluetooth Amplificada,Bivolt,NA,NA,Caixa,NA,1,USB,NA,NA,NA,NA,NA,NA
406, Kit 20 Caixinha De Som Ws 887 Bluetooth Usb Pendrive Atacado ,339,NA,13,987,12x,28.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/ELLECTRO.COM.BR,https://produto.mercadolivre.com.br/MLB-1190166359-kit-20-caixinha-de-som-ws-887-bluetooth-usb-pendrive-atacado-_JM,2,0,0,0,0,#1190166359,WS 887,Ws-887,5 W,"Ativo, USB, Card",NA,NA,NA,NA,NA,Mini tweeter,NA,Caixa,2.1,NA,"Auxiliar, USB",NA,NA,NA,NA,NA,NA
407, Jbl Charge 4 30wats Caixa De Som Bluetooth Original ,768,NA,7,46,12x,64.07,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,87,https://perfil.mercadolivre.com.br/PRIMOS+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1281052373-jbl-charge-4-30wats-caixa-de-som-bluetooth-original-_JM,60,11,9,1,6,#1281052373,JBL,Charge 4,30 W,Ativo,NA,NA,NA,NA,NA,Pasivo,NA,pasivo,5.1,NA,NA,NA,NA,NA,NA,NA,965 g
408, Caixa Caixinha Som Portatil Bluetooth Mp3 Recarregavel 144bt ,115,NA,25,5,12x,9.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-925234907-caixa-caixinha-som-portatil-bluetooth-mp3-recarregavel-144bt-_JM,NA,NA,NA,NA,NA,#925234907,Yes,MS-144BT,15 W,Redondo,80 kHz,18 kHz,Reader Speaker,Caixa De Som Portátil Bluetooth Amplificada,Bivolt,NA,De parede,Caixa,NA,1,USB,90 dB,NA,NA,NA,NA,NA
409, Kit 4 Caixa Som Arandela + Player Mp3 Bt Usb Fm Mic Rolo Fio ,459,NA,30,93,12x,38.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/4X4SC,https://produto.mercadolivre.com.br/MLB-693736674-kit-4-caixa-som-arandela-player-mp3-bt-usb-fm-mic-rolo-fio-_JM,1,0,0,0,0,#693736674,HY800BT + Fiamon + Technoise,Kit Som Ambiente Receiver Player Mp3 USB BT Mic FM + 4 Arandela 30w + 50m Cabo Paralelo,82 W,NA,NA,NA,NA,NA,NA,NA,Teto de Gesso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410, Mini Caixa Som 3w Bluetooth Wireless Mp3 Fm Sd Usb ,19,NA,119,6,3x,6.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,4,https://perfil.mercadolivre.com.br/HORIZONTE+VIRTUAL,https://produto.mercadolivre.com.br/MLB-693561311-mini-caixa-som-3w-bluetooth-wireless-mp3-fm-sd-usb-_JM,2,0,1,0,1,#693561311,Mega Tg,USB Speaker,3 W,NA,NA,NA,SPEAKER,NA,5V,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA
411, Boombox Philco Pb500bt Bivolt ,399,NA,50,21,12x,38.22,NA,Envio para todo o país,NA,NA,3.3,6,https://perfil.mercadolivre.com.br/BRITANIAELETRONICOSSA15E?brandId=199,https://produto.mercadolivre.com.br/MLB-894002619-boombox-philco-pb500bt-bivolt-_JM,2,1,1,1,1,#894002619,Philco,PB500BT,200 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
412, Case Maleta Estojo Rigido Bolsa Protetora P/ A Jbl Xtreme 2 ,119,NA,46,1,12x,9.92,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1898,https://perfil.mercadolivre.com.br/BR-CONNECTION,https://produto.mercadolivre.com.br/MLB-1159818981-case-maleta-estojo-rigido-bolsa-protetora-p-a-jbl-xtreme-2-_JM,1230,328,175,67,98,#1159818981,JBL,Xtreme 2,NA,NA,NA,NA,NA,NA,NA,NA,"Case, Case Protetora",NA,NA,1,NA,80 dB,NA,NA,NA,NA,NA
413, Kit 10 Caixinha De Som Bluetooth Usb Pendrive Rádio Fm ,178,NA,39,961,12x,17.11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ONMAXX.COM.BR,https://produto.mercadolivre.com.br/MLB-1172330819-kit-10-caixinha-de-som-bluetooth-usb-pendrive-radio-fm-_JM,NA,NA,NA,NA,NA,#1172330819,IMPORTADO DA CHINA,WS-887,3 W,NA,NA,NA,NA,NA,NA,Torre,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA
414, Caixa De Som Extreme Xtreme Mini Bluetooth 40w Envio Rapido ,99,NA,114,19,12x,8.32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1898,https://perfil.mercadolivre.com.br/LOALTOYS,https://produto.mercadolivre.com.br/MLB-1231000059-caixa-de-som-extreme-xtreme-mini-bluetooth-40w-envio-rapido-_JM,1230,328,175,67,98,#1231000059,JBL,Xtreme,40 W,Passivo,20 Hz,70 Hz,NA,NA,NA,NA,NA,Torre,2.1,1,NA,80 dB,NA,NA,NA,NA,NA
415, Caixa Caixinha Som Amplificada Bluetooth Mp3 Usb Cartao 220b ,94,NA,304,30,12x,7.85,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.8,9,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-952629018-caixa-caixinha-som-amplificada-bluetooth-mp3-usb-cartao-220b-_JM,4,3,0,0,2,#952629018,Goldenultra,MS-220BT / GT-259BT / GT-262BT / D-BH1060,12 W,Ativo,NA,NA,Mobile Multimedia Speaker,MS-220BT / GT-259BT / GT-262BT / D-BH1060,110V/220V (Bivolt),NA,NA,NA,NA,3,Auxiliar,80 dB,NA,NA,NA,NA,NA
416, Caixinha Som Charge2+ Plus Portátil 20w Grave Potente ,95,NA,40,215,12x,7.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/COMPREAKI.SHOPBRR,https://produto.mercadolivre.com.br/MLB-1216254543-caixinha-som-charge2-plus-portatil-20w-grave-potente-_JM,1,0,0,0,0,#1216254543,J,Charge 2+,15 W,NA,NA,NA,PLUS,NA,NA,Subwoofer,NA,Caixa,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA
417, Caixa Som Musica Caixinha Smartphone Android Bluetooth 3 Pçs ,139,NA,23,19,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/ACME+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1149964547-caixa-som-musica-caixinha-smartphone-android-bluetooth-3-pcs-_JM,2,1,0,0,0,#1149964547,Wireless Speaker,HF-Q3,5 W,Ativo/Passivo,NA,NA,Portátil,HF-Q3,DC 5v,Woofer,Mesa,Caixa,2.1,1,USB,NA,9.5 cm,9.5 cm,10.8 cm,Sortidos,480 g
418," Bateria Jbl Charge 3 , 3.7 V 6000 Mah - Original C/ Nfe ",359,NA,22,1,12x,30.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2375,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1179522177-bateria-jbl-charge-3-37-v-6000-mah-original-c-nfe-_JM,1763,335,136,53,88,#1179522177,JBL,Charge 3,40 W,Passivo,20 kHz,65 Hz,NA,NA,NA,-----,-----,------,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
419, Caixa Som Jbl À Prova D Água 30 W Azul Jblcharge4blu ,727,943,9,117,12x,60.67,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1231031288-caixa-som-jbl-prova-d-agua-30-w-azul-jblcharge4blu-_JM,NA,NA,NA,NA,NA,#1231031288,JBL,NA,30 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,80 dB,95 mm,93 mm,220 mm,Azul,NA
420, 10 Caixa Som Portatil Bluetooth Xtreme Mini 40w Rms Potente ,999,NA,8,985,12x,95.48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FELIPE+JULI%C3%83O,https://produto.mercadolivre.com.br/MLB-1183935868-10-caixa-som-portatil-bluetooth-xtreme-mini-40w-rms-potente-_JM,NA,NA,NA,NA,NA,#1183935868,IMPORTADA,XtremeE,40 W,Passivo,20 kHz,70 Hz,NA,NA,NA,NA,NA,NA,NA,1,USB,80 dB,NA,NA,NA,Paris,NA
421, Caixa De Som Speaker Google Home Mini Wi-fi Lacrado Original ,228,NA,232,53,12x,19.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,11,https://perfil.mercadolivre.com.br/NEWCARCUSTOMS,https://produto.mercadolivre.com.br/MLB-973145168-caixa-de-som-speaker-google-home-mini-wi-fi-lacrado-original-_JM,10,1,0,0,0,#973145168,Google,Home Mini,0 W,mini falante,NA,NA,NA,NA,NA,Tweeter,diversos,Caixa,NA,NA,NA,NA,3.85 polegadas,3.85 polegadas,1.65 polegadas,NA,0.38 lb
422, Caixa Amplificada Amvox 501 500w Bluetooth Duplo Microfone ,899,NA,7,18,12x,75.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1197468739-caixa-amplificada-amvox-501-500w-bluetooth-duplo-microfone-_JM,NA,NA,NA,NA,NA,#1197468739,Amvox,Caixa de som Amplificada,500 W,NA,NA,NA,NA,NA,110-220V,NA,NA,Torre,NA,NA,USB,NA,NA,NA,NA,NA,NA
423, Caixa Som Bluetooth 290w Potente Amplificada Amvox ,599,NA,25,41,12x,50.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,31,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-1148744283-caixa-som-bluetooth-290w-potente-amplificada-amvox-_JM,22,7,2,0,0,#1148744283,Sony,ACA 292,290 W,Ativo,NA,NA,Caixa Amplificada Bluetooth,NA,110V/220V (Bivolt),NA,NA,Caixa,NA,NA,Entrada para Microfone,85 dB,NA,NA,NA,Preto,NA
424, Caixa D Som Amplificada Multiuso Frahm Colors Lc-250 App ,428,NA,19,11986,12x,35.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,1,1,https://perfil.mercadolivre.com.br/FRASSATTOIMPORTS,https://produto.mercadolivre.com.br/MLB-1039823513-caixa-d-som-amplificada-multiuso-frahm-colors-lc-250-app-_JM,0,0,0,0,1,#1039823513,Frahm,Caixa Colorida LC250 APP,250 W,Ativo/Passivo,NA,NA,NA,NA,NA,NA,Portátil,NA,NA,NA,USB,NA,NA,NA,NA,NA,4.5 kg
425, Caixinha Jbl Go 2 À Prova D'agua - Black/red/gray/champagne ,159,NA,9,7,12x,13.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1510,https://perfil.mercadolivre.com.br/PANAVIDEO+NET,https://produto.mercadolivre.com.br/MLB-1279130908-caixinha-jbl-go-2-prova-dagua-blackredgraychampagne-_JM,1385,98,19,4,4,#1279130908,JBL,GO 2,3 W,Passivo,NA,NA,NA,NA,NA,Quadrado,Portátil,Quadrado,Não,NA,NA,80 dB,NA,NA,NA,NA,0.18 kg
426, Caixa Som Amplificada Frahm Cm 300 Bt Usb Fm 300w Portátil ,486,NA,14,5,12x,40.57,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1032022159-caixa-som-amplificada-frahm-cm-300-bt-usb-fm-300w-portatil-_JM,NA,NA,NA,NA,NA,#1032022159,Frahm,CM 300 BT,NA,NA,NA,NA,CM,NA,NA,NA,Não se aplica,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9 kg
427, Caixa De Som Bluetooth Bazuka 30w Portátil Mp3 Usb Fm Aux Sd ,110,NA,30,10,12x,10.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/FASTER+SELL.SHOP,https://produto.mercadolivre.com.br/MLB-1188496735-caixa-de-som-bluetooth-bazuka-30w-portatil-mp3-usb-fm-aux-sd-_JM,2,0,0,0,0,#1188496735,Briwax,FBX-104,30 W,Woofer,NA,NA,Caixa de Som Bazuka Bluetooth,FBX-104,110/220v ou USB 5v,Tweeter,Portátil,Caixa,2.1,2,Entrada para Microfone,80 dB,NA,NA,NA,NA,1.5 kg
428, Caixa De Som Bluetooth Mini System Sony Gtk-xb5 ,749,NA,8,15,12x,62.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUXURIESOFICIAL,https://produto.mercadolivre.com.br/MLB-1228122566-caixa-de-som-bluetooth-mini-system-sony-gtk-xb5-_JM,NA,NA,NA,NA,NA,#1228122566,Sony,GTK-XB5,200 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RCA,NA,524 mm,273 mm,262 mm,NA,7 kg
429, Caixa De Som Amplificada Led Bluetooth Usb Mp3 Sd Microfone ,206,242,55,199,12x,17.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/HW11MX,https://produto.mercadolivre.com.br/MLB-1020223158-caixa-de-som-amplificada-led-bluetooth-usb-mp3-sd-microfone-_JM,4,0,0,0,0,#1020223158,Deko,SY-672,20 W,Woofer,NA,NA,NA,NA,NA,NA,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Torre,Digital,NA,NA,NA,NA,NA,NA,NA,NA
430, Caixinha De Som Bluetooth Mini Speaker 3w Feitun Fn-0006 ,54,NA,42,58,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/IMPORTREAL1,https://produto.mercadolivre.com.br/MLB-1047752147-caixinha-de-som-bluetooth-mini-speaker-3w-feitun-fn-0006-_JM,2,1,0,0,0,#1047752147,FETUN,FN0006,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 g
431," Caixa De Som Sony Sem Fio Srs-xb31 Bluetooth, 100% Original ",419,NA,12,10,12x,35.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,40,https://perfil.mercadolivre.com.br/MEM308633,https://produto.mercadolivre.com.br/MLB-1287244798-caixa-de-som-sony-sem-fio-srs-xb31-bluetooth-100-original-_JM,37,2,1,0,0,#1287244798,Sony,SRS-XB31,30 W,Ativo,NA,NA,EXTRA BASS,NA,NA,Ativo,NA,Caixa,NA,NA,USB,80 dB,NA,NA,NA,NA,NA
432, Logitech Ue Megaboom Speaker Bluetooth Preto Promoção ,24,NA,248,10,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,5,https://perfil.mercadolivre.com.br/DNR+IMPORT,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=VZE5o4EZjnJUTCXH5336YYXvk6KEoTBi6WwdohYmyb0KbtMftexrfpDHM%2FKSSGGINrphHfxN3XlWmEFYAcg3FmrbC%2FTv4R9Ws0EjR9DdB2jcZrcTfzg3aDq%2F6k31XUDGCFXYXEM5pJZDHhyt3vRT1hEPF5MY9oZzpgEtnvVKa7xOZFEUecsVHp0V%2BFv8h3X%2FhdoEYJSjuSXdBDyBBN2Vx9NyOuaZRJf7cvEGPzC%2Bj1BTjzHKJ3A4bs0oxYOpvQIvnKlHwCm8UrggZ36zol2JJpqCyHzZgMPfD49CAOnRu3yMVwO22ypHJHeZXqkIANiZqKX0u8Puips4h9hKW9f8GvURtR2gTNOnoBSCz1Bux5wUyM4lha7%2BVaOcIpHF1669euMS0o92Sm6eSSlwNYFx0tBH0undk5SIyZApTbUO7LFI53wyUNi%2B7WXs2trFILn6p%2FRYgxrK%2B2o59omSlohutk0up%2BFkjG8jTu8f7mKBC5jZpviWb6qOMev3snkLHqwBGDP0cWzhHpX4pyBhuDhmzTqspdMmYGHnxVb3GPX83%2B5YGJxf7V3l0zfTrlvtcHBtDLV95rMAKjyO%2FTcglpuXHxgFRy6bvQMciGt9rKtpLEN%2BSItH6lFtD1y2p%2BIogh%2FirBimzc%2B8Vh5iKp1Wc%2BrJKKB1YY3MLcF%2Bnnk80Oi8sZnS1Ac4KWUFoexj%2FPYKiqGstvfl7KPxuBBg5hXiEuN8XL3DpiuV%2F9gSYX6vIvzWdUToqWVD0%2BUd1X2pD7beuJhopBtx3ducs1rZalxMV82CQ5UWLJqsGdL8a7%2F4HwnpA3ixiBk6G7yUJcVTQOCU8JegLgEsOkKp72UrcKkWUg0nGyC%2BkkWxYnUSAG%2BsQ6oFSs%2Biy%2BPoWkuzOYJB3dg5qwEBrkj9kfVKgwxARUTQ3PnQF8X%2BxwhdsRSMBxt35gasOgGjw9brK8Pkk5mHsrg7XkJNPF%2B%2FGyDX1UfyZKf1ZniWnjtA7Bsvch3Sm2K1oXXesTU3WnsrolK4kkmwUHGI4qRhhHnoU4Ly3mbpqOOtWOc2QsJgK7fTwdxWFVYllc3qUo7xvqdy5fH0nQCQBnvOZDQSQc5R1RC4Z2Ymf10RPnUKlN%2FU4rGxHo78eLph%2Bm5eRJHiUROaHr0hnctq3xND36%2FF%2F5NkNhQZ6J4Ng3N3x45uzKm5hejTNdTan3eHKPhLTBYUjVx97eP%2BHVl0Qj3aUkrEzby%2B1HRHo52mnD%2FCh2mi2daE42w5%2BgAwe8lotVtsOQ62dsYd8AhMFN7deRxrrUFEeyQb%2BJolKrvaq%2BZWN0hlpauaVZeXsgj2JtLau6vmhJ1%2BXJ2WAIKV2eQoCCWbcqFCzEKBK%2BlhJ2P00awEFp%2Bz8RpYhypZyid4Tv4FftP6q8hjRiwNjxl7CgIi%2FNv8sDfyIzQH4Egl09nfwbpopHI6EbZVZA4rQApYxfrFgElXLGAHiF9ce%2BylZGbehYIb0i0LBe76rrvFdeidBUxOfAEc%2BiXCTIXSryvpTFnsS17fKL4Qi3L5NRnDeAwvhUKIIQvQg%2FKX70dTb3uUgIhfHXnwo3KceyIIH6Vdb%2BwWFCaFSPI%2Fm3aweEdVvDbF76z8yQk3vAgQVFjYH7HGLGcWmDuIz2e4saMvfhPhpT93UXSlq4eO2UVFjY00rxZ78VvdXQk6AEzVKkrNCekoKiZF%2FCsueL2ckE76R3aKPpCqMVYCuhd6RnKFqXMdqEz%2BlIApeZHtmHZ79v4fP8xSxnev1DP5oln0D%2FnDNdFEe689xqnmJFQQIIb87LP%2B2sTPMcPWMudtAH5DRFpJIwP2fXI7EXqykbagVacyUCznq80DgmG07MOf9vD9IvGZ0MULNqk9Qlc%2Bbot5FjiJH%2Fc3ZaRznBO6aef9hKQ0vDaXzKfYG6KYZVQpztkjsuMFnr%2BJUQ%3D%3D,3,1,0,0,1,#1081373892,Importado,WS-887,5 W,Subwoofer,NA,NA,Caixa De Som Portátil,NA,110V/220V (Bivolt),Subwoofer,Portatil,Caixa,7.1,NA,NA,NA,NA,NA,NA,NA,249 g
