search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Peso,Linha,Modelo alfanumérico,Voltagem,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Resposta máxima em frequência,Resposta mínima em frequência,Cor
119, Caixa De Som Charge 2 Wireless Bluetooth 40w Usb Original ,43,NA,"
			
				Novo
			
			
				
					 - 
				
				601
				vendidos
			
		",(30 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 814
		
		 sem juros
		
	

	
		",14,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,8,https://perfil.mercadolivre.com.br/POLARIS+VARIEDADES,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=pddHFRABA4nVKcn7KXL%2BO4xZ4jfrY45PeQQtOPytmSnEeSoGKCR3IvGlVHjvlI8yTwUXNP1KDzfFbVRc0Katklj0q2k9UC1LHc3%2FnFhpPMyuLc99DU%2FQCKCI5xOveYRi8V%2FEkjEwf4WLKqWfOu%2BKWkYALqbi47BvGTVtrTwv%2FMN0eZ6FULRiIqvXn2m4wRGPkhl7HeOfDVv9B0%2F6FhimToxS0CX16oxHydoOq4kcjlNxTm6KrQcQD4yhcfVWt%2Bh2PoD9eedNbkLLHwGUf4NOOOmHsVNpYYIrd4%2BXn%2FTx4cYMlhwcs%2B6j1coGXjFYrbpmmrZacR6qHf6MwbTd66Ri9B1cIO%2BrhtcfpfJsLypMt3arGkfDU6F0xyZyi7lkCalxKme9Bez0yUXosxeUJEu466ptxxx4Ri8irWgu80ANQIeyzodCXXhnjfAjhyRbVpMSHbBq5YNmjazR2EofZ6ixrDns2y8fgP1O3Fh2rMOz1yaTOgrZAOo8n7YuCKY0CthivcqGV3z%2FDK2RWCWzBGNY6KVKFeiVdqGxukakXS0i24F2JiISjvkYFHJF5wcrtx1A4mYzAqVQjLphnRJdmLn7pwcExrwl63ZFCZqNz0kM%2B8Foxi0hXFbIPVduY5Ec%2B8msmSHHuHgQAIieJf%2FB63uyWRqr19x8AJk4wrtNldVOUOELDwiT4bjqJEMmC5JI%2BKwxINh31hiF%2Ft7FMAFp6zGfk%2FbV8LL9oybULD4203iW%2BcY%2BbtS07fZzbxQeWmakPo31rvmSDqEE9nrucexpfu%2BQlIOMgP62JwiGVYpmLq7yvZnerhiD1UyGuANBOvmMOLx1%2FI%2BG1CimpAmilWmu7pcJjaxUPm8WOnGHG44s7jD3dfg45PVd8P3LV7ETtxz8hX%2Bk0hqDN1CHFH6FjN9%2F23VtEOWg%2BTF8VjwuRATXz2ngVrFKnkY4yCMnYTinS%2F5SK2QRWViH8J5OK8avEzmv129759nxOH%2B74bYUhqOtmr4SWTF%2BlhU2WfOYcRU1cHUffHNv7%2FaEx8PRyXsHNcCNVjbDjOJIdMcdso28akD0a5cL3o1vcZU7diAnWTrZUU9vCSoju%2FuadeecmlTbwlvEfqDo8%2FCCAdbSejqp9lDXuKk9ZHn456I99NtQyqAJQ4WaZQrPDnBNG9uArpiwUl9ZoYQXKACEmoUGyN73lok%2FlOuSZW5zgBrI57vnhyhwby%2Fv%2BQCLqMym0Kt9zlyeOehC6KH59yGdbJnUuslKNmoxq8%2B1hvfQvKSqz7VbocBFP%2BQ09xReJbt0Wb7zDCl%2FVd1wsrLDbTqCBK3Bkg0GB9ZXlRb4l6C3bGD9ZxM3hhPyNde%2FucCBE8wBLej1Cage0BpDEiBQLcSqFssvL8%2BtTpkwB7plLMD%2B5PTuqnYOg9Q0%2F5vXli4yrWhKZu%2FyvMhsIhf%2BHFfIc17yUbeelytJUQ%2FYNZX24vtpLtvvwYp1xoUwg%2BzjjoDxWkTaji6bIARgiNuxDPbnB3vOLK%2FJleMubupFjDG3A4xvhTJzF5wbJnPs4mzeV9fDDg3QfOlI7KGpIz3nyZjX3ycciwvwa%2BiATTvPwLq3%2FHo3YT6Bb9FtR4Vx%2BdbmxtDgR%2BNkytML7YgzgscnAkXsiQKdz%2B6waB4%2FxAxV3%2FmxBVD%2FbfWK6aN0Nj%2BpS3cZ6BKiBCroPKM0G%2BxCwtzIIDuCNL0TjetCnQ%3D%3D,5,1,2,0,0,#1241923030,JBL,Charge Mini 3+,20 W,Woofer,Woofer,"Ar livre, Festas, Lazer",Caixa,4.1,2,400 g,NA,NA,NA,USB,80 dB,NA,NA,NA,20 kHz,65 Hz,NA
120, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,108,NA,"
			
				Novo
			
			
				
					 - 
				
				261
				vendidos
			
		",(39 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1032
		
		 sem juros
		
	

	
		",32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,17,https://perfil.mercadolivre.com.br/TEEMDOBRASIL,https://produto.mercadolivre.com.br/MLB-903132850-caixa-som-bluetooth-fm-auxiliar-compre-1-e-leve-2-_JM,14,1,0,0,2,#903132850,Teem,TM 5002,40 W,Estéreo,STÉREO,MESA,EMBUTIDO,88-110,NA,NA,SPEAKER,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
121, Caixa De Som Multilaser Bluetooth Festa 120w Rms Sp280 Loi ,193,NA,"
			
				Novo
			
			
				
					 - 
				
				117
				vendidos
			
		",(184 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1845
		
		 sem juros
		
	

	
		",45,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/KADU+SOM6,https://produto.mercadolivre.com.br/MLB-747380043-caixa-ativa-8-bluetooth-master-voice-bateria-microfone-mv8-_JM,NA,NA,NA,NA,NA,#747380043,JBL,MV-08,NA,Woofer,Ativa,De piso,Caixa,NA,NA,2.7 kg,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
122, Caixa De Som Bluetooth Bazuka 30w Portátil Mp3 Usb Fm Sd Aux ,451,NA,"
			
			
				
				403
				vendidos
			
		",(476 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3761
		
		 sem juros
		
	

	
		",61,NA,Envio para todo o país,NA,NA,4.9,91,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1023582102-caixa-som-bluetooth-jbl-16w-ios-android-vermelho-flip4-_JM,83,7,0,0,1,#1023582102,JBL,Flip 4,16 W,NA,Ativo,NA,Caixa,NA,NA,NA,Flip Series,NA,NA,NA,80 dB,175 mm,66 mm,66 mm,NA,NA,Vermelho
123, Google Home Assistente Pessoal Caixa De Som Novo De Vitrine ,58,NA,"
			
				Novo
			
			
				
					 - 
				
				80
				vendidos
			
		",(16 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 670
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/PLUSQUALITY,https://produto.mercadolivre.com.br/MLB-987782865-caixa-de-som-bazooquinha-2-plus-bluetooth-recarregavel-_JM,NA,NA,NA,NA,NA,#987782865,P Importado,Charge 2,15 W,Subwoofer,NA,NA,Caixa,NA,NA,700 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124, Caixa Amplificada Bluetooth Home Theater Pc Tv Mp3 Fm Usb ,250,NA,"
			
			
				
				107
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2090
		
		 sem juros
		
	

	
		",90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,9,https://perfil.mercadolivre.com.br/DUTRA_MAQUINAS?brandId=104,https://produto.mercadolivre.com.br/MLB-1064892651-caixa-amplificada-multi-connect-50w-mco-03-mondial-bivolt-_JM,6,2,0,0,1,#1064892651,Mondial,MCO-03,NA,NA,NA,NA,NA,NA,NA,3 kg,Multi Connect,NA,NA,Auxiliar,NA,36 cm,NA,23.8 cm,NA,NA,Flash
125, Caixa Caixinha Som Portátil Bluetooth Mp3 Usb Cartão Fm E11 ,81,NA,"
			
				Novo
			
			
				
					 - 
				
				139
				vendidos
			
		",(28 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 780
		
		 sem juros
		
	

	
		",80,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,5,https://perfil.mercadolivre.com.br/A7NOVIDADES,https://produto.mercadolivre.com.br/MLB-1098269036-caixa-de-som-bluetooth-amplificada-lanterna-super-bass-600w-_JM,4,1,0,0,0,#1098269036,Grasep,Bluetooth Potente,10 W,Subwoofer,Ativo,"Sala, Quarto, Portatil, Praia, Sitio",Caixa,5.1,2,NA,Bluetooth,D-BH4206,NA,USB,NA,NA,NA,NA,NA,NA,NA
126, Caixa De Som Cintura Portatil Microfone Palestras Professore ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				190
				vendidos
			
		",(49 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1625
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,12,https://perfil.mercadolivre.com.br/RUBIANECMOTTA,https://produto.mercadolivre.com.br/MLB-1212663833-caixa-speaker-google-home-mini-sem-caixa-veja-video-novo-_JM,10,2,0,0,0,#1212663833,Google,Home Mini,3 W,NA,Ativo,NA,Caixa,mono,NA,350 g,NA,NA,NA,NA,NA,"3.86 """,NA,"3.86 """,NA,NA,NA
127, Caixa Caixinha Som Portátil 5w Mp3 Micro Sd Usb Radio Fm Ws ,129,NA,"
			
				Novo
			
			
				
					 - 
				
				110
				vendidos
			
		",(40 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1082
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2330,https://perfil.mercadolivre.com.br/SHOP+MIX_ONLINE,https://produto.mercadolivre.com.br/MLB-1232778245-caixa-de-som-bluetooth-pendrive-sd-auxiliar-charge-3-_JM,1735,329,133,52,81,#1232778245,JBL,Charge 3,20 W,Subwoofer,Passivo,Portatil,Caixa,5.1,2,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,65 Hz,NA
128, Caixa De Som Bluetooth Led Portátil Mp3 Usb Sd Auxiliar Fm ,214,225,"
			
				Novo
			
			
				
					 - 
				
				502
				vendidos
			
		",(345 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1785
		
		 sem juros
		
	

	
		",85,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,622,https://perfil.mercadolivre.com.br/HW11MX,https://produto.mercadolivre.com.br/MLB-1162159536-caixa-de-som-amplificada-com-bluetooth-usb-mp3-sd-mic-6em1-_JM,440,119,37,15,11,#1162159536,Deko,SY-658,15 W,Woofer,Woofer,"Sala,quarto,suite,cozinha,festa,balada,escritorio,carro,quintal,sacada,terraço,salão,portatil,usb,fm",Caixa,Digital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,394,NA,"
			
				Novo
			
			
				
					 - 
				
				19
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3291
		
		 sem juros
		
	

	
		",91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/SHOPPING-HERE,https://produto.mercadolivre.com.br/MLB-1209963385-caixa-de-som-21-home-theater-60w-bluetooth-mp3-subwoofer-tv-_JM,NA,NA,NA,NA,NA,#1209963385,Briwax,KFX-1773,60 W,Subwoofer,Woofer,NA,NA,NA,NA,6800 kg,NA,NA,NA,RCA,NA,NA,NA,NA,NA,NA,NA
130, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,199,NA,"
			
				Novo
			
			
				
					 - 
				
				24
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1911
		
		 sem juros
		
	

	
		",11,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VANAY+VENDAS,https://produto.mercadolivre.com.br/MLB-1176658603-caixa-de-som-bluetooth-portatil-knup-6024bh-fm-21-subwoofer-_JM,NA,NA,NA,NA,NA,#1176658603,Knup,KP-6024BH,24 W,"Subwoofer, Twitter",Ativo/Passivo,"Festas, Eventos, Sítio, Praia, Sala, TV, Notebook, PC",Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131, Caixa De Som Bluetooth Canhão 40w Portátil Mp3 Fm Usb Sd Aux ,249,NA,"
			
				Novo
			
			
				
					 - 
				
				129
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2389
		
		 sem juros
		
	

	
		",89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,6,https://perfil.mercadolivre.com.br/LOJA10.ML,https://produto.mercadolivre.com.br/MLB-1065619285-caixa-som-amplificada-bluetooth-50w-led-dj-fm-usb-musica-mp3-_JM,5,1,0,0,0,#1065619285,XTrad,MS-1580BT,50 W,NA,NA,NA,NA,NA,2,1200 kg,NA,NA,NA,Auxiliar. P2. Blueooth. FM. USB. Micro SD,NA,NA,NA,NA,NA,NA,NA
132, Caixa De Som Portátil Amplificada Usb Mp3 Radio Fm 300w E2 ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				3375
				vendidos
			
		",(1092 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 621
		
		 sem juros
		
	

	
		",21,NA,Chegará hoje,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,156,https://perfil.mercadolivre.com.br/VIRTUAL+KAR,https://produto.mercadolivre.com.br/MLB-917796451-mini-caixa-de-som-a-prova-dagua-bluetooth-piscina-banho-mp3-_JM,82,38,17,7,12,#917796451,Produto Importado,CBA,4 W,NA,NA,NA,NA,NA,NA,197 g,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
133, Caixinha Som Bluetooth Potente 80w Rms Portátil Mondial Usb ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				3772
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 720
		
		 sem juros
		
	

	
		",20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,331,https://perfil.mercadolivre.com.br/DNR+PARTS,https://produto.mercadolivre.com.br/MLB-779818420-caixa-de-som-bluetooth-portatil-sem-fio-mp3-usb-carto-a-22-_JM,174,74,45,12,26,#779818420,Importado,A-22,8 W,Subwoofer,Subwoofer,Portátil,Caixa,7.1,NA,NA,Caixa De Som Portátil,4.0,110V/220V (Bivolt),USB,NA,NA,NA,NA,NA,NA,NA
134, Mini Caixinha Som Bluetooth Portátil Prova De Água Ventosa ,299,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2500
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOI+BRASIL,https://produto.mercadolivre.com.br/MLB-1232528681-caixa-de-som-soundbar-destacavel-150w-rms-c-bluetooth-sp292-_JM,NA,NA,NA,NA,NA,#1232528681,Multilaser,Sp292,150 W,Mini caixa de Som,Mini Caixa de Som,Estante,Caixa,NA,NA,3.4 kg,NA,NA,NA,NA,NA,NA,24 cm,NA,NA,NA,NA
135, Caixa De Som Bazooquinha 2 + Plus Bluetooth Recarregavel ,164,NA,"
			
				Novo
			
			
				
					 - 
				
				80
				vendidos
			
		",(37 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1375
		
		 sem juros
		
	

	
		",75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1519,https://perfil.mercadolivre.com.br/VITRINESHOP-,https://produto.mercadolivre.com.br/MLB-1131215459-caixa-de-som-bluetooth-jbl-go-2-portatil-original-nf-_JM,1393,101,18,4,3,#1131215459,JBL,GO 2,3 W,2,duplo,2,vertical,2.1,1,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,180 Hz,NA
136, Caixa Amplificada Multi Connect 50w Mco-03 Mondial Bivolt ,15,NA,"
			
				Novo
			
			
				
					 - 
				
				3020
				vendidos
			
		",(112 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 559
		
		 sem juros
		
	

	
		",59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,64,https://perfil.mercadolivre.com.br/HONGCHENAUDIOEVIDEOME,https://produto.mercadolivre.com.br/MLB-1109508965-mini-caixa-caixinha-som-bluetooth-mp3-fm-sd-usb-aux-promoco-_JM,44,11,3,3,3,#1109508965,FEL,WS-887,5 W,REDONDO,Mini tweeter,NA,Caixa,NA,NA,246 g,CAIXA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
137, Caixa De Som Bluetooth Amplificada Lanterna Super Bass 600w ,164,NA,"
			
				Novo
			
			
				
					 - 
				
				60
				vendidos
			
		",(169 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1374
		
		 sem juros
		
	

	
		",74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1519,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-1193148180-caixa-de-som-jbl-go2-preta-portatil-original-bluetooth-c-nf-_JM,1393,101,18,4,3,#1193148180,JBL,GO 2,3 W,Subwoofer,Ativo,NA,Caixa,NA,1,184 g,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
138, Caixa De Som 2.1 Home Theater 60w Bluetooth Mp3 Subwoofer Tv ,599,NA,"
			
			
				
				40
				vendidos
			
		",(27 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5000
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SONY+OFICIAL?brandId=281,https://produto.mercadolivre.com.br/MLB-1056837541-caixa-de-som-sem-fios-srs-xb31-com-extra-bass-iluminaco-m-_JM,NA,NA,NA,NA,NA,#1056837541,Sony,SRS-XB31/RC BR,30 W,NA,NA,NA,NA,NA,NA,NA,EXTRA BASS,NA,NA,USB,80 dB,NA,NA,NA,NA,NA,Vermelho
139, Caixa De Som Bluetooth Portátil Knup 6024bh Fm 2.1 Subwoofer ,25,NA,"
			
				Novo
			
			
				
					 - 
				
				92
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 569
		
		 sem juros
		
	

	
		",69,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,4,https://perfil.mercadolivre.com.br/DIGITAL+JE,https://produto.mercadolivre.com.br/MLB-1049749804-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,1,1,1,1,0,#1049749804,Mini Speaker,Ws-887,3 W,Tweeter,0,"Banheiro, Azulejo, vidro",Caixa,2.1,1,NA,speack,NA,3,Auxiliar,NA,NA,NA,NA,NA,NA,NA
140, Caixa De Som Bluetooth Portátil Sem Fio Mp3 Usb Cartão A-22 ,57,NA,"
			
				Novo
			
			
				
					 - 
				
				35
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 579
		
		 sem juros
		
	

	
		",79,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETRO+SHOK,https://produto.mercadolivre.com.br/MLB-1173792985-caixa-som-portatil-amplificada-bluetooth-recarregavel-oferta-_JM,NA,NA,NA,NA,NA,#1173792985,Inova,RAD-390Z,12 W,NA,Woofer,Chão/mesa,Torre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141, Caixa De Som Soundbar Destacável 150w Rms C/ Bluetooth Sp292 ,639,NA,"
			
				Novo
			
			
				
					 - 
				
				55
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5325
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2330,https://perfil.mercadolivre.com.br/MW-DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1204408579-caixa-som-jbl-charge-3-100-original-lacrada-nota-12x-_JM,1735,329,133,52,81,#1204408579,JBL,Charge 3,20 W,NA,Passivo,NA,Caixa,NA,2,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,65 Hz,NA
142, Caixa De Som Bluetooth Jbl Go 2 Portátil Original + Nf ,23,NA,"
			
				Novo
			
			
				
					 - 
				
				1115
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 648
		
		 sem juros
		
	

	
		",48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,28,https://perfil.mercadolivre.com.br/IMPACTOVENDASS,https://produto.mercadolivre.com.br/MLB-726466956-mini-caixinha-som-bluetooth-portatil-prova-de-agua-ventosa-_JM,15,6,3,0,4,#726466956,Importado,BTS-06,3 W,NA,Passivo,NA,Caixa,NA,1,NA,Ventosa,NA,0,NA,80 dB,NA,NA,NA,NA,NA,NA
143, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,1039,NA,"
			
			
				
				26
				vendidos
			
		",(353 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 8665
		
		 sem juros
		
	

	
		",65,NA,Envio para todo o país,NA,NA,4.4,46,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1231034915-caixa-som-bluetooth-jbl-xtreme-2-40w-azul-jblxtreme2azl-_JM,35,4,2,0,5,#1231034915,JBL,Xtreme,40 W,NA,Passivo,NA,NA,NA,1,NA,NA,NA,NA,NA,80 dB,136 mm,132 mm,288 mm,20 kHz,70 Hz,Azul
144, Caixa Som Portátil Amplificada Bluetooth Recarregável Oferta ,169,NA,"
			
				Novo
			
			
				
					 - 
				
				278
				vendidos
			
		",(991 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1625
		
		 sem juros
		
	

	
		",25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1519,https://perfil.mercadolivre.com.br/RICARDOALTOVALE,https://produto.mercadolivre.com.br/MLB-1105685075-jbl-go-2-original-portatil-nota-fiscal-1-ano-de-garantia-_JM,1393,101,18,4,3,#1105685075,JBL,GO 2,3 W,NA,Passivo,NA,NA,NA,1,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,180 Hz,NA
145, Caixa Som Jbl Charge 3 100% Original Lacrada Nota 12x ,195,NA,"
			
				Novo
			
			
				
					 - 
				
				159
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1873
		
		 sem juros
		
	

	
		",73,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,6,https://perfil.mercadolivre.com.br/MERCADOOTECHCURITIBA,https://produto.mercadolivre.com.br/MLB-965509184-caixa-de-som-speaker-google-home-mini-lancamento-frete-grati-_JM,6,0,0,0,0,#965509184,Google,Home Mini,3 W,Woofer,Woofer,De parede,Caixa,NA,1,346 g,Speaker Home Mini,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
146, Mini Caixinha Som Bluetooth Portátil Prova De Água Ventosa ,78,NA,"
			
				Novo
			
			
				
					 - 
				
				110
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 755
		
		 sem juros
		
	

	
		",55,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,7,https://perfil.mercadolivre.com.br/FIXEXPLODE,https://produto.mercadolivre.com.br/MLB-1234775422-2-caixinha-som-bluetooth-tws-metal-mini-speaker-3w-portatil-_JM,7,0,0,0,0,#1234775422,Importado,FN-0006/M3,3 W,Subwoofer,Subwoofer,Portátil,Caixa,5.1,1,70 g,NA,NA,NA,Bluetooth,NA,NA,NA,NA,NA,NA,NA
147, Caixa Som Bluetooth Jbl Xtreme 2 40w Azul Jblxtreme2azl ,162,NA,"
			
			
				
				179
				vendidos
			
		",(420 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1351
		
		 sem juros
		
	

	
		",51,NA,Envio para todo o país,NA,NA,4.9,28,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-1127430528-caixa-bluetooth-jbl-go2-preta-com-potncia-de-3-w-jbl-_JM,26,2,0,0,0,#1127430528,JBL,GO 2,25 W,NA,NA,NA,NA,NA,NA,NA,Creature,NA,NA,Auxiliar,80 dB,71 mm,31 mm,86 mm,NA,NA,Preto
148, Jbl Go 2 Original Portátil - Nota Fiscal - 1 Ano De Garantia ,22,NA,"
			
				Novo
			
			
				
					 - 
				
				60
				vendidos
			
		",(12 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 621
		
		 sem juros
		
	

	
		",21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/JSA+VENDAS,https://produto.mercadolivre.com.br/MLB-1053701797-mini-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-hi-_JM,NA,NA,NA,NA,NA,#1053701797,Mini Speaker,Ws-887,3 W,Woofer,Mini tweeter,base,Caixa,2.1,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
149, Caixa De Som Speaker Google Home Mini Lançamento Frete Grati ,209,NA,"
			
				Novo
			
			
				
					 - 
				
				215
				vendidos
			
		",(3 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2007
		
		 sem juros
		
	

	
		",07,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,18,https://perfil.mercadolivre.com.br/LOJAS10.ML,https://produto.mercadolivre.com.br/MLB-1084215233-caixa-som-home-theater-pc-subwoofer-21-bluetooth-mp3-fm-usb-_JM,15,0,0,2,1,#1084215233,Knup,KP-6023BH,14 W,NA,Subwoofer,NA,NA,2.1,3,2900 kg,Sistema De Som Bluetooth,NA,Bivolt,USB,85 dB,NA,NA,NA,NA,NA,Preto
150, Mini Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Hi ,194,NA,"
			
				Novo
			
			
				
					 - 
				
				124
				vendidos
			
		",(76 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1864
		
		 sem juros
		
	

	
		",64,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,6,https://perfil.mercadolivre.com.br/SANTOSMOTTAMARIA,https://produto.mercadolivre.com.br/MLB-1220069260-caixa-de-som-speaker-google-home-mini-2019-portugus-preta-_JM,6,0,0,0,0,#1220069260,Google,Home Mini,3 W,fixo,Passivo,multiplos,circular,mono,NA,350 g,NA,NA,NA,NA,NA,"3.86 """,NA,"3.86 """,NA,NA,NA
