search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material
600, Capa Capinha Luxo Anti Impacto Phone 8 8 Plus+pelicula Vidro ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponíveis),"
	
		
			
		

		10x 
		
			
				R$ 567

			 sem juros
			
		
	


	
		",67,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DANIELSAVERIO1,https://produto.mercadolivre.com.br/MLB-1139149762-iphone-8-plus-capa-case-capinha-vermelha-red-baseus-_JM,NA,NA,NA,NA,NA,#1139149762,Baseus,Apple,8 + Plus,Vermeho metálico,armadura,TPU/Policarbonato
601, iPhone 8 + Plus / Capa Case Capinha - Vermelha Red / Baseus ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				13
				vendidos
			
		",(5 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 555

			 sem juros
			
		
	


	
		",55,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-938312062-capa-case-capinha-tpu-estampa-couro-iphone-7-8-x-_JM?searchVariation=18568265551,NA,NA,NA,NA,NA,#938312062,Capinha,Apple,iPhone 7 / 8 / X,iPhone 7 / 8 / X,SILICONE,NA
602, Capa Case Capinha Tpu Estampa Couro iPhone 7 / 8 / X ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(35 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 573

			 sem juros
			
		
	


	
		",73,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-1066047083-kit-c-2-capas-capinhas-tpu-iphone-8-8-plus-renda-floral-_JM?searchVariation=26191229920,NA,NA,NA,NA,NA,#1066047083,NA,Apple,iPhone 8 / 8 Plus,iPhone 8 / 8 Plus,SILICONE,NA
603, Kit C/ 2 Capas Capinhas Tpu iPhone 8 / 8 Plus Renda Floral ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(18 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 555

			 sem juros
			
		
	


	
		",55,Entrega a combinar com o vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-944925031-capa-capinha-case-carteira-iphone-8-plus-55-pelicula-_JM,NA,NA,NA,NA,NA,#944925031,H'maston,Apple,iPhone 7 Plus,Capa Carteira,Capa Carteira,Couro
604, Capa Capinha Case Carteira iPhone 8 Plus (5.5) + Pelicula ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(95 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 572

			 sem juros
			
		
	


	
		",72,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EXTREME.DEAL,https://produto.mercadolivre.com.br/MLB-719055607-capinha-capa-case-iphone-8-7-7-plus-prata-silver-brilhante-_JM,NA,NA,NA,NA,NA,#719055607,extreme.deal,Apple,Iphone 7 7 Plus,silicone 3D,Silicone,Silicone
605, Capinha Capa Case iPhone 8 7 7 Plus Prata Silver Brilhante ,27,NA,"
			
				Novo
			
			
				
					 - 
				
				4
				vendidos
			
		",(56 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 550

			 sem juros
			
		
	


	
		",50,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1119750090-capa-capinha-case-mapa-mundi-femininas-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1119750090,Tudo Celular,Outros,Mais de 150 MODELOS,Silicone Flexível,Silicone,Silicone
606, Capa Capinha Case Mapa Mundi Femininas iPhone 8 / 8 Plus ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(100 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 633

			 sem juros
			
		
	


	
		",33,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESEACESSORIOSIL,https://produto.mercadolivre.com.br/MLB-1173341546-capinha-para-iphone-8-8-plus-original-apple-aveludada-_JM,NA,NA,NA,NA,NA,#1173341546,Apple,iPhone,iPhone 8 / 8 Plus,Case,silicone,silicone aveludada
607, Capinha Para iPhone 8 / 8 Plus - Original Apple Aveludada ,27,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(52 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 550

			 sem juros
			
		
	


	
		",50,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1092311211-capa-capinha-case-palmeiras-iphone-8-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1092311211,Tudo Celular,Outros,Mais de 150 MODELOS,Silicone Flexível,Silicone,Silicone
608, Capa Capinha Case Palmeiras iPhone 8 / iPhone 8 Plus ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(499 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 555

			 sem juros
			
		
	


	
		",55,Entrega a combinar com o vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-944989654-capa-capinha-case-carteira-iphone-8-47-pelicula-vidro-_JM,NA,NA,NA,NA,NA,#944989654,H'maston,Apple,"iPhone 8 (4,7)",Capa carteira,Capa carteira,Couro
609," Capa Capinha Case Carteira iPhone 8 (4,7) + Película Vidro ",67,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(484 disponíveis),"
	
		
			
		

		12x 
		
			
				R$ 650

			 sem juros
			
		
	


	
		",50,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-944975481-capa-capinha-case-carteira-iphone-8-47-pelicula-_JM,NA,NA,NA,NA,NA,#944975481,H'maston,Apple,"iPhone 8 (4,7)",Capa Carteira,Capa Carteira,Couro
610," Capa Capinha Case Carteira Iphone 8 (4,7) + Película ",19,NA,"
			
				Novo
			
			
		",(79 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 540

			 sem juros
			
		
	


	
		",40,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECCS,https://produto.mercadolivre.com.br/MLB-1056187955-capa-capinha-frente-e-verso-360-iphone-8-plus-chumbo-cinza-_JM,NA,NA,NA,NA,NA,#1056187955,ccs,Apple,iPhone 7 Plus,Frente e verso,Anti impacto,Acrílico
611, Capa Capinha Frente E Verso 360 iPhone 8 Plus Chumbo Cinza ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104364-capa-capinha-p-apple-iphone-8-plus-medicina-fem-_JM,NA,NA,NA,NA,NA,#967104364,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
612, Capa Capinha P/ Apple Iphone 8 Plus - Medicina Fem ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105159-capa-capinha-p-apple-iphone-8-plus-veterinaria-simb-_JM,NA,NA,NA,NA,NA,#967105159,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
613, Capa Capinha P/ Apple iPhone 8 Plus - Veterinária Símb. ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(6 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 740

			 sem juros
			
		
	


	
		",40,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-1153800167-capa-capinha-gato-natsume-yuujincho-agarradinho-iphone-8-_JM,NA,NA,NA,NA,NA,#1153800167,NA,Apple,iPhone 8,iPhone 8,SILICONE,Silicone
614, Capa Capinha Gato Natsume Yuujincho Agarradinho iPhone 8 ,27,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(86 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 550

			 sem juros
			
		
	


	
		",50,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1085224851-capa-capinha-case-flamengo-iphone-8-8-plus-iphone-x-_JM,NA,NA,NA,NA,NA,#1085224851,Tudo Celular,Outros,Mais de 150 MODELOS,Silicone Flexível,Silicone,Silicone
615, Capa Capinha Case Flamengo iPhone 8 / 8 Plus / iPhone X ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 596

			 sem juros
			
		
	


	
		",96,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021247433-capinha-anime-naruto-sasuke-madara-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021247433,Capinha 2D Sublimação,Apple,Variados,Case,2D,TPU/Policarbonato
616, Capinha Anime Naruto Sasuke Madara - iPhone 8 8 Plus ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967100568-capa-capinha-p-apple-iphone-8-plus-fisioterapia-fem-_JM,NA,NA,NA,NA,NA,#967100568,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
617, Capa Capinha P/ Apple iPhone 8 Plus - Fisioterapia Fem ,35,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(4 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 583

			 sem juros
			
		
	


	
		",83,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RCARVALHOCUSTODIO,https://produto.mercadolivre.com.br/MLB-953208643-capinha-case-para-iphone-8-plus-7-plus-a-pronta-entrega-_JM,NA,NA,NA,NA,NA,#953208643,Hoco,Apple,iPhone 8 Plus / 7 Plus,p10,celular,Gel
618, Capinha Case Para Iphone 8 Plus / 7 Plus A Pronta Entrega ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(98 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 598

			 sem juros
			
		
	


	
		",98,Envio para todo o país,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/BENPICSCAPASDECELULARES,https://produto.mercadolivre.com.br/MLB-1011839740-capinha-com-foto-personalizada-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1011839740,Benpics,Apple,iPHone 8 Plus,iPhone 8 Plus,Silicone,Silicone
619, Capinha Com Foto Personalizada iPhone 8 Plus ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(120 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 535

			 sem juros
			
		
	


	
		",35,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAISVARIEDADESHOP,https://produto.mercadolivre.com.br/MLB-1162443716-case-capa-capinha-iphone-x-6-6s-6-plus-7-7-plus-anti-impacto-_JM?searchVariation=31696921500,NA,NA,NA,NA,NA,#1162443716,Outros,Apple,Iphone 5s/se/6/6s/7/Plus/X,Anti Impacto,Anti Impacto,Silicone
620, Case Capa Capinha iPhone X 6 6s 6 Plus 7 7 Plus Anti Impacto ,51,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4998 disponíveis),"
	
		
			
		

		10x 
		
			
				R$ 591

			 sem juros
			
		
	


	
		",91,NA,Frete grátis,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/X-SOL,https://produto.mercadolivre.com.br/MLB-957125185-01-capa-capinha-reforcada-apple-iphone-x-10-8-7-8-7-plus-_JM,NA,NA,NA,NA,NA,#957125185,H'maston,Apple,Apple Iphone X 10 8 7 / 8 7 Plus,Capa,NA,Silicone
621, 01 Capa Capinha Reforçada Apple iPhone X 10 8 7 / 8 7 Plus ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				5
				vendidos
			
		",(7 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 547

			 sem juros
			
		
	


	
		",47,Entrega a combinar com o vendedor,NA,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/J%C3%9ALIO+BEZERRA,https://produto.mercadolivre.com.br/MLB-1035321346-capinha-capa-ultra-anti-shock-silicone-iphone-78-_JM,NA,NA,NA,NA,NA,#1035321346,Silicone,Apple,iphone 7 e iphone 8,Silicone,NA,Silicone
622, Capinha Capa Ultra Anti Shock Silicone iPhone 7/8 ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105115-capa-capinha-p-apple-iphone-8-plus-gesto-ambiental-f-_JM,NA,NA,NA,NA,NA,#967105115,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
623, Capa Capinha Silicone Rigida Qualidade iPhone 8 Plus 5.5pol ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(2673 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 650

			 sem juros
			
		
	


	
		",50,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TOMTOP+CASES,https://produto.mercadolivre.com.br/MLB-1118716498-capa-capinha-silicone-rigida-qualidade-iphone-8-plus-55pol-_JM,NA,NA,NA,NA,NA,#1118716498,Extreme.Deal,Apple,Iphone,Silicone,Silicone,Silicone
624, Capa Capinha P/ Apple iPhone 8 Plus - Odontologia Símb. ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(998 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105151-capa-capinha-p-apple-iphone-8-plus-odontologia-simb-_JM,NA,NA,NA,NA,NA,#967105151,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
625, Capa Capinha P/ Apple Iphone 8 - Odontologia Símb. ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967115120-capa-capinha-p-apple-iphone-8-odontologia-simb-_JM,NA,NA,NA,NA,NA,#967115120,Quark,Apple,NA,NA,NA,Gel
626, Capa Capinha P/ Apple Iphone 8 Plus - Corações Vermelho ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967095711-capa-capinha-p-apple-iphone-8-plus-coracoes-vermelho-_JM,NA,NA,NA,NA,NA,#967095711,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
627, Capa Case Capinha iPhone 7 8 Aquario Glitter Dourado 3d ,28,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(66 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 580

			 sem juros
			
		
	


	
		",80,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TOMTOP+CASES,https://produto.mercadolivre.com.br/MLB-1118727140-capa-case-capinha-iphone-7-8-aquario-glitter-dourado-3d-_JM,NA,NA,NA,NA,NA,#1118727140,Extreme.Deal,Apple,iPhone 8,Aquario,Aquario,Silicone
628, Capa Capinha P/ Apple Iphone 8 - Fatias De Pizza ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967108440-capa-capinha-p-apple-iphone-8-fatias-de-pizza-_JM,NA,NA,NA,NA,NA,#967108440,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
629, Capa Capinha P/ Apple Iphone 8 Plus - Pattern Melancia ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104601-capa-capinha-p-apple-iphone-8-plus-pattern-melancia-_JM,NA,NA,NA,NA,NA,#967104601,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
630, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Lacrada ,47,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(3 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 791

			 sem juros
			
		
	


	
		",91,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BARRETTOMEGASTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=z%2BXEwcW4EsaxRWUsmx5LSZoRiu%2BhVXqohzZS24ieu%2FzS%2BVzhK1wgBksb4TaxrWcYPR2cXpXqV%2BjLwj2IRef0n5U7jRITaZfC%2FYyev8k1vT3RE76UR5YtZhgUpcKaLbnDgu7lTmUqJsoNeBvdkmUzf6sB%2BZtkaxiqCMbN4Ec2wq1YWoYBQFJJ9JHorONMEiTB1EmRoTxPm%2Bls%2BaurC99sLaL63TGGn3KtqXmyPZrRZ4viU9ZTv5aQFksAncNnGFMmHlHHjpx0xohSjR0EN8UH3i4APhy2D1zv7ez2Deaud%2FRYciYHXrDP5QB7JPQUoySi3nIowllPWmRPdkQ6Erhq%2Fe7jAidgGoEhhkQaj7kbyEGtQZVmp589xybOfGq5fKk3%2B%2B4raCxiBXcfYHCHGNdODwngbcJ6xvkkAtquZyJtbOamdEqB0pL73T7y15uYkJo2Zsv9gIjgw2k%2FIIriLMv6CAczPCvFyWKKeLFU0nni3nSL4FNx7FWzAoNiAAwmCE055pM8NiJhbEX1XxOqPtfpXU6JLAi3IW%2BLL1WKbl63gb9FuzlHErEe4gPJdmtbLFCVs9k5HhRkX%2F9Ord%2BJVdse85wJVJYKBIUS8ide3qTHp7mVZ%2FD33K1Jiw7zS59EVo0BqJOXz5l9PC94BoLfv4D4UZx1584ciD7pOFTk2FWxswZRFle6Xb4pihI7jNxE%2F0u7jsUhVPLrfKydiTFWA9fxrZlW8rwyIdfDRdDCdJXG9CvFjd96X59u7s2y84FKiY8XwZ4NkgbxDOfsdd42yNgSBvcKgUAKGmFs4DohmrD%2F24svKoF2d%2BrVb1fB389VTGYH0ZlCslagY8jDwhbm002pS8IN6zKWQivrzv7juE53EAXnk9L7oW1NfdKfLbtyp8RGGHlx5RrxDwyO7ZMPilqI%2BLjKuDCE7%2B9phCVBRftVQKRnIf2ArarjHOrrcNMa8yZu5om1OdC1xywdPYyvbJ016IqrvXlb5lLkoDqaKF7NzogcyawLy3pQkI0vxJbC5JeTHToKO%2BWeTuIxtyHHGCFLEkUZLRn4rZle6Seb5ahLYFiA27uq%2BzwGkZDaJMtXb6Z0PqhJgHmy65sZkQKOQiKI0Fdh5qYGpEXrPnIsJ0EQxO9SYWc0Hzi6mOOoupfAcORYzkPVhZpmrFmplY3Hz1tY85PhjishHlkm21HXZ3sN%2Bh9Rsx18Qa0qbSa885U5EYHPWExdRP1mN86uJZK1Y3%2Fp8TusMj4WajjMWSoRFJ8cIVagpGEZcXxwihzsp%2FdH7oq5S7TqpvRzmaHzvxQXHZG9D%2FlvdmroOswh42YgQvrcEX8V6PBFMDv0aoFQZg7p1ivrS01GWFjG%2BTohLyN7Y0OL6u3gZf%2FeKNxm6WUNhmgszE8cgWaMik1x%2F0wVm06it7wtM2k3Qe4AFDItTFx1w%2B8Tlp6MXdcD9qEk6kJOIlhB9mFKjqS4peo1mivf%2Fxi%2Fh86aQzSI24XrMSkTq4qya6Rm,NA,NA,NA,NA,NA,#1172553089,Chapolin Store,Apple,IPhone 6 IPhone 7 e IPhone 8,Case Magnética,Magnética,Alumínio
631, Capinha Capa iPhone Xs Max Xs X 8 7 Anti-impacto + Pelicula ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(249 disponíveis),"
	
		
			
		

		5x 
		
			
				R$ 600

			 sem juros
			
		
	


	
		",00,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TOMTOP+CASES,https://produto.mercadolivre.com.br/MLB-1131645930-capinha-capa-iphone-xs-max-xs-x-8-7-anti-impacto-pelicula-_JM?searchVariation=29735136558,NA,NA,NA,NA,NA,#1131645930,Importada,Apple,Iphone X,iPhone X,Silicone Anti Impacto,Silicone
632, Capa Capinha P/ Apple Iphone 8 Plus - Direito Fem ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105421-capa-capinha-p-apple-iphone-8-plus-direito-fem-_JM,NA,NA,NA,NA,NA,#967105421,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
633, Capa Case Capinha iPhone 7 iPhone 8 Mickey Carinha Luxo ,29,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(77 disponíveis),"
	
		
			
		

		6x 
		
			
				R$ 555

			 sem juros
			
		
	


	
		",55,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TOMTOP+CASES,https://produto.mercadolivre.com.br/MLB-1118713588-capa-case-capinha-iphone-7-iphone-8-mickey-carinha-luxo-_JM,NA,NA,NA,NA,NA,#1118713588,Extreme.Deal,Apple,iPhone 7 ou 8,silicone,Silicone,Silicone
634, Capa Capinha P/ Apple Iphone 8 Plus - I Love Pug ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105829-capa-capinha-p-apple-iphone-8-plus-i-love-pug-_JM,NA,NA,NA,NA,NA,#967105829,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
635, Capa Capinha P/ Apple Iphone 8 Plus - Patas 3 ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(999 disponíveis),"
	
		
			
		

		4x 
		
			
				R$ 625

			 sem juros
			
		
	


	
		",25,Envio para todo o país,NA,Devolução grátis,Você tem 10 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967099207-capa-capinha-p-apple-iphone-8-plus-patas-3-_JM,NA,NA,NA,NA,NA,#967099207,QuarkCase,Apple,Iphone 8,Iphone 8,Tpu Flexivel Personaizada,Gel
