search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Peso,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Altura,Conectores de entrada,Color
290, Parlante Portatil Jbl Flip 4 Bluetooth Azul + Garantia ,74.990,99.990,"
			
				Nuevo
			
			
				
					 - 
				
				62
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 12.498
			
		
		 sin interés
		
	

	
		","
				$ 12.498
			",NA,Envío gratis a todo el país,NA,NA,4.8,16,https://perfil.mercadolibre.cl/ESTURIONTIENDAOFICIAL,https://articulo.mercadolibre.cl/MLC-450942746-parlante-portatil-jbl-flip-4-bluetooth-azul-garantia-_JM#position=25&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,15,0,0,1,0,#450942746,JBL,Flip,NA,Flip 4,16 W,Activo,NA,NA,NA
291, Parlante Karaoke Bluetooth Master G Spbt12d + Envió Gratis ,79.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 6.666
			
		
		 sin interés
		
	

	
		","
				$ 6.666
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANGEL+STOCK,https://articulo.mercadolibre.cl/MLC-492071266-parlante-karaoke-bluetooth-master-g-spbt12d-envio-gratis-_JM#position=26&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#492071266,NA,NA,NA,NA,NA,NA,60 cm,Auxiliar,Rojo
292, Parlante Portátil Bluetooth Huawei Cm51 Negro ,34.990,NA,"
			
			
				
				3
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 5.832
			
		
		 sin interés
		
	

	
		","
				$ 5.832
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ADMINISTRADORA+ADP?brandId=105,https://articulo.mercadolibre.cl/MLC-458211929-parlante-portatil-bluetooth-huawei-cm51-negro-_JM#position=27&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#458211929,Huawei,NA,NA,NA,NA,NA,NA,NA,NA
293, Parlante Bluetooth Karaoke 6000w Pmpo 12 Pulgadas Usb Sd Mic ,102.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 17.165
			
		
		 sin interés
		
	

	
		","
				$ 17.165
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-446538470-parlante-bluetooth-karaoke-6000w-pmpo-12-pulgadas-usb-sd-mic-_JM#position=28&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#446538470,NA,NA,NA,NA,NA,NA,NA,NA,NA
294, Jbl Parlante Portatil Boombox Bluetooth ,349.990,519.990,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(1 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 58.332
			
		
		 sin interés
		
	

	
		","
				$ 58.332
			",NA,Envío gratis a todo el país,NA,NA,5.0,1,https://perfil.mercadolibre.cl/ONDAPROCL,https://articulo.mercadolibre.cl/MLC-456755740-jbl-parlante-portatil-boombox-bluetooth-_JM#position=29&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#456755740,JBL,NA,NA,Boombox,NA,Activo,NA,NA,NA
295, Parlante Bluetooth Resistente Al Agua / Cupoclick ,4.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 832
			
		
		 sin interés
		
	

	
		","
				$ 832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://articulo.mercadolibre.cl/MLC-443145335-parlante-bluetooth-resistente-al-agua-cupoclick-_JM#position=30&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#443145335,NA,NA,NA,NA,NA,NA,NA,NA,NA
296, Parlante Jbl Xtreme 100% Original Sellado Envio Gratis ,189.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 31.650
			
		
		 sin interés
		
	

	
		","
				$ 31.650
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,5.0,6,https://perfil.mercadolibre.cl/WAHL+CHILE,https://articulo.mercadolibre.cl/MLC-484351947-parlante-jbl-xtreme-100-original-sellado-envio-gratis-_JM#position=31&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,6,0,0,0,0,#484351947,JBL,Xtreme,2112 g,Xtreme,40 W,NA,NA,NA,NA
297, Jbl Flip 4 Parlante Bluetooth 12 Cuotas - Inetshop ,72.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(19 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 6.082
			
		
		 sin interés
		
	

	
		","
				$ 6.082
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,4.4,17,https://perfil.mercadolibre.cl/INETSHOP_2011,https://articulo.mercadolibre.cl/MLC-457478948-jbl-flip-4-parlante-bluetooth-12-cuotas-inetshop-_JM#position=32&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,10,5,1,1,0,#457478948,JBL,Flip,NA,Flip 4,16 W,Activo,NA,NA,NA
298, Parlante Bluetooth Karaoke Microfono Philco 757bk / Fernapet ,14.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FERNAPET,https://articulo.mercadolibre.cl/MLC-435055838-parlante-bluetooth-karaoke-microfono-philco-757bk-fernapet-_JM#position=33&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#435055838,Philco,NA,1.25 kg,NA,NA,NA,NA,USB,NA
299, Parlantes Bluetooth Tronsmart Element Force 40w ,62.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(97 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 10.498
			
		
		 sin interés
		
	

	
		","
				$ 10.498
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CASTLETECEIRL,https://articulo.mercadolibre.cl/MLC-487762610-parlantes-bluetooth-tronsmart-element-force-40w-_JM#position=34&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#487762610,Tronsmart,NA,1 kg,Element Force+,40 W,NA,NA,Auxiliar,NA
300, Tronsmart Element Mega Parlantes Bluetooth 40w ,55.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(94 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 9.332
			
		
		 sin interés
		
	

	
		","
				$ 9.332
			",NA,Envío a todo el país,NA,NA,4.6,7,https://perfil.mercadolibre.cl/CASTLETECEIRL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=xUaRKqrYU2dwU5lI6bvAi8Cj%2FS9YP7c9tKNqwkk%2BwJkU%2B5wU4lAlSXjANUr3cNI9G1%2BmfAKbtDX8pW%2FDatSimUlrPKcOrQOTLpbkOWEDrwkcjfhserLYQHhxZBrysUQxTJt1DzkvPPrAqJp4s1gumWQgdW3SaDtcjmRVi5CvGEqrrF57bJnbKmkXzelmAOtVRLGgfXDDFVOyKMPs6KblHoDC2bvvFMSrhxq1l3wvNtFLNduiBqFMUjDh%2BlUuIst1Jj2xLmXQ4NJ5BoeHdX4IEicc%2BCuTGKOo5NZH0JSnER%2B0PWrLSBO5iXmMjRxWQLK9gpUNHfVN9TxgQeRl45iyM66cU%2BQ8%2FcViTnh3kCXRY5NksIeXj%2FP3xvHWy8jJW4DwviChstRWI5woqllmXYxf2FPf9EFouyykXLpl12ZvSSrFTDaVsAgryH8SjM74nyHzrbD5tQV%2BdcSv0Ve%2BL36uOZdgQ%2FyqBa7C%2FohoiPzjw5i2ujhyRdKouTiKsNXBbDvD%2BWWeOJE8AVBsecbWWegywDsNivUVl3QjOPzpAdNY6gS1853U%2FXaiK7TZ3J1UUnvk3Xz6QLe%2FYps79G3P7OT3QzJck4JPtNvNbhzxG5uIkGoYp%2F3dj9CK0S4%2B6vubnTCSZ61Yv73eQq6YR8doGov4Ri3OmHTE68W2VM5zUpmF%2BAi%2F7LcdGoMeaD%2BQFgNTXex15XS1CAol%2Fy%2B6Iy%2Fo7k36ZgajS7EzkKfvVkKi1wP9u7jPhy3NC8jiAts8%2Folp%2BoIPCB7BPxJi0aSS14NfMlf2TyVf3tM%2BSnaBzJmuIqLEOimuWyNQm0KeQXhymqiuL6BkDzNMUO80ZFRxFRnpDxXhg%2B%2FO808xlVOm6vLXM63YPM%2FqzDil%2BaJ4kJAOr%2BClYgNmtCQ4CTlSqiZHzbl1aTQF04zNEfA1IUhrfypmWN7P%2FkhOa1jg8VZ4vGt2s6RwoF1HZrYHZwB9UROo7nciUObPRtJe%2Bvvuq7mCrXtQ21hDnBER6CRuuQfDjaFot7nq5oAvVMnDmFefEwHuBWhfAnwLWOPDgAj1E0SYcDgB2MKOess7Y8t62DHxRK21Y1S%2Fbmk7NUu2US2cJK%2F2n18n438YT7ly2Ch4BtsTwekSpAE56hqY%2FNKFngiq6ZHZT8%2B4wJnY2BAp%2BLiQ%2BWttjRRCN5BtrE5TJ9nn3z0CtAf9x5DBsOVhTXoYG6oUmmcGopnJcA3hDgmc0UxT%2BL2e8DbvmIj0XfceGeaUyGHcd2zP1MTd%2BeTjE2Ojl5gvDQclS%2Fw%2FscsmE2tS29NPNplhCzZ0uhh7D6KqlgIvMw9W0ahLVIM7hj0UIcjYWzYKpPb6xdPl40bvSLwKZ4ipOsgwTkFfcMFjxVUHJzwKbtrUn8YNhQlYvfwqQDXRKQj%2FIa4h7y87FgNhe9lKtDMZlh98GdZtfb%2FwG7hva2gdEL5LLt2J%2Bk2Gi6sEYqXMMHhDrClYOo%2BhzkJr6bgklU9m9nc6E0%2FysJx9fjAKXg%2FvyFEnYtOMWDooXeMrHqk0uQWsBS56ZhUUPMXxDo6l1TegYsCPXo%2FpOlyOSXDNCZ0UglnkCLa1IotFNAReM4LTqm06Bb6parAFobiJCaRUCHrFCTlYJlvqMeKRZ1d7FyC1hZj8OgIuJOL6yc7whv6jir4PQjcc%2F9PEdGmPEh9KopKxq03kFODl%2Fgdb91XGQNCGolw91ZewtQAsbz%2BM1zXRBJOeUQ%3D%3D,5,1,1,0,0,#454538143,Tronsmart,NA,662.3 g,NA,40 W,NA,NA,NA,Negro
301, Parlante Irt All In One Bluetooth Fm Mp3 Sd Aux - Prophone ,47.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(928 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 7.998
			
		
		 sin interés
		
	

	
		","
				$ 7.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-463018232-parlante-irt-all-in-one-bluetooth-fm-mp3-sd-aux-prophone-_JM#position=36&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#463018232,Fujitel,NA,6.2 kg,NA,50 W,NA,60 cm,NA,NA
302, Parlante Torre Bluetooth Rca Sp2600bt - Xd Store ,45.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.832
			
		
		 sin interés
		
	

	
		","
				$ 3.832
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/XD-STORE,https://articulo.mercadolibre.cl/MLC-496930152-parlante-torre-bluetooth-rca-sp2600bt-xd-store-_JM#position=37&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#496930152,NA,NA,NA,NA,NA,NA,NA,NA,NA
303, Logitech Ue Boom2 Parlante Bluetooth Black/grey ,70.990,154.990,"
			
				Nuevo
			
			
				
					 - 
				
				16
				vendidos
			
		",(20 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.832
			
		
		 sin interés
		
	

	
		","
				$ 11.832
			",NA,Envío gratis a todo el país,NA,NA,5.0,3,https://perfil.mercadolibre.cl/ONDAPROCL,https://articulo.mercadolibre.cl/MLC-447406308-logitech-ue-boom2-parlante-bluetooth-blackgrey-_JM#position=38&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,3,0,0,0,0,#447406308,Logitech,NA,NA,NA,NA,NA,NA,NA,NA
304, Parlante Line Array Bluetooth Master G Pro210 ,149.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 24.998
			
		
		 sin interés
		
	

	
		","
				$ 24.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GMEZEDGAR94,https://articulo.mercadolibre.cl/MLC-497014818-parlante-line-array-bluetooth-master-g-pro210-_JM#position=39&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#497014818,Master-G,NA,NA,pro line 210,450 W,NA,NA,NA,NA
305, Jbl Parlante Xtreme 2 Wireless Ipx7 Negro - Mobulehut ,279.990,329.990,"
			
			
				
				1
				vendido
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 46.665
			
		
		 sin interés
		
	

	
		","
				$ 46.665
			",NA,Envío gratis a todo el país,NA,NA,5.0,6,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-478683040-jbl-parlante-xtreme-2-wireless-ipx7-negro-mobulehut-_JM#position=40&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,6,0,0,0,0,#478683040,JBL,NA,5.14 lb,Xtreme 2 Wireless,40 W,Pasivo,126 mm,USB,NA
306, Parlante Bluetooth Portatil Radio Fm 20w Usb Mlab Con Envio ,15.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.665
			
		
		 sin interés
		
	

	
		","
				$ 2.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUPERPRACTICO.CL,https://articulo.mercadolibre.cl/MLC-460720425-parlante-bluetooth-portatil-radio-fm-20w-usb-mlab-con-envio-_JM#position=41&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#460720425,Microlab,NA,1 kg,NA,20 W,NA,NA,Plug,Negro
307, Parlantes Exterior Interior Pyle Activos Con Bluetooth ,129.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 21.650
			
		
		 sin interés
		
	

	
		","
				$ 21.650
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALOMEGALTDA,https://articulo.mercadolibre.cl/MLC-441417095-parlantes-exterior-interior-pyle-activos-con-bluetooth-_JM#position=42&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#441417095,NA,NA,NA,NA,NA,NA,NA,NA,NA
308, Parlantes Bluetooth Para La Ducha ,5.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 417
			
		
		 sin interés
		
	

	
		","
				$ 417
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SEBAURRUTIAOFFICIAL,https://articulo.mercadolibre.cl/MLC-439793272-parlantes-bluetooth-para-la-ducha-_JM#position=43&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#439793272,NA,NA,NA,NA,NA,NA,NA,NA,NA
309, Parlante Bamboo Acoplable Fiddler 8w Bluetooth ,29.990,44.990,"
			
			
				
				4
				vendidos
			
		",(6 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.998
			
		
		 sin interés
		
	

	
		","
				$ 4.998
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-467367660-parlante-bamboo-acoplable-fiddler-8w-bluetooth-_JM#position=44&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#467367660,Fiddler,NA,NA,FD-WBT07,8 W,NA,11 cm,NA,NA
310, Bazuca Gbass Parlante Master G Bluetooth ,27.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.332
			
		
		 sin interés
		
	

	
		","
				$ 2.332
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANGEL+STOCK,https://articulo.mercadolibre.cl/MLC-480080841-bazuca-gbass-parlante-master-g-bluetooth-_JM#position=45&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#480080841,NA,NA,NA,NA,NA,NA,NA,Auxiliar,Rojo
311, Parlante Bazooka Bluetooth Fm Sd Usb Aux Recargable Uk Nuevo ,14.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 2.498
			
		
		 sin interés
		
	

	
		","
				$ 2.498
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-451947807-parlante-bazooka-bluetooth-fm-sd-usb-aux-recargable-uk-nuevo-_JM#position=46&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#451947807,NA,NA,NA,NA,NA,NA,NA,NA,NA
312, Parlantes Xiaomi Bluetooth 4.2 Square Box 2 ,27.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(13 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.665
			
		
		 sin interés
		
	

	
		","
				$ 4.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CRIST-CASTLE,https://articulo.mercadolibre.cl/MLC-456193922-parlantes-xiaomi-bluetooth-42-square-box-2-_JM#position=47&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#456193922,Xiaomi,NA,NA,Square Box 2,NA,NA,NA,NA,NA
313, Caja Acústica Activa Skp Sk-2p - Internet Store ,158.790,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 13.232
			
		
		 sin interés
		
	

	
		","
				$ 13.232
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/INTERNETSTORE+CL,https://articulo.mercadolibre.cl/MLC-450694796-caja-acustica-activa-skp-sk-2p-internet-store-_JM#position=48&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#450694796,SKP,NA,NA,SK-2P,NA,NA,NA,NA,NA
314, Parlante Bluetooth Soundcore Premium ,42.990,79.990,"
			
			
				
				3
				vendidos
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 7.165
			
		
		 sin interés
		
	

	
		","
				$ 7.165
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-501263121-parlante-bluetooth-soundcore-premium-_JM#position=49&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#501263121,Anker,SoundCore,620 g,NA,NA,NA,NA,Auxiliar,NA
315, Parlante Inalámbrico Bluetooth Carga Solar M-302c/disparocl ,9.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				54
				vendidos
			
		",(98 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 832
			
		
		 sin interés
		
	

	
		","
				$ 832
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DISPAROTIENDACL,https://articulo.mercadolibre.cl/MLC-475894009-parlante-inalambrico-bluetooth-carga-solar-m-302cdisparocl-_JM#position=50&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#475894009,Music,NA,0.24 kg,BLuewore Speaker,NA,NA,7 cm,NA,NA
316, Parlante 2.1 Home Theater Aiwa Env Gratis Awa-299bt Vc ,29.990,39.990,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(15 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 4.998
			
		
		 sin interés
		
	

	
		","
				$ 4.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPORTADORAVICTORIACAPITALLT,https://articulo.mercadolibre.cl/MLC-475435469-parlante-21-home-theater-aiwa-env-gratis-awa-299bt-vc-_JM#position=51&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#475435469,Aiwa,NA,NA,NA,NA,NA,31.2 cm,Auxiliar,NA
317, Parlante Wonderboom Bt Waterproof Raspberry Ultimate Ears ,39.990,59.990,"
			
			
				
				7
				vendidos
			
		",(19 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 6.665
			
		
		 sin interés
		
	

	
		","
				$ 6.665
			",NA,Envío gratis a todo el país,NA,NA,5.0,3,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=471,https://articulo.mercadolibre.cl/MLC-473798738-parlante-wonderboom-bt-waterproof-raspberry-ultimate-ears-_JM#position=52&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,2,0,0,0,0,#473798738,Ultimate Ears,NA,NA,Wonderboom Raspberry,NA,No aplica,NA,NA,NA
318, Parlante Tipo Perro Bulldog- Bluetooth ,14.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(12 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.249
			
		
		 sin interés
		
	

	
		","
				$ 1.249
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCILIZADORA+TECNO,https://articulo.mercadolibre.cl/MLC-493528702-parlante-tipo-perro-bulldog-bluetooth-_JM#position=53&type=item&tracking_id=ab9ce50a-1dbb-4b7f-b750-119a2f7ce272,NA,NA,NA,NA,NA,#493528702,chn12,NA,NA,CH-M12,5 W,NA,13 cm,NA,NA
319, Parlante Tecmaster Bluetooth A Prueba De Agua ,6.500,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 1.083
			
		
		 sin interés
		
	

	
		","
				$ 1.083
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOMUNDO+CHILE,https://articulo.mercadolibre.cl/MLC-436258365-parlante-tecmaster-bluetooth-a-prueba-de-agua-_JM#position=1&type=item&tracking_id=d860ccae-e7f3-4ae1-80d9-e280468e10a1,NA,NA,NA,NA,NA,#436258365,NA,NA,NA,NA,NA,NA,NA,NA,NA
320, Parlantes Bluetooth Estéreo Logitech Z207 Negro Proglobal ,27.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 4.665
			
		
		 sin interés
		
	

	
		","
				$ 4.665
			",NA,Lo retiro en el domicilio del vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-460147386-parlantes-bluetooth-estereo-logitech-z207-negro-proglobal-_JM#position=2&type=item&tracking_id=d860ccae-e7f3-4ae1-80d9-e280468e10a1,NA,NA,NA,NA,NA,#460147386,Logitech,NA,0.99 kg,NA,NA,NA,24.1 cm,NA,Negro
321, Parlante Bluetooth Radio Reloj Digital Despertador Fm Usb Tf ,22.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 3.832
			
		
		 sin interés
		
	

	
		","
				$ 3.832
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MMSMIKE1,https://articulo.mercadolibre.cl/MLC-472864644-parlante-bluetooth-radio-reloj-digital-despertador-fm-usb-tf-_JM#position=3&type=item&tracking_id=d860ccae-e7f3-4ae1-80d9-e280468e10a1,NA,NA,NA,NA,NA,#472864644,NA,NA,NA,NA,NA,NA,NA,Entrada para Micrófono,NA
322, Parlante Sony Extra Bass Srs-xb40 Nuevo Envio Gratis ,119.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		","
		
			¡Último disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 19.983
			
		
		 sin interés
		
	

	
		","
				$ 19.983
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GEORGECARO,https://articulo.mercadolibre.cl/MLC-466752523-parlante-sony-extra-bass-srs-xb40-nuevo-envio-gratis-_JM#position=4&type=item&tracking_id=d860ccae-e7f3-4ae1-80d9-e280468e10a1,NA,NA,NA,NA,NA,#466752523,Sony,EXTRA BASS,NA,SRS-XB40,NA,Activo,NA,NA,Roja
323, Pack Radio Bluetooth Y Parlantes 16cm Bowmann Dx-3660 ,34.900,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 5.817
			
		
		 sin interés
		
	

	
		","
				$ 5.817
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PARO1305168,https://articulo.mercadolibre.cl/MLC-491795240-pack-radio-bluetooth-y-parlantes-16cm-bowmann-dx-3660-_JM#position=5&type=item&tracking_id=d860ccae-e7f3-4ae1-80d9-e280468e10a1,NA,NA,NA,NA,NA,#491795240,NA,NA,NA,NA,NA,NA,NA,NA,NA
