search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda,Color
46, Carcasa 360 Magnética iPhone 8 Plus Negro Plata Digitek ,11.990,NA,2,8,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITEK.CL,https://articulo.mercadolibre.cl/MLC-470860909-carcasa-360-magnetica-iphone-8-plus-negro-plata-digitek-_JM,NA,NA,NA,NA,NA,#470860909,Apple,NA,Carcasa,NA
47, Carcasa Funda De Silicona iPhone 7 Plus Y 8 Plus Naranja ,19.990,NA,1,899,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-469564197-carcasa-funda-de-silicona-iphone-7-plus-y-8-plus-naranja-_JM,NA,NA,NA,NA,NA,#469564197,Apple,NA,Carcasa,NA
48, Carcasa iPhone 7 Plus I 8 Plus Ultrafina I Diseño Original ,1.990,NA,26,NA,6,332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VENTAS+ELECTRONICAS1,https://articulo.mercadolibre.cl/MLC-459100381-carcasa-iphone-7-plus-i-8-plus-ultrafina-i-diseno-original-_JM,NA,NA,NA,NA,NA,#459100381,Apple,NA,Carcasa,Negro
49, Carcasa Supreme iPhone 6/6 Plus/7/8/ 7plus / 8 Plus /x ,6.000,NA,2,18,12,500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/STMA9082314,https://articulo.mercadolibre.cl/MLC-489419502-carcasa-supreme-iphone-66-plus78-7plus-8-plus-x-_JM,NA,NA,NA,NA,NA,#489419502,Apple,NA,Carcasa,NA
50," Carcasa Gameboy Tetris ,carreras, Apple Iphone7 Y 8 Plus ",4.950,NA,7,97,12,412,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SELFICL,https://articulo.mercadolibre.cl/MLC-477814757-carcasa-gameboy-tetris-carreras-apple-iphone7-y-8-plus-_JM,NA,NA,NA,NA,NA,#477814757,Apple,Apple,Carcasa,NA
51, Carcasa iPhone X 6 7 8 Xr Max Plus Avengers Dc Cómics 2019 ,5.990,NA,0,2,12,499,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-493694535-carcasa-iphone-x-6-7-8-xr-max-plus-avengers-dc-comics-2019-_JM,NA,NA,NA,NA,NA,#493694535,Apple,NA,Carcasa,NA
52, Apple iPhone 8/7 Plus Case Eton Premium Nillkin - Webphone ,11.990,NA,1,9,12,999,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/WEBPHONESPA,https://articulo.mercadolibre.cl/MLC-475197980-apple-iphone-87-plus-case-eton-premium-nillkin-webphone-_JM,NA,NA,NA,NA,NA,#475197980,Apple,NA,Carcasa,NA
53, Carcasa 360 iPhone 7 Plus Y iPhone 8 Plus - Tecnostrike ,15.000,NA,3,17,6,2.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://articulo.mercadolibre.cl/MLC-470876449-carcasa-360-iphone-7-plus-y-iphone-8-plus-tecnostrike-_JM,NA,NA,NA,NA,NA,#470876449,Apple,NA,Carcasa,NA
54, Carcasa Apple Silicona iPhone 6 6s 7 8 X Xs / Plus Colores ,8.990,NA,227,265,12,749,NA,Envío a todo el país,NA,NA,4.5,23,https://perfil.mercadolibre.cl/SMARTBUYCHILE,https://articulo.mercadolibre.cl/MLC-451591061-carcasa-apple-silicona-iphone-6-6s-7-8-x-xs-plus-colores-_JM?searchVariation=35097510409,19,1,1,0,2,#451591061,Apple,Apple,Carcasa,NA
55, Carcasas Mickey Minnie Mouse iPhone X Xs 6 7 8 Plus ,7.990,NA,15,5,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-473804686-carcasas-mickey-minnie-mouse-iphone-x-xs-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#473804686,Apple,NA,Carcasa,NA
56, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Azul 3 En 1 ,9.995,NA,15,2,6,1.666,NA,Envío gratis a todo el país,NA,NA,4,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825207-carcasa-360-iphone-8-plus-7-plus-lamina-azul-3-en-1-_JM,0,1,0,0,0,#452825207,Apple,NA,Carcasa,NA
57," Carcasa iPhone 5s, Se, 6, 7, 7 Plus, 8, 8 Plus E iPhone X ",9.000,NA,28,27,6,1.500,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/CRISTIANCURIQUEO,https://articulo.mercadolibre.cl/MLC-459998430-carcasa-iphone-5s-se-6-7-7-plus-8-8-plus-e-iphone-x-_JM,1,0,0,0,0,#459998430,Apple,NA,Carcasa,NA
58, Carcasa Metálica iPhone 8 7 Plus + Negro Lunatik Taktik ,23.990,NA,20,2,12,1.999,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452411101-carcasa-metalica-iphone-8-7-plus-negro-lunatik-taktik-_JM,1,1,0,0,0,#452411101,Apple,NA,Carcasa,Negro
59, Carcasa Tpu Militar Táctica Camuflaje iPhone X 6 7 8 Plus ,5.990,NA,5,9,12,499,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-474169702-carcasa-tpu-militar-tactica-camuflaje-iphone-x-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#474169702,Apple,NA,Carcasa,NA
60, Carcasa Silicona Apple iPhone 7/7plus/8/8plus - We ,14.990,NA,79,21,12,1.249,NA,Envío a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/WE.-,https://articulo.mercadolibre.cl/MLC-461069458-carcasa-silicona-apple-iphone-77plus88plus-we-_JM,4,0,0,0,0,#461069458,Apple,Apple,Carcasa,NA
61, Carcasa Con Batería Externa Para iPhone 6 Plus 6sp 7p Y 8p ,20.900,NA,8,92,6,3.483,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITALSTORE_,https://articulo.mercadolibre.cl/MLC-468019780-carcasa-con-bateria-externa-para-iphone-6-plus-6sp-7p-y-8p-_JM?searchVariation=28569455520,NA,NA,NA,NA,NA,#468019780,Apple,Carcasa con Batería Externa Recargable,Carcasa,NA
62, Vidrio + Carcasa Anillo Flexible iPhone 6 6s 7 8 Plus Nohon ,9.000,NA,45,55,6,1.500,NA,Envío a todo el país,NA,NA,4.4,7,https://perfil.mercadolibre.cl/AERRECOMEX.COM,https://articulo.mercadolibre.cl/MLC-452232610-vidrio-carcasa-anillo-flexible-iphone-6-6s-7-8-plus-nohon-_JM,5,0,2,0,0,#452232610,Apple,NA,Carcasa,Roja
63, Funda Brazo Celular Teléfono Brazalete Iphonegalaxy S8 Plus ,1.990,2.786,20,80,12,166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FORCECL,https://articulo.mercadolibre.cl/MLC-458986521-funda-brazo-celular-telefono-brazalete-iphonegalaxy-s8-plus-_JM,NA,NA,NA,NA,NA,#458986521,Apple,NA,Brazalete,NA
64, Carcasa iPhone 7 / 8 Plus Camuflaje Táctico Militar ,5.990,NA,3,2,6,998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-466466763-carcasa-iphone-7-8-plus-camuflaje-tactico-militar-_JM,NA,NA,NA,NA,NA,#466466763,Apple,NA,Carcasa,NA
65, Carcasa Apple Silicona iPhone 6 6 Plus 7 7 Plus 8 8 Plus X ,9.990,NA,5,5,12,832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BEXTECHNOLOGIES,https://articulo.mercadolibre.cl/MLC-461979345-carcasa-apple-silicona-iphone-6-6-plus-7-7-plus-8-8-plus-x-_JM,NA,NA,NA,NA,NA,#461979345,Apple,Apple,Carcasa,NA
66, Carcasa 360° Magnética iPhone 8 Plus 7 Plus + Vidrio Frontal ,15.990,NA,13,1,12,1.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-466054141-carcasa-360-magnetica-iphone-8-plus-7-plus-vidrio-frontal-_JM,NA,NA,NA,NA,NA,#466054141,Apple,Apple,Carcasa,NA
67, Carcasa Metálica iPhone 8 7 Plus + Negro Lunatik Taktik ,23.990,NA,20,2,12,1.999,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=fD5CPD0qaLKZpKOSXYlhOLyeVh3NWiRvcCALJWTB2ZB2YtNLK%2FSQN5Kfg80iUEmKhw%2BbApy5CfV3xnAoksVSnFtRpDovoYpjb1XmLipoN3cyz6uwca66PayhmCgjGL77%2FtMGYWuVQBLhtBb%2BVjP%2FboZrsz9oc0%2F6BOa1G5DpzyPkzeK%2Fh%2FwyPpIu%2FxLjMf7ptZFaWT49a%2FUlon0O9u0kS5UVeRJ4LdvhflDbN2MGbzeIsZfCPdZ0%2F3l1uPKGpkMzpwrskuyvtRTz5mmhBVPyfSZMFnzvidkZdF%2Bl2OcZS57e7%2BFkzBfnhUX2NDpkww5IPG%2B%2Fi%2Bijv%2FDQLSrEnl36SAVzty5PaP7hjJDAj1wRMXEsX0y5lJzVVrtr%2B6uXxdt9BYUNrr3YpxfVSBuQBD1FIZ3DwaYlvu2%2BjIGLVhkLjK2kK%2BAZnuuwkV8r011BBvlal5Blcvzem8iAFw3NnmJkuybczsLYJ7QGzDUSnrDDFMCGwtUoB0hJV3MX9UcZTI4DoQgfW%2F1ohhe9PgJvQi5s%2F3GNdi87rIaVJvi7DHkRPMDW8Pb7lU94xavR%2FmJeQqscTFyPuZ5r7wbcfo2oSNne11tmeXn5RMYQ%2Bki2HoNgfoEeQZ8qig4ZsQQ%2Bm2WvQPDRq%2FsTnF3Kdq7Bz7pU1gLnl%2FzHbgb%2F71cwRmcOOG%2F259HbefPTt17mh3n6xWJIEVlf1a4sRrf88LRd3GrWISDEDeIZItFPX8CjrFs6%2B%2Bn0I%2BrZbE9LkYbVatGpmfX13Pfr6poMpT4K%2Fj0T36CHEbPRU9q%2BajsCI5uuOskPOjYpgUFGHbcw21Qnpk%2ByKwcwHX%2Ba%2F0Yz1Ddh8sAruJLXkfzDyg3Hx8BZdsFrhMoIFZ0WRRl2RF6DTfXDW3PDatn1Llui0gcA7bOqlMvUt7dJr7HERp2kwiUgzFLjxHGPTFLuWDa%2BwubiaYmZu6KkNEqOuYxy4S5atP9g%2B0EwKqj7aDM%2FaAK6M4FG7OH8GkjG00DvvgYGjMCvFx2ZxKN%2BQDnjVcDRcceMjZoaLU90S1ZvAKFOh5q2rYjlWNsPM%2BeIarJFN33Tyz%2FxzeH223N5T%2BP%2BXdmolkp%2BVIsAsqUEO%2B4gQ79XT2GkU5AdEps6O1SmlL%2FVcp7uTnU1itP4kTpapqrAbXpKS4l%2FDTZPAFZZnIcFOjFxtFImWNrID7fgnrbb9hrZwx2PnMVJOpDSl8yRNPPMiMBbavviESxwATH%2FCuFVhQVwGZpgcpydbkBAHtLUoeUocumboWpe4p0a5MXsnWPiwLoElsNbjNCTQDEpdHTUMsf1HRZ9muZJ8zScGlwnO%2FJwnI37U47HKbfilT83zltlgUkWOP0YnsYlzgKLawRMONRJToBQliFQxQ44QljpzzpxLxNfaAvenveM36jPfDCyDmPo6K5whGOcdqvQNPQS6VB8YUPp548OZBWvzajcJQLIhT%2FpFx%2BmDoWIub70x7RNgA%3D%3D,1,1,0,0,0,#452411101,Apple,NA,Carcasa,Negro
68, Tapa Trasera iPhone 8 Plus ,11.990,NA,4,NA,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDATRANSPARENCIA,https://articulo.mercadolibre.cl/MLC-460227967-tapa-trasera-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#460227967,Apple,NA,Carcasa,NA
69, Carcasa Silicone Case iPhone 8 Plus + Lamina ,5.990,NA,1,2,6,998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDATRANSPARENCIA,https://articulo.mercadolibre.cl/MLC-487703759-carcasa-silicone-case-iphone-8-plus-lamina-_JM,NA,NA,NA,NA,NA,#487703759,Apple,Silicone,Carcasa,NA
70, Carcasa Lunatik Extreme iPhone 7/8 Plus Golpes Agua Polvo ,12.990,NA,51,3,12,1.082,NA,Envío a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.cl/SMARTMATECHILE,https://articulo.mercadolibre.cl/MLC-436109764-carcasa-lunatik-extreme-iphone-78-plus-golpes-agua-polvo-_JM,1,1,0,0,0,#436109764,Apple,NA,Carcasa,Negro
71, Carcasa Love Mei iPhone 7 8 X Y 7 8 Plus - Tecnostrike ,20.990,22.990,330,711,6,3.498,NA,Envío gratis a todo el país,NA,NA,4.1,13,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=KImontr2ljQDyJWY4dyfAai2qTk0dzZulEw0nN3qxz%2FmS32l1wgFocOSV%2FhZoDMNPaElBIvax3eTaW9eTuKGA%2FUmURmNAX7eg%2BAsQOwPoZ7I%2B3g3NeTxRRz51HH7PEvZjxut908LtjOOCmu1BI2Hi5i934yzaQeXqmDWqNWE2ENAjtf68tZFHn9Fe8HrixFlM4qSNHGEGKCIJfZ6qMbQOdsmQbUClLfTd86hvhu6tIwXM1tcjt6Cdw3oHvn1UqPlxOr%2F1UVo8Uwa7i2Cbv0sglT5fBCyRE6DTXJVlkrond65elFq48XDqLbnbpq%2B2B5J9kKYhuAW9sAW1N4qvAufNC5yImqcVFmoZ8J%2FN8EvJ1curfHK9tCdcVoHTkNUSbXRz57ssAzIkSfkke4SiN1OtHACek51xaF1aBtXzIhC27RzSMxnzNnnmfb8uTJ5kJtUDmx1E67gIltgaHf4eci2EPpSzk%2BaXpPmIcdLHWlYErmbNOkBqI6O9y9mtHkQ2aKATDKSqnKn7ZBi%2F1bg%2FPwXNrU9h%2FNgteNzX4xwSHM2wI2Pjz32D274WO%2FMLW1QVLL0DIA%2FRpCXpYK%2Bzc%2F04UwsCqy2QaOEKugxUroZAMuyI1l5Yn3o3asSlwF2l6nEaW%2FP%2FEiUDQXhWfYCsUxROxMzDeKv8YJR00jtSNbGyOeX4FbM82i5RP5qipjUs5Yd9BE%2Fr2mLGK5sN2csQY9uW24sFWTOoKCR5EjzWWGzN9qNGERcJf0MbvopwN23NFIqyTje8HI1twIygc42W6k0fyQQ2Kouigc7ZvwbWVblmYkFVh4Oes1DrQdmPvtJYrNJ2MShj5uW41V4HBniSokrO9Ry0S0DSdc3BywlFU3s28R2YsZjw6swcMAqUS%2BIpy5AoIOYgAiCD5fgaibwYliWBQXi2IqaZRRSX%2BJnLRoxriTuAiGHnNpxyjOpbN2hc0CIa%2FBkH93DdhEhVxjwbFwYQb5LR2KoQyEmAsW8aRsiiPE%2F85ASpBWXYneSzVF4ZicV21bh2bp4c0msVXtoC3Qc2vrunCRk%2FnCod1hJL5vtdT114t1zCCNnVZWINKluJzB8jREY58JnhxsRyREPrNaAuzUWJ8b9Z6ZJiqyAToOkhzl8BYMioqRLRti3fGn%2Fvd5a5IGhZ6Xk3GrBiaxwFj6LSAIcDduBKC7jugmq0dl7pHRRpxNDZorxqGQQWwEymR3Q8k2AaZRjKtov6vB8%2Fow%2BneF8X7aZc%2FSNh4Ro4zQURdSEWwmWCf6BLpZwoaDOSM8HYodljzGhEtxyFja9miyzVUKYvENupVKMorq8pHzERMT%2FqGZREYFNxecmcyKjZ9yG643J1JRWan5M%2BkZ4yIZp9P%2BBwd%2BVVmb6A5m%2FsxCZKyPiRLzvUe1w9p0SXpdZEzpmkl0D4q9QI7Ge8Kdk%2F9cT3mnSQHQk3tXZfHKI5egVHuaHe4o7WU7yae3xtn1KZkLx,8,1,1,3,0,#435358128,Apple,LOVE MEI,Carcasa,NA
72, Carcasa Magnética Para iPhone Tconect Providencia. ,7.990,NA,20,2,12,666,NA,Envío a todo el país,NA,NA,1,1,https://perfil.mercadolibre.cl/T-CONECT,https://articulo.mercadolibre.cl/MLC-461485391-carcasa-magnetica-para-iphone-tconect-providencia-_JM?searchVariation=39398747757,0,0,0,0,1,#461485391,Apple,NA,Carcasa,NA
73, Carcasa iPhone X 6 7 8 Plus Tela Real Camuflaje Táctica ,7.990,NA,1,2,12,666,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALIZADORA+REGALOCO,https://articulo.mercadolibre.cl/MLC-472989513-carcasa-iphone-x-6-7-8-plus-tela-real-camuflaje-tactica-_JM,NA,NA,NA,NA,NA,#472989513,Apple,NA,Carcasa,NA
74," Carcasa Silicona iPhone: X , 6 - 6s , 7, 8 Y 7 Plus, 8 Plus ",5.990,NA,1,4,6,998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VAPORISLANDCHILE,https://articulo.mercadolibre.cl/MLC-460742715-carcasa-silicona-iphone-x-6-6s-7-8-y-7-plus-8-plus-_JM?searchVariation=39103183138,NA,NA,NA,NA,NA,#460742715,Apple,NA,Carcasa,NA
75, Mophie Funda Bateria Juice Pack Para iPhone 8/7 Plus Negro ,47.990,69.990,NA,3,6,7.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-475910245-mophie-funda-bateria-juice-pack-para-iphone-87-plus-negro-_JM,NA,NA,NA,NA,NA,#475910245,NA,Mophie,NA,NA
76, Lote De 12 Fundas De Cuero Para iPhone 6 / 7 / Plus / 8 / X ,89.990,NA,2,98,12,7.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CELLBOX.CL,https://articulo.mercadolibre.cl/MLC-459600680-lote-de-12-fundas-de-cuero-para-iphone-6-7-plus-8-x-_JM,NA,NA,NA,NA,NA,#459600680,Apple,NA,Carcasa,NA
77, Carcasa Slim Colores iPhone 8 Plus Miaustore ,3.000,NA,8,2,12,250,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIAUSTORE.CL,https://articulo.mercadolibre.cl/MLC-454538872-carcasa-slim-colores-iphone-8-plus-miaustore-_JM,NA,NA,NA,NA,NA,#454538872,Apple,Fullpro,Carcasa,NA
78, iPhone 8 Plus / 7 Plus - Funda Carcasa Dorada Protección 360 ,10.990,NA,0,8,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/B%C3%9ASCANOS_UPMOVILCHILE,https://articulo.mercadolibre.cl/MLC-492274577-iphone-8-plus-7-plus-funda-carcasa-dorada-proteccion-360-_JM,NA,NA,NA,NA,NA,#492274577,Apple,GKK,Carcasa,NA
79, Tech 21 Funda Dura iPhone 8/7 Plus Evoke Transparente/azul ,23.990,NA,NA,10,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-496719646-tech-21-funda-dura-iphone-87-plus-evoke-transparenteazul-_JM,NA,NA,NA,NA,NA,#496719646,Apple,Tech 21,Carcasa,NA
80, iPhone 8 Plus / 7 Plus - Carcasa Funda Original Resistente ,10.990,NA,0,4,6,1.832,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/B%C3%9ASCANOS_UPMOVILCHILE,https://articulo.mercadolibre.cl/MLC-492182036-iphone-8-plus-7-plus-carcasa-funda-original-resistente-_JM,NA,NA,NA,NA,NA,#492182036,Apple,OEM /Apple,Carcasa,NA
81, Carcasa Funda Silicona iPhone 7 Plus / iPhone 8 Plus/ Celpro ,3.990,NA,14,86,12,332,NA,Envío a todo el país,NA,NA,1,1,https://perfil.mercadolibre.cl/CELPRO_CL,https://articulo.mercadolibre.cl/MLC-454559641-carcasa-funda-silicona-iphone-7-plus-iphone-8-plus-celpro-_JM,0,0,0,0,1,#454559641,Apple,Genérico,Carcasa,NA
82, Carcasa Funda De Silicona Para iPhone 7 Plus Y 8 Plus Rojo ,19.990,NA,2,898,6,3.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-469561072-carcasa-funda-de-silicona-para-iphone-7-plus-y-8-plus-rojo-_JM,NA,NA,NA,NA,NA,#469561072,Apple,NA,Carcasa,NA
83, Carcasa Metálica iPhone 8 7 Plus + Plata Lunatik Taktik ,23.990,NA,5,4,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452411177-carcasa-metalica-iphone-8-7-plus-plata-lunatik-taktik-_JM,NA,NA,NA,NA,NA,#452411177,Apple,NA,Carcasa,NA
84, Carcasa Metálica iPhone 8 7 Plus+ Rojo Lunatik Taktik ,23.990,NA,3,NA,12,1.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452411138-carcasa-metalica-iphone-8-7-plus-rojo-lunatik-taktik-_JM,NA,NA,NA,NA,NA,#452411138,Apple,NA,Carcasa,NA
85, Carcasas El Principito iPhone 7 Plus / 8 Plus ,7.990,NA,6,NA,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/KABRA74,https://articulo.mercadolibre.cl/MLC-464590618-carcasas-el-principito-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#464590618,Apple,NA,Carcasa,NA
86, Carcasas Mafalda iPhone 7 Plus/8 Plus Silicona ,7.990,NA,2,NA,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/KABRA74,https://articulo.mercadolibre.cl/MLC-465996742-carcasas-mafalda-iphone-7-plus8-plus-silicona-_JM,NA,NA,NA,NA,NA,#465996742,Apple,NA,Carcasa,NA
87, Carcasa iPhone 7 8 Plus Spigen Rugged Armor ,18.990,NA,13,3,12,1.582,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SMARTBUYCHILE,https://articulo.mercadolibre.cl/MLC-440010207-carcasa-iphone-7-8-plus-spigen-rugged-armor-_JM,NA,NA,NA,NA,NA,#440010207,Apple,Spigen,Carcasa,NA
88, Carcasa Metálica iPhone 8 7 Plus + Plata Lunatik Taktik ,23.990,NA,5,4,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=pmnCVSDUYrTu%2BiVzSuQJGPcPrchiVH6BHqxb1T%2FgDHTLcZw6uS98%2B9DNRy7Nm2gdypTejCe3LYA0rkmi17JKX7dEFNS5WiU3r%2FONTxfU2arcFOMEd7kk6ou7zLsCumAJ8%2FvooQz6N1rDWwSz0O99wASUPEot%2Fhoe2MiMvowS61%2Fm8NTsWfG70M%2BYBKRcXx6DFuM%2F4ITnmFxWlzQNJaZQY4hwgQCTvJCQOEg86uHzNINOuY4fxWLLrqTp7UnUL%2FaNVBwVh1DClM5HQL0LF75Vkps%2BO0yBayNL1pvyX9dq%2Fs6fP0vfjn8muApgWdMcGNzRdA5E6uOPJS0GJ2PGV9krc3p4vKPVxKaJNcfBpfVX1PKaTGlWAtyKiR1vqJ5U52Z0GSPLR6viwdhY1OFEQ5kaINV%2FLcM7x9EkW59At5vEF1zJfW78nve44OjKdqzcAJbNI6R5rneMeKiwXp4SRdP5lQ6U%2Bnard4sx8gmWZ6%2FK1pngbkc3sbpBPvKKBylDYjtJA0nkYjUT6EDMGmTvb%2BU7unpmkbbrwBq8vcQbt6Y2AJEXk1XMR9sUO2pdG1bJ1%2BfR8wWd6LJbEjKvad%2B2jrNHGZJ0yoa%2BDAmGB0d%2BTgqpwhGTZd%2FPEp%2FfbcGO8cY3wnhGWd9dCm1pMHGQJSlf1F4N1rzBikr0GAndDieYEwQlTeuHWCLmhFPpCsbfGQUXAyoSKI0SeB6oWvWDce7JD38QQp3M282FiNnOi36QnAVYn5Xq4gBCyrgKEARn0Dd6jARwNPVI%2BITCBt773eUxf24S8uNN%2FV3bwDAPfOozbjgMAols39z4iMVfLtyuuMnTlcFWNB1FcFWOW0MntjNHmaUZRMj%2FxABZA7Nd52YfDdvsvYcL5HqHdU03h1Uegu5B%2Bqx9JCeiOcrRB9XJksO1U2syktQfP5EKUqIL1xl04tDoqPam8gwCPpQ2MQ9oPYCeWnwdvJ25E3KFtjctSea%2BqR81RSpJclhzcQs4sSKdZIvxO8KFyFqOo%2FveiD2trLkHukTMFIhyKSYhz%2F1z2OkRUoJ1KF6VH5k%2BzzM%2F74zDknG9t77xy1%2BI3dDZUMa7iVNZ0L1B%2BxveeE5Fsl2ZiN7QEOCkWLpl7tLLATzuq8WwGf7hTVmY9%2FRXDFCqW0vd%2FzYmHnKx%2Fr4%2FK8IGnjKjdpWUfr9sOjKOH20MtXeLAsM7OoDLbZKOFBc9gS2WM1dXy5CAfzXk0trgXUcLf22y%2FUikfRspvCVsm7g7kMWoU4QLnGqXrvw0d3CVPPxmObi16RyE%2F2V%2FEQMtvY1YxNQE47OmCZKeE6iI%2Fv7qDOZCuMY3cjnFckgv7eiqr46bAyoVu5oc2OW6Hj18vTvoWy7Mix3WgYLXe5%2B5rmXO4ZsfJz2Hs9DjXOw0UNApcWjdPceAdiYrApjst7LluI%2FBIAqCIaApn4DPHD6%2Faw6cIRMLqWvPvOgaHhSP0B8zhew6Y1nI%2BRn%2Bvg%3D%3D,NA,NA,NA,NA,NA,#452411177,Apple,NA,Carcasa,NA
89, Carcasa Ringke iPhone 7 7 8 Plus Aluminio + Silicona Tpu ,15.990,NA,4,2,6,2.665,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SMARTBUYCHILE,https://articulo.mercadolibre.cl/MLC-441889832-carcasa-ringke-iphone-7-7-8-plus-aluminio-silicona-tpu-_JM,NA,NA,NA,NA,NA,#441889832,Apple,Ringke,Carcasa,NA
90, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rosegold 3en1 ,9.995,NA,3,NA,6,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://articulo.mercadolibre.cl/MLC-452825685-carcasa-360-iphone-8-7-plus-vidrio-templado-rosegold-3en1-_JM,NA,NA,NA,NA,NA,#452825685,Apple,NA,Carcasa,NA
91, Carcasa Magnetica Reforzada Silver Para iPhone 7plus Y 8plus ,8.990,NA,1,2,6,1.498,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-473137143-carcasa-magnetica-reforzada-silver-para-iphone-7plus-y-8plus-_JM,NA,NA,NA,NA,NA,#473137143,Samsung,NA,Carcasa,NA
