search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Conectores de entrada,Peso,Modelo,Potencia de salida (RMS),Altura,Tipos de filtros del parlante,Color
44, Parlante Karaoke Portátil Aiwa-166bt Microfono De Regalo ,22.99,NA,35,65,6,3.832,NA,Envío gratis a todo el país,NA,NA,4.3,3,https://perfil.mercadolibre.cl/TECNOCENTERCURICOSPA,https://articulo.mercadolibre.cl/MLC-476888160-parlante-karaoke-portatil-aiwa-166bt-microfono-de-regalo-_JM,2,0,1,0,0,#476888160,Aiwa,Auxiliar,NA,NA,NA,NA,NA,NA
45, Sony Receptor Bluetooth Con Parlantes De 16cm Mxsn4216bt ,89.99,NA,230,10,6,14.998,NA,Envío gratis a todo el país,NA,NA,4.9,18,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-453143924-sony-receptor-bluetooth-con-parlantes-de-16cm-mxsn4216bt-_JM,17,1,0,0,0,#453143924,NA,NA,NA,NA,NA,NA,NA,NA
46, Parlante Karaoke Portátil Bluetooth Master G + Micrófono ,29.99,39.990,107,9,6,4.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472376585-parlante-karaoke-portatil-bluetooth-master-g-microfono-_JM,1,0,0,0,0,#472376585,Master-G,NA,NA,SPB8B,NA,NA,NA,NA
47, Parlantes Amplificados Portable Proco 210 Bluetooth + Atril ,219.99,NA,54,46,12,18.332,NA,Envío gratis a todo el país,NA,NA,4.8,6,https://perfil.mercadolibre.cl/STADIOCHILE,https://articulo.mercadolibre.cl/MLC-452902179-parlantes-amplificados-portable-proco-210-bluetooth-atril-_JM,5,1,0,0,0,#452902179,NA,NA,NA,NA,NA,NA,NA,NA
48, Parlante Karaoke Bluetooth Fiddler Negro + Micrófono ,39.99,NA,130,6,6,6.665,NA,Envío gratis a todo el país,NA,NA,4.6,5,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-434130507-parlante-karaoke-bluetooth-fiddler-negro-microfono-_JM,3,2,0,0,0,#434130507,Fiddler,NA,NA,Pack,NA,NA,NA,NA
49, Parlante Bluetooth Bose Home Speaker 500 ,349.99,NA,10,3,12,29.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-473710362-parlante-bluetooth-bose-home-speaker-500-_JM,NA,NA,NA,NA,NA,#473710362,Bose,NA,NA,Parlante Bluetooth Bose Home Speaker 500,NA,NA,NA,NA
50, Sistema De Sonido Para Tv Bose Solo 5 ( De Regalo Soporte ) ,199.99,NA,7,3,12,16.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-472272756-sistema-de-sonido-para-tv-bose-solo-5-de-regalo-soporte--_JM,NA,NA,NA,NA,NA,#472272756,Bose,NA,NA,Sistema De Sonido Para Tv Bose Solo 5 (  De Regalo Soporte ),NA,NA,Activo,NA
51, Parlante Kronne Loudbox Bluetooth Portable (negro) ,69.99,99.990,10,13,6,11.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/REIFSTORE?brandId=265,https://articulo.mercadolibre.cl/MLC-452999520-parlante-kronne-loudbox-bluetooth-portable-negro-_JM,NA,NA,NA,NA,NA,#452999520,NA,NA,NA,DGKRLB,NA,NA,NA,NA
52, Parlante Portátil Extra Bass Con Bluetooth Xb01 Negro ,20.99,24.990,33,70,6,3.498,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/-SONY+CHILE?brandId=32,https://articulo.mercadolibre.cl/MLC-483946196-parlante-portatil-extra-bass-con-bluetooth-xb01-negro-_JM,2,0,0,0,0,#483946196,NA,NA,NA,NA,NA,NA,NA,NA
53, Parlantes Gamer Logitech G560 Lightsync Subwoofer ,169.99,299.990,3,18,6,28.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=472,https://articulo.mercadolibre.cl/MLC-478204347-parlantes-gamer-logitech-g560-lightsync-subwoofer-_JM,NA,NA,NA,NA,NA,#478204347,Logitech G,USB,NA,G560,120 W,NA,No aplica,NA
54, Parlantes Edifier R1700bt Bluetooth Black (musicplay) ,138.9,NA,27,1,6,23.150,NA,Envío gratis a todo el país,NA,NA,5,6,https://perfil.mercadolibre.cl/MUSICPLAY+SPA,https://articulo.mercadolibre.cl/MLC-435586990-parlantes-edifier-r1700bt-bluetooth-black-musicplay-_JM,6,0,0,0,0,#435586990,Edifier,RCA,NA,R1700BT,66 W,254 mm,Activo,NA
55, Parlante Bulldog Frances Bluetooth - Altavoz Alta Definicion ,12.99,NA,60,2,12,1.082,NA,Envío a todo el país,NA,NA,5,3,https://perfil.mercadolibre.cl/USA--IMPORTADORA,https://articulo.mercadolibre.cl/MLC-468576844-parlante-bulldog-frances-bluetooth-altavoz-alta-definicion-_JM,3,0,0,0,0,#468576844,NA,NA,0.46 kg,NA,NA,NA,NA,NA
56, Par Parlantes Bookshelf Bluetooth Klipsch R51mp ,399.99,NA,1,9,6,66.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://articulo.mercadolibre.cl/MLC-493519223-par-parlantes-bookshelf-bluetooth-klipsch-r51mp-_JM,NA,NA,NA,NA,NA,#493519223,NA,NA,NA,NA,NA,NA,NA,NA
57, Google Home Hub Parlante Inteligente Con Pantalla Español ,79.99,119.990,11,96,12,6.666,NA,Envío gratis a todo el país,NA,NA,3.5,2,https://perfil.mercadolibre.cl/MR.CLICK+CHILE,https://articulo.mercadolibre.cl/MLC-495206164-google-home-hub-parlante-inteligente-con-pantalla-espanol-_JM,0,1,1,0,0,#495206164,Google,NA,NA,Hub,NA,NA,NA,NA
58, Micrófono Con Parlante Karaoke Bluetooth Inalámbrico ,9.89,NA,213,100,12,824,NA,Envío a todo el país,NA,NA,4.4,25,https://perfil.mercadolibre.cl/CHILE_DISTRIBUTOR,https://articulo.mercadolibre.cl/MLC-446982152-microfono-con-parlante-karaoke-bluetooth-inalambrico-_JM,17,5,1,1,1,#446982152,NA,NA,NA,NA,NA,NA,NA,NA
59, Parlante Karaoke Bluetooth Fiddler 50w Micrófono Inalámbrico ,59.99,99.900,27,5,6,9.998,NA,Envío gratis a todo el país,NA,NA,4.3,3,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-461986067-parlante-karaoke-bluetooth-fiddler-50w-microfono-inalambrico-_JM,2,0,1,0,0,#461986067,Fiddler,NA,NA,FD-13805,NA,NA,NA,NA
60, Ampolleta Led Parlante Bluetooth Control Musica Fiesta / Hb ,5.99,11.990,102,3687,6,998,NA,Envío a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/HBIMPORTACIONES+LTDA,https://articulo.mercadolibre.cl/MLC-445285782-ampolleta-led-parlante-bluetooth-control-musica-fiesta-hb-_JM,4,0,0,0,0,#445285782,NA,NA,NA,NA,NA,NA,NA,NA
61, Parlante Soundbar Master-g Bluetooth Mgsb110 - Prophone ,14.99,NA,42,898,6,2.498,NA,Envío a todo el país,NA,NA,2,3,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-460126097-parlante-soundbar-master-g-bluetooth-mgsb110-prophone-_JM,0,1,0,0,2,#460126097,Master-G,NA,NA,Soundbar MGSB110,NA,NA,NA,NA
62, Parlante Jbl Oem Charge 2 Envio Gratis ,19.99,NA,26,1530,12,1.666,NA,Envío gratis a todo el país,NA,NA,0,1,https://perfil.mercadolibre.cl/XMASTERGAMEX,https://articulo.mercadolibre.cl/MLC-492340763-parlante-jbl-oem-charge-2-envio-gratis-_JM,0,0,0,0,0,#492340763,JBL,NA,NA,Charge 2,15 W,NA,Activo,NA
63, Jbl Flip 4 Blanco Parlante Portátil Bluetooth Inalámbrico ,59.99,79.990,14,2,6,9.998,NA,Envío gratis a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-471126104-jbl-flip-4-blanco-parlante-portatil-bluetooth-inalambrico-_JM,2,0,0,0,0,#471126104,JBL,NA,515 g,Flip 4,16 W,NA,No aplica,NA
64, Parlante Speaker Bluetooth Soundcore Anker ,21.99,39.990,592,2,12,1.832,NA,Envío gratis a todo el país,NA,NA,4.9,65,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-444708073-parlante-speaker-bluetooth-soundcore-anker-_JM,59,4,2,0,0,#444708073,Anker,Auxiliar,360 g,NA,NA,NA,NA,NA
65, Lampara Luna Bluetooth Parlante 3d 15cms / Ekipofertas ,11.99,NA,63,5,12,999,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-473453801-lampara-luna-bluetooth-parlante-3d-15cms-ekipofertas-_JM,1,0,0,0,0,#473453801,NA,NA,NA,NA,NA,NA,NA,NA
66, Logitech Parlante Bluetooth X50 Negro Gris Proglobal ,7.99,NA,31,10,6,1.332,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-460157439-logitech-parlante-bluetooth-x50-negro-gris-proglobal-_JM,NA,NA,NA,NA,NA,#460157439,Logitech,NA,0.14 kg,X50,NA,8.6 cm,NA,NA
67, Jbl Go2 Parlante Portátil Bluetooth Inalámbrico Impermeable ,24.99,29.990,343,27,6,4.165,NA,Envío gratis a todo el país,NA,NA,4.7,55,https://perfil.mercadolibre.cl/ONLINECLUB,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=DVnC15r%2FUNYQoB7LsRL0JroVpyN%2F%2F6gesRri21Yu18ICcVkVqddbAEXMMfBRRmaxUjsSsylqObPH6tDS7BwTWF5e%2BredgCxoic1NMeXNziJtkPrvx436Y7dOHnTt0n26Auy8LETb1fT0tJS4ikdjwP9l%2B%2BTeHbt7OAtDbVFcPJYAnPYcqTvMpFhVDTLigp1f%2F%2BCd%2F4YJEDyELfwroE1jNnzUVZQsJ3JJdg%2BMlqOkIFugmvH2XsmRgopuviFOf6%2Bs8Ed95ZVsyj6FYZ8sepJUO%2BUco40JyHpDQ7XCTRJhBNlqNLqJGj0lh13lmSPQNahlDQhrJv5YoxDAlHBQ%2FHs0GgzwhWYLWQDdZogLKzj04UNo2fFDP6S%2FPc5VnS9IeK1dxhokNML2auvKVxXHxwTkr3f1MjtMZ%2BcZJLGi718f1G3w%2B0bGFcjfoBvhmbXS%2Bcao0ngYfLa%2FQiR3lyppH4wWyf5Kz6WjWd1U471fy%2Bw4wBcLp36vtg%2BDOchmH8NaKxxc7zJ2fOipe1r7fbttQ3tDvnnk8HiEoVOGTKkQXjpm92XbJzYtgjaZg%2Fr2r75iIOsAR%2BE1ii0BNhaDFd7dYR%2FZ20Io%2FadjZLmi4rEm8DYNfgQf8KnEHrOADl%2FQ%2FG0PIeJtV50yCeEwwPShdRkv9ULdrIZXreg6BLbMb20BAIV%2B2jcKzu7f1pVUKrSowIeqjdfp25xQV5QSv%2Bcqv7R328DMyuIsyq%2FTJJ%2BYCXxTZCkpV9LpVckYUtvpNjgw9kP2c3bH205TRJ6iuQRsqkhLONDs5HVn8mqM4i9202Z3uWsNCqXCyr1CqeBhWssBcQ%2B9hztbPnrSP1FriZ%2Brx99trquUMjl7BAO9gkFPdkxprXoDfUGL5mRZke7dFlffDv%2FuiWJWNU80TLhUofth1b%2FIyVJkLtXLQX1s8buHuUea0urxZCfHfDNMidXgJJdoYkwyXO0%2FckuuQjCb0unrngC3V3ITtybKvJ7pMyWEDdDxqVTA%2FgFcnkwixePWOdEB8mE9rpQlyj5ee9K%2F%2BMIpgvaAvg%2FW6AxjGmiyQhBZwimjK8t%2FKjZn4E2e6rAMbUadZGqlYMkbdxlHKzVOjNyD0KPi1RQqSOrZ4vejOVJPcHTURZAT9%2FkvdQzhA%2BFvsmuR4I9USsmKgDbXNvcHyUl0t3WML%2FJ70k2GWdLNXZSEaYZUP8psCI7hiP%2FFx6QL0skiAj70F6mr6f5ELA52HcIrPQY0y%2FmqGCdUrMLA6%2BxN8yR0St6zsIT1kK5W7JuN1g6m9EgAcFd1kezh%2FHDvumglWI7mlRlP04aPGz0xhDY2VOYq530qS4LwRtlooS5whmDJuF49WaTXIJy6V2zMhS5cQ2KD9gQlF9RN%2B0k7OkNVLR5m%2FfdWauHCbWBLmP%2BHlr9feNCD6MaLsGifkeA7AB9pbw7SdzfFpzMb2XCZeNQKuxgab9vPZoBqObGP1%2F%2F9JzPkPc%2BAQup9%2BgJMSQPKGW0K4seYEJYiOkd%2F%2FZcGDcrBfWa0utiurDCKzB1908uL0S6ot5D2iLFp%2FS0MZaGYQwnikveP2lJkMRCHHhJA8XH6DSppYnpEL5umJuivuMtqjpoayQT3L4Ypx%2BID7X4akLVAG0pn,45,7,1,2,0,#470706708,JBL,NA,184 g,GO 2,3 W,NA,Activo,NA
68, Parlante Portátil Bluetooth Bose Soundlink Micro ,99.99,NA,52,4,12,8.332,NA,Envío gratis a todo el país,NA,NA,5,4,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-471020818-parlante-portatil-bluetooth-bose-soundlink-micro-_JM,4,0,0,0,0,#471020818,Bose,NA,NA,Parlante Portátil Bluetooth Bose Soundlink Micro,NA,NA,Activo,NA
69, Parlante Soundbar Barra De Sonido Ip-08 Bluetooth 3.0 10w ,24.99,NA,125,9,6,4.165,NA,Envío gratis a todo el país,NA,NA,4.5,26,https://perfil.mercadolibre.cl/PROGLOBALCHILE,https://articulo.mercadolibre.cl/MLC-443174393-parlante-soundbar-barra-de-sonido-ip-08-bluetooth-30-10w-_JM,18,4,2,2,0,#443174393,GENERICA,NA,NA,NA,NA,NA,NA,NA
70, Logitech Subwoofer 2.1 Multimedia Conexión Bluetooth Z337 ,64.99,79.990,9,2,6,10.832,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=85,https://articulo.mercadolibre.cl/MLC-478203535-logitech-subwoofer-21-multimedia-conexion-bluetooth-z337-_JM,1,0,0,0,0,#478203535,Logitech,RCA,NA,Z337,40 W,2.1 pulgadas,No aplica,NA
71, Parlante Activo Novik - Evo 300a - 101db ,59.99,99.900,27,5,6,9.998,NA,Envío gratis a todo el país,NA,NA,4.3,3,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=m3jgbFlKsewjIzoiT%2F22XH1dEPGyl0tG5UopfEqM9knZRBCr6qpZMy10JaUur2l4F3wC6hToOQCJ6GMEv3maReWKzMkGJBfMXcgQZZGby2pditfXLWt9nDKoR2gwFzBqd8vrOAX28Fti9pKcrLCEDw4Psf9WQu%2FPkUEmATR8m%2BjBfsZdL6is9Ax9bgWuwym%2Byc%2FFEQsYjnMCc0DBnhULBGVGb1lmlPh6hfYu6WYkf51X77jkhEazrwQSDGcrzwWlscSJ59glOQgsZeEEbz7qOQiFLzUBwld6KyfSQtyBuo2fH0KBTRF%2FnOnlLf9qsqt48E%2BURL89Lsct92I5pWinprZJIIrBcM1aQXmbEPN9p5L%2F3bAOIPt3kFeUsN%2BZv8TPayUUVUwsg8o8dePC43ipf8hAYG%2BJ3%2FhPw8Bp%2FsUcDtysc8ZODhZHpEdywNt1ELMfwA0tbGSsZUDNjK1g1dBKWU2%2B6sz3KewCzjnZZ2cIt7CUiZyQrjsEYEZgd5%2BqaFgd9zfHmRBqgsJL%2FTs4hYTRxycx%2Fbc393HQCZriRcwMYcisceqc44kaqD5lEXjFWjUEpmQqYyQ0qpzjoTjbil7ETCg8IurrZAmy6ym6aPqS6qYX2vMY7kyncHZ6efruVMr7FBz1uA2VOSw5Iw88x1cvY%2F2%2FXrcQUj6Yj4WaQnS%2BSpJCsIaXdLXzTtcwf6xIrKr%2FDz%2F0P9yj6yDS1FE6yDhfxiaYQ4YXRdgslrVsLSwj7I3FPzHBAaehBi6%2F%2FjhtkXo4V79e5FIq6E8TgtJSC9LkwUsCVynwHFhYyWOGdNBbxTKhF%2FGnBhx4cvGIxUAMvzLuNqAur5%2BdL4wl1dtlZBU6ncxbS0dlMk3UaK3oFAk0eWbT%2BwOd2%2Fwpc0w36xwsQnDY%2B7jq7NKNp04zaIXAKMWUJqO4%2BgNKfH7iKZtwufXg3JzZcoD%2Fc2OMV4qmvb6uzu2fD6R4LEAy82eSfqoSpzZ1JyDW8YOtO45paWpolgbfS9s0SLooY%2Frzs7Z%2BZ%2BYlRoSAVz2l41CypDNtOHpsbjzv0OaJZAbddtkol%2BsmD0I6bC8xTBu3I47Y4JEWvJpKLFKPgSZdkL22RXp%2F8IvCT6qPOY0sjZEU5fWcliE4SH%2BNVyK0bXcIUzRA4iYf9vMh493T14NM3ybKZWoQ78GzmSg5ApdtQeVKzv5KnYlWYXTHbb3LafBrJeUDG2t22WMmsn58kfcALZTwlpJp0cMqocnshjAY1sI18Xvq3Ks8JFa%2FNvKMK6DEBLOhsMLA31IoU8a56iwt9ypFXpZYKho%2BKy18w36tov81TEkt3kEtXQCvNus1GfPOshvEIXNxGgTuZ6gcIbQYZ2zftPUA5AoJb2wfimc2O5NtXXCDYmqoOcWBTvE6Bok%2Bv02G0GV6X%2F3CKfA4O2hSwrNveKlerddAGaAHSg5HJsoW37va47i%2Fdf7lhrm8yDieA6cF2B3QPrYWhreC0yl5Y45Orf2lUpgut4fMgCEck%2BgjKZXg4Y8yUcRWzFCcpuXlroUexQokeyTiTag5aOQDdojnHEt9OF0nF5WQgTZEV1LCE35hM79ksy2yHVQ3FtBxX83fvh4DOKbFOUSnsf%2BBnlEq6rdJgU%2BzDg%3D%3D,2,0,1,0,0,#461986067,Fiddler,NA,NA,FD-13805,NA,NA,NA,NA
72, Parlante Portátil Bluetooth Yamaha Wx-021 ,229.99,NA,1,5,6,38.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=393,https://articulo.mercadolibre.cl/MLC-478663763-parlante-portatil-bluetooth-yamaha-wx-021-_JM,NA,NA,NA,NA,NA,#478663763,Yamaha,USB,3 kg,Parlante Portátil Bluetooth Yamaha Wx-021,40 W,28 cm,Activo,NA
73, Parlante Bluetooth Soundcore Motion Q ,49.99,NA,110,5,6,8.332,NA,Envío gratis a todo el país,NA,NA,5,8,https://perfil.mercadolibre.cl/ANKERSTORE?brandId=188,https://articulo.mercadolibre.cl/MLC-467409330-parlante-bluetooth-soundcore-motion-q-_JM,8,0,0,0,0,#467409330,Anker,Auxiliar,NA,NA,NA,NA,NA,NA
74, Radio Auto Aiwa + Parlantes Mp3 Usb Sd Bluetooth Caw-8016bt ,34.99,NA,13,918,6,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-499502569-radio-auto-aiwa-parlantes-mp3-usb-sd-bluetooth-caw-8016bt-_JM,NA,NA,NA,NA,NA,#499502569,NA,NA,NA,NA,NA,NA,NA,NA
75, Pack Parlante Bluetooth Usb Aux + Pendrive 32gb | Maxtech ,29.99,NA,15,3,12,2.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MAXTECHCHILELTDA,https://articulo.mercadolibre.cl/MLC-436376888-pack-parlante-bluetooth-usb-aux-pendrive-32gb-maxtech-_JM,NA,NA,NA,NA,NA,#436376888,NA,NA,NA,NA,NA,NA,NA,NA
76, Parlante Skybeat Karaoke Bluetooth Portatil + Microfono ,17.99,NA,37,28,12,1.499,NA,Envío a todo el país,NA,NA,5,2,https://perfil.mercadolibre.cl/GAMETOTALIMPACT,https://articulo.mercadolibre.cl/MLC-471317973-parlante-skybeat-karaoke-bluetooth-portatil-microfono-_JM,2,0,0,0,0,#471317973,NA,NA,2.2 kg,NA,NA,34 cm,NA,Negro
77, Parlante Activo Elevate 115 - Probass - 101db ,81.99,99.990,64,148,6,13.665,NA,Envío gratis a todo el país,NA,NA,4.6,9,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-442197815-parlante-activo-elevate-115-probass-101db-_JM,7,0,2,0,0,#442197815,Pro Bass,NA,NA,Elevate 115,NA,NA,NA,NA
78, Parlante Portátil Karaoke Bluetooth T8d Master G + Micrófono ,49.99,59.990,75,3,6,8.332,NA,Envío gratis a todo el país,NA,NA,3,2,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472371109-parlante-portatil-karaoke-bluetooth-t8d-master-g-microfono-_JM,0,0,2,0,0,#472371109,Master-G,NA,NA,SPBT8D,NA,NA,NA,NA
79, Parlante Bluetooth Fiddler The Boss Alta Potencia De 20w ,29.99,39.990,73,6,6,4.998,NA,Envío gratis a todo el país,NA,NA,4.9,9,https://perfil.mercadolibre.cl/MACROTEL+TO?brandId=335,https://articulo.mercadolibre.cl/MLC-461986047-parlante-bluetooth-fiddler-the-boss-alta-potencia-de-20w-_JM,8,1,0,0,0,#461986047,Fiddler,NA,0.75 kg,FD-A2,20 W,NA,NA,NA
80, Combo Columnas German Ak. Más Receiver Sherwood Rx-4508 12c ,279.9,NA,1,1,12,23.325,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ESPACIOMUSICAL-HF,https://articulo.mercadolibre.cl/MLC-495669870-combo-columnas-german-ak-mas-receiver-sherwood-rx-4508-12c-_JM,NA,NA,NA,NA,NA,#495669870,NA,NA,NA,NA,NA,NA,NA,NA
81, Barra De Sonido Bose Soundbar 700 ,699.99,NA,6,1,12,58.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=392,https://articulo.mercadolibre.cl/MLC-473710717-barra-de-sonido-bose-soundbar-700-_JM,NA,NA,NA,NA,NA,#473710717,Bose,NA,NA,Barra De Sonido Bluetooth Bose Soundbar 700,NA,NA,Activo,NA
82, Parlante Activo Novik - Evo 300a - 101db ,119.99,144.990,16,87,6,19.998,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-434869754-parlante-activo-novik-evo-300a-101db-_JM,1,0,0,0,0,#434869754,Novik,NA,NA,NA,NA,NA,NA,NA
83, Parlante Line Array Bluetooth Master G Pro210 ,149.99,169.990,15,7,6,24.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472465571-parlante-line-array-bluetooth-master-g-pro210-_JM,NA,NA,NA,NA,NA,#472465571,Master-G,Auxiliar,31.5 kg,Parlante Line Array  Bluetooth Master G Pro210,450 W,61 cm,Activo,NA
84, Pack De 10 Parlantes Bluetooth Impermeable Ducha Agua ,29.99,NA,141,704,6,4.998,NA,Envío gratis a todo el país,NA,NA,4.4,5,https://perfil.mercadolibre.cl/ONLINECLUB,https://articulo.mercadolibre.cl/MLC-440782353-pack-de-10-parlantes-bluetooth-impermeable-ducha-agua-_JM,4,0,0,1,0,#440782353,NA,NA,NA,NA,NA,NA,NA,NA
85, Funda Parlante Eon615 Acolchada Fab Chile (envio Gratis) Jbl ,37.99,NA,12,176,12,3.166,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EMMETT+LIMITADA,https://articulo.mercadolibre.cl/MLC-480743112-funda-parlante-eon615-acolchada-fab-chile-envio-gratis-jbl-_JM,NA,NA,NA,NA,NA,#480743112,JBL,NA,NA,EON615,500 W,NA,Activo,NA
86, Parlante Edifier R1700bt Bluetooth Brown (musicplay) ,138.9,NA,13,NA,6,23.150,NA,Envío gratis a todo el país,NA,NA,5,6,https://perfil.mercadolibre.cl/MUSICPLAY+SPA,https://articulo.mercadolibre.cl/MLC-466099966-parlante-edifier-r1700bt-bluetooth-brown-musicplay-_JM,6,0,0,0,0,#466099966,Edifier,RCA,6.6 kg,R1700BT,66 W,254 mm,Activo,NA
87, Parlante Portatil Huawei Am08 Bluetooth Colores Loi Chile ,17.98,29.990,23,2,6,2.997,NA,Envío a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/LOI+CHILE,https://articulo.mercadolibre.cl/MLC-486010515-parlante-portatil-huawei-am08-bluetooth-colores-loi-chile-_JM,1,0,0,0,0,#486010515,Huawei,NA,NA,Swan,NA,NA,Activo,NA
